category_id,breadcrumb,canonical_breadcrumb,canonical_category_id,action
6467151,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör,6467151,keep
6467152,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör > Festplatten,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör > Festplatten,6467152,keep
6467153,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör > Festplatten > Externe Solid State Drives,Elektronik & Computer > Computer > Hardware > Speichermedien > Festplatten & Zubehör > Festplatten > Externe Solid State Drives,6467153,keep
6467236,Elektronik & Computer > Elektronik,Elektronik & Computer > Elektronik,6467236,keep
6467237,Elektronik & Computer > Elektronik > Heimkino & Audio,Elektronik & Computer > Elektronik > Heimkino & Audio,6467237,keep
6467238,Elektronik & Computer > Elektronik > Heimkino & Audio > Hifi & Soundsysteme,Elektronik & Computer > Elektronik > Heimkino & Audio > Hifi & Soundsysteme,6467238,keep
6467239,Elektronik & Computer > Elektronik > Heimkino & Audio > Hifi & Soundsysteme > Kopfhörer-Zubehör,Elektronik & Computer > Elektronik > Heimkino & Audio > Hifi & Soundsysteme > Kopfhörer-Zubehör,6467239,keep
6467434,Elektronik & Computer > Kabel & Kabelzubehör,Elektronik & Computer > Kabel & Kabelzubehör,6467434,keep
6467435,Elektronik & Computer > Kabel & Kabelzubehör > Kabel,Elektronik & Computer > Kabel & Kabelzubehör > Kabel,6467435,keep
6467436,Elektronik & Computer > Kabel & Kabelzubehör > Kabel > Handykabel,Elektronik & Computer > Kabel & Kabelzubehör > Kabel > Handykabel,6467436,keep
6406690,Erotikartikel,Erotikartikel,6406690,keep
6406691,Erotikartikel > Vibratoren,Erotikartikel > Vibratoren,6406691,keep
6406847,Filme & Serien,Filme & Serien,6406847,keep
6406848,Filme & Serien > Film-Fanartikel,Filme & Serien > Film-Fanartikel,6406848,keep
6406849,Filme & Serien > Film-Fanartikel > Bücher & Skripte,Filme & Serien > Film-Fanartikel > Bücher & Skripte,6406849,keep
6406874,Garten,Garten,6406874,keep
6467135,Garten & Heimwerken,Garten & Heimwerken,6467135,keep
6467213,Garten & Heimwerken > Baumarkt,Garten & Heimwerken > Baumarkt,6467213,keep
6467214,Garten & Heimwerken > Baumarkt > Badausstattung,Garten & Heimwerken > Baumarkt > Badausstattung,6467214,keep
6467215,Garten & Heimwerken > Baumarkt > Badausstattung > Badkeramik,Garten & Heimwerken > Baumarkt > Badausstattung > Badkeramik,6467215,keep
6467216,Garten & Heimwerken > Baumarkt > Badausstattung > Badkeramik > Waschtische,Garten & Heimwerken > Baumarkt > Badausstattung > Badkeramik > Waschtische,6467216,keep
6467453,Garten & Heimwerken > Baumarkt > Badausstattung > Duschen,Garten & Heimwerken > Baumarkt > Badausstattung > Duschen,6467453,keep
6467308,Garten & Heimwerken > Baumarkt > Badausstattung > Handtuchhalter & -haken,Garten & Heimwerken > Baumarkt > Badausstattung > Handtuchhalter & -haken,6467308,keep
6467330,Garten & Heimwerken > Baumarkt > Bauelemente,Garten & Heimwerken > Baumarkt > Bauelemente,6467330,keep
6467353,Garten & Heimwerken > Baumarkt > Umzugsmaterial,Garten & Heimwerken > Baumarkt > Umzugsmaterial,6467353,keep
6467354,Garten & Heimwerken > Baumarkt > Umzugsmaterial > Transporthilfsmittel,Garten & Heimwerken > Baumarkt > Umzugsmaterial > Transporthilfsmittel,6467354,keep
6467430,Garten & Heimwerken > Baumarkt > Werkzeuge,Garten & Heimwerken > Baumarkt > Werkzeuge,6467430,keep
6467456,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge,6467456,keep
6467457,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Bohrmaschinen & Zubehör,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Bohrmaschinen & Zubehör,6467457,keep
6467458,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Bohrmaschinen & Zubehör > Bohrmaschinenzubehör,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Bohrmaschinen & Zubehör > Bohrmaschinenzubehör,6467458,keep
6467459,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Bohrmaschinen & Zubehör > Bohrmaschinenzubehör > Allzweckbohrer,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Bohrmaschinen & Zubehör > Bohrmaschinenzubehör > Allzweckbohrer,6467459,keep
6473389,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Schleifmaschinen & Zubehör,Garten & Heimwerken > Baumarkt > Werkzeuge > Elektrowerkzeuge > Schleifmaschinen & Zubehör,6473389,keep
6467431,Garten & Heimwerken > Baumarkt > Werkzeuge > Handwerkzeuge,Garten & Heimwerken > Baumarkt > Werkzeuge > Handwerkzeuge,6467431,keep
6467302,Garten & Heimwerken > Garten,Garten & Heimwerken > Garten,6467302,keep
6467380,Garten & Heimwerken > Garten > Außen- & Gartenbeleuchtung,Garten & Heimwerken > Garten > Außen- & Gartenbeleuchtung,6467380,keep
6467381,Garten & Heimwerken > Garten > Außen- & Gartenbeleuchtung > Lampenöle,Garten & Heimwerken > Garten > Außen- & Gartenbeleuchtung > Lampenöle,6467381,keep
6467316,Garten & Heimwerken > Garten > Gartengeräte,Garten & Heimwerken > Garten > Gartengeräte,6467316,keep
6467317,Garten & Heimwerken > Garten > Gartengeräte > Motor-Gartengeräte,Garten & Heimwerken > Garten > Gartengeräte > Motor-Gartengeräte,6467317,keep
6467318,Garten & Heimwerken > Garten > Gartenmöbel & Zubehör,Garten & Heimwerken > Garten > Gartenmöbel & Zubehör,6467318,keep
6467319,Garten & Heimwerken > Garten > Gartenmöbel & Zubehör > Gartenmöbel,Garten & Heimwerken > Garten > Gartenmöbel & Zubehör > Gartenmöbel,6467319,keep
6467320,Garten & Heimwerken > Garten > Gartenmöbel & Zubehör > Gartenmöbel > Gartenliegen,Garten & Heimwerken > Garten > Gartenmöbel & Zubehör > Gartenmöbel > Gartenliegen,6467320,keep
6467303,Garten & Heimwerken > Garten > Grills & Zubehör,Garten & Heimwerken > Garten > Grills & Zubehör,6467303,keep
6467384,Garten & Heimwerken > Garten > Grills & Zubehör > Grills,Garten & Heimwerken > Garten > Grills & Zubehör > Grills,6467384,keep
6467385,Garten & Heimwerken > Garten > Grills & Zubehör > Grills > Holzkohlegrills,Garten & Heimwerken > Garten > Grills & Zubehör > Grills > Holzkohlegrills,6467385,keep
6467304,Garten & Heimwerken > Garten > Grills & Zubehör > Grillzubehör,Garten & Heimwerken > Garten > Grills & Zubehör > Grillzubehör,6467304,keep
6467305,Garten & Heimwerken > Garten > Grills & Zubehör > Grillzubehör > Kohleschalen,Garten & Heimwerken > Garten > Grills & Zubehör > Grillzubehör > Kohleschalen,6467305,keep
6467136,Garten & Heimwerken > Tierbedarf,Garten & Heimwerken > Tierbedarf,6467136,keep
6467157,Garten & Heimwerken > Tierbedarf > Hundezubehör,Garten & Heimwerken > Tierbedarf > Hundezubehör,6467157,keep
6467158,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung,6467158,keep
6467368,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung > Hundemäntel,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung > Hundemäntel,6467368,keep
6467179,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung > Hundeschutzhosen,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung > Hundeschutzhosen,6467179,keep
6467159,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung > Sicherheitswesten,Garten & Heimwerken > Tierbedarf > Hundezubehör > Hundebekleidung > Sicherheitswesten,6467159,keep
6467137,Garten & Heimwerken > Tierbedarf > Vogelbedarf,Garten & Heimwerken > Tierbedarf > Vogelbedarf,6467137,keep
6467138,Garten & Heimwerken > Tierbedarf > Vogelbedarf > Vogelzubehör,Garten & Heimwerken > Tierbedarf > Vogelbedarf > Vogelzubehör,6467138,keep
6467139,Garten & Heimwerken > Tierbedarf > Vogelbedarf > Vogelzubehör > Vogelkäfige,Garten & Heimwerken > Tierbedarf > Vogelbedarf > Vogelzubehör > Vogelkäfige,6467139,keep
6406692,Garten & Terrasse,Garten & Terrasse,6406692,keep
6406850,Garten & Terrasse > Beleuchtung,Garten & Terrasse > Beleuchtung,6406850,keep
6406851,Garten & Terrasse > Beleuchtung > Garten- & Terrassenfackeln,Garten & Terrasse > Beleuchtung > Garten- & Terrassenfackeln,6406851,keep
6406853,Garten & Terrasse > Beleuchtung > Solarleuchten,Garten & Terrasse > Beleuchtung > Solarleuchten,6406853,keep
6406854,Garten & Terrasse > Beleuchtung > Strahler & Flutlichter,Garten & Terrasse > Beleuchtung > Strahler & Flutlichter,6406854,keep
6406856,Garten & Terrasse > Gartenbauten & Sonnenschutz,Garten & Terrasse > Gartenbauten & Sonnenschutz,6406856,keep
6406857,Garten & Terrasse > Gartenbauten & Sonnenschutz > Sonnenschirmzubehör,Garten & Terrasse > Gartenbauten & Sonnenschutz > Sonnenschirmzubehör,6406857,keep
6407230,Garten & Terrasse > Gartengeräte,Garten & Terrasse > Gartengeräte,6407230,keep
6407231,Garten & Terrasse > Gartengeräte > Motor- & Elektrogeräte,Garten & Terrasse > Gartengeräte > Motor- & Elektrogeräte,6407231,keep
6407232,Garten & Terrasse > Gartengeräte > Motor- & Elektrogeräte > Multifunktionsgeräte,Garten & Terrasse > Gartengeräte > Motor- & Elektrogeräte > Multifunktionsgeräte,6407232,keep
6406858,Garten & Terrasse > Gartenmöbel,Garten & Terrasse > Gartenmöbel,6406858,keep
6406859,Garten & Terrasse > Gartenmöbel > Gartenliegen,Garten & Terrasse > Gartenmöbel > Gartenliegen,6406859,keep
6406693,Garten & Terrasse > Gartenmöbel-Sets,Garten & Terrasse > Gartenmöbel-Sets,6406693,keep
6407233,"Garten & Terrasse > Grills, Heizstrahler & Picknick","Garten & Terrasse > Grills, Heizstrahler & Picknick",6407233,keep
6407234,"Garten & Terrasse > Grills, Heizstrahler & Picknick > Grillzubehör","Garten & Terrasse > Grills, Heizstrahler & Picknick > Grillzubehör",6407234,keep
6407235,"Garten & Terrasse > Grills, Heizstrahler & Picknick > Grillzubehör > Grillkörbe & -schalen","Garten & Terrasse > Grills, Heizstrahler & Picknick > Grillzubehör > Grillkörbe & -schalen",6407235,keep
6406860,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör","Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör",6406860,keep
6406862,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grills","Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grills",6406862,keep
6406863,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grillzubehör","Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grillzubehör",6406863,keep
6406865,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Servierwagen","Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Servierwagen",6406865,keep
6406866,Garten & Terrasse > Möbel,Garten & Terrasse > Möbel,6406866,keep
6406867,Garten & Terrasse > Möbel > Möbelschutzhüllen,Garten & Terrasse > Möbel > Möbelschutzhüllen,6406867,keep
6406868,Garten & Terrasse > Möbel > Tische,Garten & Terrasse > Möbel > Tische,6406868,keep
6406694,Garten & Terrasse > Motor-Gartengeräte & -zubehör,Garten & Terrasse > Motor-Gartengeräte & -zubehör,6406694,keep
6406869,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kettensägen-Ersatzteile,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kettensägen-Ersatzteile,6406869,keep
6406870,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kettensägen-Zubehör,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kettensägen-Zubehör,6406870,keep
6406872,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör","Garten & Terrasse > Pflanzenpflege, Boden & Zubehör",6406872,keep
6406873,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Frostschutz","Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Frostschutz",6406873,keep
6406875,Garten > Grills,Garten > Grills,6406875,keep
6406876,Garten > Grills > Holzkohlegrill,Garten > Grills > Holzkohlegrill,6406876,keep
6406877,Gastronomie & Hotellerie,Gastronomie & Hotellerie,6406877,keep
6406878,Gastronomie & Hotellerie > Küchengeräte & Ausstattung,Gastronomie & Hotellerie > Küchengeräte & Ausstattung,6406878,keep
6406879,Gastronomie & Hotellerie > Küchengeräte & Ausstattung > Speisewärmer & Chafing Dishes,Gastronomie & Hotellerie > Küchengeräte & Ausstattung > Speisewärmer & Chafing Dishes,6406879,keep
6406881,Gastronomie & Hotellerie > Küchentechnik & -geräte,Gastronomie & Hotellerie > Küchentechnik & -geräte,6406881,keep
6406882,Gastronomie & Hotellerie > Küchentechnik & -geräte > Gastronormbehälter,Gastronomie & Hotellerie > Küchentechnik & -geräte > Gastronormbehälter,6406882,keep
6406884,Gesundheit & Körperpflege,Gesundheit & Körperpflege,6406884,keep
6406885,Gesundheit & Körperpflege > Mundpflege,Gesundheit & Körperpflege > Mundpflege,6406885,keep
6406886,Gesundheit & Körperpflege > Mundpflege > Interdentalbürsten,Gesundheit & Körperpflege > Mundpflege > Interdentalbürsten,6406886,keep
6406887,Gesundheit & Schönheit,Gesundheit & Schönheit,6406887,keep
6407236,Gesundheit & Schönheit > Körperpflege,Gesundheit & Schönheit > Körperpflege,6407236,keep
6407237,Gesundheit & Schönheit > Körperpflege > Nagelpflege,Gesundheit & Schönheit > Körperpflege > Nagelpflege,6407237,keep
6407238,Gesundheit & Schönheit > Körperpflege > Nagelpflege > Nagelpilzbehandlung,Gesundheit & Schönheit > Körperpflege > Nagelpflege > Nagelpilzbehandlung,6407238,keep
6407239,Gesundheit & Schönheit > Mobilität & Alltagshilfen,Gesundheit & Schönheit > Mobilität & Alltagshilfen,6407239,keep
6407240,Gesundheit & Schönheit > Mobilität & Alltagshilfen > Rollstuhl-Zubehör,Gesundheit & Schönheit > Mobilität & Alltagshilfen > Rollstuhl-Zubehör,6407240,keep
6407241,Gesundheit & Schönheit > Mobilität & Alltagshilfen > Rollstuhl-Zubehör > Rollstuhl-Sitzkissen,Gesundheit & Schönheit > Mobilität & Alltagshilfen > Rollstuhl-Zubehör > Rollstuhl-Sitzkissen,6407241,keep
6406888,Gesundheit & Schönheit > Mobilitätshilfen,Gesundheit & Schönheit > Mobilitätshilfen,6406888,keep
6406889,Gesundheit & Schönheit > Mobilitätshilfen > Rollatoren,Gesundheit & Schönheit > Mobilitätshilfen > Rollatoren,6406889,keep
6406695,Handy-Zubehör,Handy-Zubehör,6406695,keep
6406890,Handy-Zubehör > Halterungen & Ständer,Handy-Zubehör > Halterungen & Ständer,6406890,keep
6406891,Handy-Zubehör > Halterungen & Ständer > KFZ-Halterungen,Handy-Zubehör > Halterungen & Ständer > KFZ-Halterungen,6406891,keep
6406696,Handy-Zubehör > Powerbanks,Handy-Zubehör > Powerbanks,6406696,keep
6406892,Handys & Kommunikation,Handys & Kommunikation,6406892,keep
6407242,Handys & Kommunikation > Funktechnik,Handys & Kommunikation > Funktechnik,6407242,keep
6407243,Handys & Kommunikation > Funktechnik > Antennen,Handys & Kommunikation > Funktechnik > Antennen,6407243,keep
6407244,Handys & Kommunikation > Funktechnik > Antennen > Amateurfunkantennen,Handys & Kommunikation > Funktechnik > Antennen > Amateurfunkantennen,6407244,keep
6407245,Handys & Kommunikation > Funktechnik > Teile & Zubehör,Handys & Kommunikation > Funktechnik > Teile & Zubehör,6407245,keep
6407246,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Filter,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Filter,6407246,keep
6406893,Handys & Kommunikation > Handy-Zubehör,Handys & Kommunikation > Handy-Zubehör,6406893,keep
6406894,Handys & Kommunikation > Handy-Zubehör > Ladegeräte & Dockingstationen,Handys & Kommunikation > Handy-Zubehör > Ladegeräte & Dockingstationen,6406894,keep
6406895,Handys & Kommunikation > Handy-Zubehör > Taschen & Schutzhüllen,Handys & Kommunikation > Handy-Zubehör > Taschen & Schutzhüllen,6406895,keep
6406896,Haus & Garten,Haus & Garten,6406896,keep
6407518,Haus & Garten > Bad & Küche,Haus & Garten > Bad & Küche,6407518,keep
6407519,Haus & Garten > Bad & Küche > Bad,Haus & Garten > Bad & Küche > Bad,6407519,keep
6407520,Haus & Garten > Bad & Küche > Bad > Duschen & Duschzubehör,Haus & Garten > Bad & Küche > Bad > Duschen & Duschzubehör,6407520,keep
6407521,Haus & Garten > Bad & Küche > Bad > Duschen & Duschzubehör > Duschschläuche,Haus & Garten > Bad & Küche > Bad > Duschen & Duschzubehör > Duschschläuche,6407521,keep
6407248,Haus & Garten > Badezimmer,Haus & Garten > Badezimmer,6407248,keep
6407249,Haus & Garten > Badezimmer > Duschen & Duschzubehör,Haus & Garten > Badezimmer > Duschen & Duschzubehör,6407249,keep
6407250,Haus & Garten > Badezimmer > Duschen & Duschzubehör > Duschschläuche,Haus & Garten > Badezimmer > Duschen & Duschzubehör > Duschschläuche,6407250,keep
6406897,Haus & Garten > Beleuchtung,Haus & Garten > Beleuchtung,6406897,keep
6407251,Haus & Garten > Beleuchtung > Lampen,Haus & Garten > Beleuchtung > Lampen,6407251,keep
6407252,Haus & Garten > Beleuchtung > Lampen > Tischleuchten,Haus & Garten > Beleuchtung > Lampen > Tischleuchten,6407252,keep
6406898,Haus & Garten > Beleuchtung > LED-Streifen & -Leisten,Haus & Garten > Beleuchtung > LED-Streifen & -Leisten,6406898,keep
6406899,Haus & Garten > Möbel,Haus & Garten > Möbel,6406899,keep
6407253,Haus & Garten > Möbel > Betten & Matratzen,Haus & Garten > Möbel > Betten & Matratzen,6407253,keep
6407254,Haus & Garten > Möbel > Betten & Matratzen > Matratzenauflagen & Topper,Haus & Garten > Möbel > Betten & Matratzen > Matratzenauflagen & Topper,6407254,keep
6406900,Haus & Garten > Möbel > Garderoben & Kleiderständer,Haus & Garten > Möbel > Garderoben & Kleiderständer,6406900,keep
6407255,"Haus, Garten & Baumarkt","Haus, Garten & Baumarkt",6407255,keep
6407256,"Haus, Garten & Baumarkt > Bad & Küche","Haus, Garten & Baumarkt > Bad & Küche",6407256,keep
6407257,"Haus, Garten & Baumarkt > Bad & Küche > Badarmaturen","Haus, Garten & Baumarkt > Bad & Küche > Badarmaturen",6407257,keep
6407258,"Haus, Garten & Baumarkt > Bad & Küche > Badarmaturen > Waschtischarmaturen","Haus, Garten & Baumarkt > Bad & Küche > Badarmaturen > Waschtischarmaturen",6407258,keep
6407259,"Haus, Garten & Baumarkt > Garten & Terrasse","Haus, Garten & Baumarkt > Garten & Terrasse",6407259,keep
6407260,"Haus, Garten & Baumarkt > Garten & Terrasse > Beleuchtung","Haus, Garten & Baumarkt > Garten & Terrasse > Beleuchtung",6407260,keep
6407261,"Haus, Garten & Baumarkt > Garten & Terrasse > Beleuchtung > Solarleuchten","Haus, Garten & Baumarkt > Garten & Terrasse > Beleuchtung > Solarleuchten",6407261,keep
6406697,Haushalt,Haushalt,6406697,keep
6481830,Haushalt & Wohnen,Haushalt & Wohnen,6481830,keep
6481841,"Haushalt & Wohnen > Küche, Haushalt & Wohnen","Haushalt & Wohnen > Küche, Haushalt & Wohnen",6481841,keep
6481847,"Haushalt & Wohnen > Küche, Haushalt & Wohnen > Mülleimer & Abfallsammler","Haushalt & Wohnen > Küche, Haushalt & Wohnen > Mülleimer & Abfallsammler",6481847,keep
6481853,"Haushalt & Wohnen > Küche, Haushalt & Wohnen > Mülleimer & Abfallsammler > Einbau-Abfallsammler","Haushalt & Wohnen > Küche, Haushalt & Wohnen > Mülleimer & Abfallsammler > Einbau-Abfallsammler",6481853,keep
6406901,Haushalt > Kleine Küchengeräte,Haushalt > Kleine Küchengeräte,6406901,keep
6406902,Haushalt > Kleine Küchengeräte > Kühlboxen & Mini-Kühlschränke,Haushalt > Kleine Küchengeräte > Kühlboxen & Mini-Kühlschränke,6406902,keep
6407262,Haushalt > Küche,Haushalt > Küche,6407262,keep
6407263,Haushalt > Küche > Küchengeräte Zubehör,Haushalt > Küche > Küchengeräte Zubehör,6407263,keep
6407264,Haushalt > Küche > Küchengeräte Zubehör > Wassersprudler Zubehör,Haushalt > Küche > Küchengeräte Zubehör > Wassersprudler Zubehör,6407264,keep
6407265,"Haushalt > Küche, Kochen & Genießen","Haushalt > Küche, Kochen & Genießen",6407265,keep
6407267,"Haushalt > Küche, Kochen & Genießen > Küchengeräte","Haushalt > Küche, Kochen & Genießen > Küchengeräte",6407267,keep
6407268,"Haushalt > Küche, Kochen & Genießen > Küchengeräte > Sodastream & Wassersprudler Zubehör","Haushalt > Küche, Kochen & Genießen > Küchengeräte > Sodastream & Wassersprudler Zubehör",6407268,keep
6406698,Haushalt > Reinigungsgeräte,Haushalt > Reinigungsgeräte,6406698,keep
6406699,Haushaltsgeräte,Haushaltsgeräte,6406699,keep
6406700,Haushaltsgeräte > Geschirrspülmaschinen,Haushaltsgeräte > Geschirrspülmaschinen,6406700,keep
6406903,"Haushaltsgeräte > Kaffee-, Tee- & Espressomaschinen","Haushaltsgeräte > Kaffee-, Tee- & Espressomaschinen",6406903,keep
6406904,"Haushaltsgeräte > Kaffee-, Tee- & Espressomaschinen > Filter-Kaffeemaschinen","Haushaltsgeräte > Kaffee-, Tee- & Espressomaschinen > Filter-Kaffeemaschinen",6406904,keep
6406905,"Haushaltsgeräte > Kaffee-, Tee- & Espressomaschinen > Kaffeevollautomaten","Haushaltsgeräte > Kaffee-, Tee- & Espressomaschinen > Kaffeevollautomaten",6406905,keep
6406906,Haushaltsgeräte > Kleingeräte Haushalt,Haushaltsgeräte > Kleingeräte Haushalt,6406906,keep
6406907,Haushaltsgeräte > Kleingeräte Haushalt > Dampfreiniger,Haushaltsgeräte > Kleingeräte Haushalt > Dampfreiniger,6406907,keep
6406908,Haushaltsgeräte > Kleingeräte Küche,Haushaltsgeräte > Kleingeräte Küche,6406908,keep
6406909,Haushaltsgeräte > Kleingeräte Küche > Entsafter & Saftpressen,Haushaltsgeräte > Kleingeräte Küche > Entsafter & Saftpressen,6406909,keep
6406910,Haushaltsgeräte > Kleingeräte Küche > Fritteusen,Haushaltsgeräte > Kleingeräte Küche > Fritteusen,6406910,keep
6406911,Haushaltsgeräte > Kleingeräte Küche > Nudelmaschinen,Haushaltsgeräte > Kleingeräte Küche > Nudelmaschinen,6406911,keep
6406912,Haushaltsgeräte > Kleingeräte Küche > Standmixer,Haushaltsgeräte > Kleingeräte Küche > Standmixer,6406912,keep
6406701,Haushaltsgeräte > Klimaanlagen & Heizgeräte,Haushaltsgeräte > Klimaanlagen & Heizgeräte,6406701,keep
6407269,Haushaltsgeräte > Klimaanlagen & Heizgeräte > Ventilatoren & Luftbehandlung,Haushaltsgeräte > Klimaanlagen & Heizgeräte > Ventilatoren & Luftbehandlung,6407269,keep
6407270,Haushaltsgeräte > Klimaanlagen & Heizgeräte > Ventilatoren & Luftbehandlung > Stand- & Tischventilatoren,Haushaltsgeräte > Klimaanlagen & Heizgeräte > Ventilatoren & Luftbehandlung > Stand- & Tischventilatoren,6407270,keep
6406913,Haushaltsgeräte > Staubsauger & Zubehör,Haushaltsgeräte > Staubsauger & Zubehör,6406913,keep
6406914,Haushaltsgeräte > Staubsauger & Zubehör > Staubsauger,Haushaltsgeräte > Staubsauger & Zubehör > Staubsauger,6406914,keep
6406915,Haushaltsgeräte > Staubsauger & Zubehör > Staubsaugerzubehör,Haushaltsgeräte > Staubsauger & Zubehör > Staubsaugerzubehör,6406915,keep
6406916,Haushaltsgeräte > Waschmaschinen & Trockner,Haushaltsgeräte > Waschmaschinen & Trockner,6406916,keep
6406917,Haushaltsgeräte > Waschmaschinen & Trockner > Waschmaschinen- & Trocknerteile,Haushaltsgeräte > Waschmaschinen & Trockner > Waschmaschinen- & Trocknerteile,6406917,keep
6406702,Haustierbedarf,Haustierbedarf,6406702,keep
6406703,Haustierbedarf > Fische & Aquarien,Haustierbedarf > Fische & Aquarien,6406703,keep
6406918,Haustierbedarf > Hunde,Haustierbedarf > Hunde,6406918,keep
6406919,Haustierbedarf > Hunde > Hundeboxen & -käfige,Haustierbedarf > Hunde > Hundeboxen & -käfige,6406919,keep
6406920,Haustierbedarf > Katzen,Haustierbedarf > Katzen,6406920,keep
6406921,Haustierbedarf > Katzen > Kratzbäume & Möbel,Haustierbedarf > Katzen > Kratzbäume & Möbel,6406921,keep
6406922,Haustierbedarf > Katzen > Näpfe & Trinkbrunnen,Haustierbedarf > Katzen > Näpfe & Trinkbrunnen,6406922,keep
6406704,Haustierbedarf > Vogelkäfige & Volieren,Haustierbedarf > Vogelkäfige & Volieren,6406704,keep
6406705,Heimwerker,Heimwerker,6406705,keep
6406706,Heimwerker > Bad & Küche,Heimwerker > Bad & Küche,6406706,keep
6407271,Heimwerker > Bad & Küche > Armaturen,Heimwerker > Bad & Küche > Armaturen,6407271,keep
6407272,Heimwerker > Bad & Küche > Armaturen > Waschtischarmaturen,Heimwerker > Bad & Küche > Armaturen > Waschtischarmaturen,6407272,keep
6406923,Heimwerker > Bad & Küche > Bad,Heimwerker > Bad & Küche > Bad,6406923,keep
6407273,Heimwerker > Bad & Küche > Badaccessoires,Heimwerker > Bad & Küche > Badaccessoires,6407273,keep
6407274,Heimwerker > Bad & Küche > Badaccessoires > Handtuchhalter,Heimwerker > Bad & Küche > Badaccessoires > Handtuchhalter,6407274,keep
6407275,Heimwerker > Bad & Küche > Badarmaturen,Heimwerker > Bad & Küche > Badarmaturen,6407275,keep
6407276,Heimwerker > Bad & Küche > Badarmaturen > Waschtischarmaturen,Heimwerker > Bad & Küche > Badarmaturen > Waschtischarmaturen,6407276,keep
6406924,Heimwerker > Bad & Küche > Küche,Heimwerker > Bad & Küche > Küche,6406924,keep
6407277,Heimwerker > Bad & Küche > Küche > Küchenarmaturen,Heimwerker > Bad & Küche > Küche > Küchenarmaturen,6407277,keep
6406925,Heimwerker > Elektromaterial,Heimwerker > Elektromaterial,6406925,keep
6406926,"Heimwerker > Elektromaterial > Steckdosen, Schalter & Zubehör","Heimwerker > Elektromaterial > Steckdosen, Schalter & Zubehör",6406926,keep
6407522,"Heimwerker > Elektromaterial > Steckdosen, Schalter & Zubehör > Smart-Steckdosen, -Wandschalter & -Zwischenstecker","Heimwerker > Elektromaterial > Steckdosen, Schalter & Zubehör > Smart-Steckdosen, -Wandschalter & -Zwischenstecker",6407522,keep
6407523,"Heimwerker > Elektromaterial > Steckdosen, Schalter & Zubehör > Smart-Steckdosen, -Wandschalter & -Zwischenstecker > Smart-Wandschalter","Heimwerker > Elektromaterial > Steckdosen, Schalter & Zubehör > Smart-Steckdosen, -Wandschalter & -Zwischenstecker > Smart-Wandschalter",6407523,keep
6407278,Heimwerker > Erneuerbare Energie,Heimwerker > Erneuerbare Energie,6407278,keep
6407279,Heimwerker > Erneuerbare Energie > Solarenergie,Heimwerker > Erneuerbare Energie > Solarenergie,6407279,keep
6407280,Heimwerker > Erneuerbare Energie > Solarenergie > Solarmodule,Heimwerker > Erneuerbare Energie > Solarenergie > Solarmodule,6407280,keep
6406927,"Heimwerker > Farben, Lasuren & Lacke","Heimwerker > Farben, Lasuren & Lacke",6406927,keep
