sku,docId,lastSource,status,before_len,after_len,before_issues,after_issues,before,after,reason
SKU-2384085318,SKU-2384085318,ui,update,75,74,priority_a_missing_in_title|priority_a_not_in_first_60,,Seltmann Weiden Kaffeeservice Lido Solid Black 18-teilig für 6 Personen Neu,Seltmann Weiden Kaffeeservice Lido Solid Black (10006 Erwachsene Porzellan,
SKU-2384804976,SKU-2384804976,title-normalize,update,76,66,order_producttype_after_model,,"New Balance 9060 Damen Sneaker Rosa/Creme/Beige NEU GC9060BE Wildleder, Mesh",New Balance Sneaker 9060 Damen Wildleder Mesh Rosa/Creme/Beige NEU,
SKU-2388529978,SKU-2388529978,title-normalize,update,76,40,brand_missing|priority_a_missing_in_title|priority_a_not_in_first_60,brand_missing,"Laser-Tonerkartusche Cyan Ersatz für Brother TN-423C Kompatibel mit DCP, HL,",Unbekannt Toner-Kartusche B423K Cyan NEU,
SKU-2391228513,SKU-2391228513,bulk-table,update,80,58,priority_a_missing_in_title|priority_a_not_in_first_60,priority_a_missing_in_title|priority_a_not_in_first_60,adidas Handball Spezial W Damen Sneaker Hellgrau / Hellblau Retro NEU OVP Gr. 38,adidas Sportschuh Handball Damen Gr. 38 Wildleder Grau NEU,
SKU-2417212434,SKU-2417212434,unknown,update,71,64,priority_a_missing_in_title|priority_a_not_in_first_60,,McDavid Kniebandage 421 für Sport & Reha – Gezielte Unterstützung Gr. S,McDavid Kniebandage MD421-01-33 Unisex Gr. S Neopren Schwarz NEU,
SKU-2561166298,SKU-2561166298,job-improve,update,72,52,priority_a_not_in_first_60,,Hodalump Geldbörse Herren RFID Echtleder Vintage Braun Modell 1094-H NEU,Hodalump Geldbörse 1094-H Herren Echtleder Braun NEU,
SKU-2566552410,SKU-2566552410,unknown,update,70,66,priority_a_missing_in_title|priority_a_not_in_first_60,,Wera Bit-Satz 61-tlg. Torx für präzise Schraubarbeiten & Langlebigkeit,Wera Bit-Satz 05057909001 Stahl gehärtet Schwarz mit Wera-Logo NEU,
SKU-2609353370,SKU-2609353370,barcode-rollback,update,70,53,model_or_mpn_missing,model_or_mpn_missing,PROGARDEN Pflege Anthrazit Polypropylen (PP) NEU Gr. 110 cm Gartenbank,PROGARDEN Pflege 110cm Polypropylen (PP Anthrazit NEU,
SKU-2621538468,SKU-2621538468,job-improve,update,76,67,priority_a_missing_in_title|priority_a_not_in_first_60,,Brandson Tischventilator 30cm Schwarz Metall Neigbar 3 Geschwindigkeiten Neu,Brandson Tischventilator SKU-2621538468 30cm 48W Metall Schwarz NEU,
SKU-2633108165,SKU-2633108165,category-review-csv,update,78,40,priority_a_missing_in_title|priority_a_not_in_first_60,,WALSER Hagelschutzplane Perma Protect S | Ultimativer Schutz vor Hagel & Ästen,WALSER Hagelschutzplane 30973 Silber NEU,
SKU-2636479706,SKU-2636479706,category-review-csv,update,78,73,priority_a_missing_in_title|priority_a_not_in_first_60,priority_a_not_in_first_60,VIDEX Garden Winterschutzhaus PALM-PROTECT: Optimaler Frostschutz für Pflanzen,VIDEX Garden Winterschutz Frost-Schutzhaus PALM-PROTECT classic 100cm NEU,
SKU-2638568297,SKU-2638568297,unknown,update,73,53,priority_a_missing_in_title|priority_a_not_in_first_60,,Altra Escalante 4 Herren Laufschuh – Dynamik & Komfort für schnelle Läufe,Altra Laufschuh 85010130 Herren Mesh Schwarz/Weiß NEU,
SKU-2638580995,SKU-2638580995,title-normalize,update,77,50,priority_a_not_in_first_60,,Bellabino Kinderregal Towy Mobil: Fördert spielerisch Ordnung & BB-0046-03-01,Bellabino Regal BB-0046-03-01 Kinder Holz Weiß NEU,
SKU-2789683373,SKU-2789683373,category-review-csv,update,72,73,priority_a_missing_in_title|priority_a_not_in_first_60,,"Brandson Standventilator: Leise Kühlung, Höhenverstellbar & Oszillierend",Brandson Standventilator WDP 301480 42cm 50 Kunststoff Metall Schwarz NEU,
SKU-2804135383,SKU-2804135383,category-review-csv,update,71,49,model_or_mpn_missing,model_or_mpn_missing,ERZEKRIM Ferritkern Entstörfilter Set Schwarz Ferrit NEU 40tlg. RFI/EMI,ERZEKRIM Ferritkern Entstörfilter Set Schwarz NEU,
SKU-2841208491,SKU-2841208491,category-review-csv,update,78,69,duplicate_word,,Olivia Huth: Hilfst du mir? Dann teilen wir! Freundschaft & Teilen ab 3 Jahren,Olivia Huth Hilfst du mir? Dann teilen wir 2020 Gebundene Ausgabe NEU,
SKU-2965430996,SKU-2965430996,barcode-rollback,update,80,44,priority_a_missing_in_title|priority_a_not_in_first_60,,Beliani Beistelltisch CAORIA: Eleganter Terrazzo-Blickfang für Innen & Außen NEU,Beliani Beistelltisch 407569 40cm Erwachsene,
SKU-3046032177,SKU-3046032177,unknown,update,71,46,priority_a_missing_in_title|priority_a_not_in_first_60,,Tineco Akku-Hartbodenreiniger Floor One S5: Saugt & Wischt gleichzeitig,Tineco Niger FW103400EU 220W 21.6V Schwarz NEU,
SKU-3086033338,SKU-3086033338,title-normalize,update,72,46,duplicate_word,,JURID Bremsbelagsatz 573602J 114.6 mm Vorne NEU Gr. 114.6 mm BMW 1er 3er,JURID Bremsbelagsatz 573602J Vorne 114.6mm NEU,
SKU-3095199472,SKU-3095199472,title-normalize,update,75,66,priority_a_not_in_first_60|order_brand_after_producttype,,GO GOLF MAX-FAIRWAY 3 Sneaker Grau/Pink NEU Golfschuhe 123029/GYPK Skechers,Skechers Golfschuhe 123029/GYPK Damen Mesh Synthetik Grau/Pink NEU,
SKU-3132130051,SKU-3132130051,job-improve,update,74,58,priority_a_not_in_first_60,,Skechers Street UNO - Stand on Air Herren Sneaker Weiß Gr. 41 EU NEU 12430,Skechers Sneaker 12430 Herren Gr. 41 EU Synthetik Weiß NEU,
SKU-3149269291,SKU-3149269291,category-review-csv,update,78,75,duplicate_word,,Nidec Sankyo Motorisierter Kartenleser 445-0765157A für Nidec Sankyo Präzision,Nidec Sankyo Motorisierter Kartenleser 445-0765157A Silber Grün Transparent,
SKU-3190070125,SKU-3190070125,title-normalize,update,77,58,duplicate_word,,GREELUE Aufbewahrungskorb SNK3T-WH SNK3T-WH Weiß PP NEU Gr. 34.5 cm Stapelbar,GREELUE Aufbewahrungskorb SNK3T-WH 12cm PP 34.5cm Weiß NEU,
SKU-3210037840,SKU-3210037840,job-improve,update,74,72,priority_a_missing_in_title|priority_a_not_in_first_60,,Beautex Jersey Spannbettlaken Dunkelbraun 90x200cm für Boxspringbetten NEU,Beautex Spannbettlaken XO01W68K0B Erwachsene Gr. 90x200cm 100% Baumwolle,
SKU-3226209432,SKU-3226209432,unknown,update,73,49,priority_a_missing_in_title|priority_a_not_in_first_60,,"WOLTU Standregal Weiß – Kompakt, vielseitig & platzsparend für jeden Raum",WOLTU Standregal RGB46ws nicht angegeben Weiß NEU,
SKU-3368481451,SKU-3368481451,bulk-table,update,79,57,priority_a_missing_in_title|priority_a_not_in_first_60,,Puma Clyde Palais Artisan Unisex Sneaker Chocotart-Frosted Ivory NEU OVP Gr. 38,PUMA Damenschuhe 40224901 Unisex Gr. 38.5 Leder Braun NEU,
SKU-3475457190,SKU-3475457190,ui,update,73,67,priority_a_missing_in_title|priority_a_not_in_first_60,,Upgrade4cars X2 Sitzauflagen Universal – Optimaler Schutz für Vordersitze,Upgrade4cars Sitzauflage X2 Universal Polyester (Oxford Schwarz NEU,
SKU-3566484007,SKU-3566484007,title-normalize,update,71,44,model_or_mpn_missing,model_or_mpn_missing,Steambow Bodkinpfeile AR-Serie: 6er Set für höchste Präzision & Schwarz,Steambow Pfeile Erwachsene Stahl Schwarz NEU,
SKU-3588671475,SKU-3588671475,category-review-csv,update,74,72,priority_a_missing_in_title|priority_a_not_in_first_60,,Topeak Ratchet Rocket Essential Fahrradwerkzeugset für präzise Reparaturen,Topeak Ratschen-Werkzeug Multi-Tool (Ratchet TT2628 Stahl Textil Schwarz,
SKU-3622017850,SKU-3622017850,unknown,update,70,43,order_producttype_after_model,,Mackie HM-4 Kopfhörerverstärker für professionelles 4-Kanal Monitoring,Mackie Kopfhörerverstärker HM-4 Schwarz NEU,
SKU-3734657776,SKU-3734657776,unknown,update,78,53,priority_a_missing_in_title|priority_a_not_in_first_60,,Hansgrohe Waschtischarmatur Vernis Blend 100 Chrom – Spart Wasser mit EcoSmart,Hansgrohe Waschtischarmatur 71551000 Metall Chrom NEU,
SKU-3783198734,SKU-3783198734,job-improve,update,78,41,priority_a_missing_in_title|priority_a_not_in_first_60,,HOLMENKOL Oxydstein Oxyd MINI Belagsreiniger für Ski Snowboard Beläge Rosa NEU,HOLMENKOL Oxydstein 20561 Unisex Rosa NEU,
SKU-3992211748,SKU-3992211748,bulk-table,update,70,65,priority_a_missing_in_title|priority_a_not_in_first_60,,"Nike Defy All Day Damen Sneaker Weiß, Schwarz, Rot Gr. 39 (DJ1196-101)",Nike Handschuhe Fäustlinge DJ1196-101 Damen Gr. 39 Leder Weiß NEU,
SKU-4008377248,SKU-4008377248,title-normalize,update,73,29,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,order_producttype_after_model,Divasya Yoga Yoga & Pilates Pink NEU Yogamatte Profi-Grip sichere stabile,Divasya Yoga Pilates Pink NEU,
SKU-4069701323,SKU-4069701323,job-improve,update,78,58,priority_a_missing_in_title|priority_a_not_in_first_60,,Jolly Superstars Duo Fasermaler Set Mehrfarbig Doppelfasermaler Ab 3 Jahre NEU,Jolly Fasermaler 44250002 Kinder Erwachsene Mehrfarbig NEU,
SKU-4118229261,SKU-4118229261,job-improve,update,74,60,priority_a_missing_in_title|priority_a_not_in_first_60,,ROCKBROS Minipumpe Aluminium Schwarz für Mountainbike Rennrad Citybike NEU,ROCKBROS Minipumpe 806-TEAM-B Aluminiumlegierung Schwarz NEU,
SKU-4204090012,SKU-4204090012,unknown,update,79,72,order_producttype_after_model,order_producttype_after_model,Villa Grinario Jersey-Spannbettuch 100x200 cm Blau – Bügelfrei & Hautfreundlich,Villa Grinario Jersey-Spannbettuch ca. 90–100x200cm Erwachsene 100x200cm,
SKU-4212491486,SKU-4212491486,title-normalize,update,76,71,brand_missing,brand_missing,Unbekannt Handpan SKU-4212491486 Schwarz matt Lackierter Stahl NEU Gr. 58 cm,Unbekannt Handpan SKU-4212491486 58cm Lackierter Stahl Schwarz matt NEU,
SKU-4304000683,SKU-4304000683,category-review-csv,update,76,29,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,LEONARDO Geschirr & Besteck NEU SWING Trinkgläser Set Bunt Spülmaschinenfest,LEONARDO Gläser Glaswaren NEU,
SKU-4358173575,SKU-4358173575,category-review-csv,update,79,60,priority_a_missing_in_title|priority_a_not_in_first_60,,SEEK DISCOMFORT SPARK Kartenspiel – Komfortzone erweitern & Beziehungen stärken,SEEK DISCOMFORT Kartenspiel 196852765508 Erwachsene Blau NEU,
SKU-4391085581,SKU-4391085581,title-normalize,update,73,72,priority_a_missing_in_title|priority_a_not_in_first_60,,Lacoste T-Clip Set 224 2 SMA Herren Sneaker Weiß (White/White) Gr. 10 NEU,Lacoste Sneaker SKU-4391085581 Herren Gr. 10 Leder Weiß (White/White NEU,
SKU-4433223955,SKU-4433223955,title-normalize,update,77,46,model_or_mpn_missing,model_or_mpn_missing,Yogamatte The Big Mat Blau/Grau marmoriert NEU Rutschfest Lululemon Maximaler,Yogamatte The Big Mat Blau/Grau marmoriert NEU,
SKU-4434702791,SKU-4434702791,category-review-csv,update,78,55,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,"Lexar Computer, Tablets & Netzwerk LD4AS008G-B3200ASST LD4AS008G-B3200ASST NEU",Lexar Arbeitsspeicher (RAM LD4AS008G-B3200ASST 1.2V NEU,
SKU-4541378818,SKU-4541378818,category-review-csv,update,77,52,priority_a_not_in_first_60|duplicate_word,,Longking Selbstklebefliesen für Küche & Bad – Schnelle & stilvolle LKA003WGuk,Longking Selbstklebefliesen LKA003WGuk 30cm Weiß NEU,
SKU-4561934561,SKU-4561934561,category-review-csv,update,70,33,priority_a_missing_in_title|priority_a_not_in_first_60,,GLOCK Pistolenkoffer: Robuster Hartschalenkoffer mit Schaumstoffschutz,GLOCK Waffenkoffer SKU-4561934561,
SKU-4660262942,SKU-4660262942,title-normalize,update,79,65,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,NY 90 Sneaker Core Black/Carbon (Schwarz) NEU JI1897 Leder Sport Neu mit Karton,Adidas Sneaker JI1897 Herren Leder Core Black/Carbon (Schwarz NEU,
SKU-4679981655,SKU-4679981655,title-normalize,update,71,20,model_or_mpn_missing,model_or_mpn_missing,Jolly Bleistifte NEU Graphit Kinderfest Robust Sicher Büro Schreibwaren,Jolly Bleistifte NEU,
SKU-4802639881,SKU-4802639881,job-improve,update,73,60,priority_a_missing_in_title|priority_a_not_in_first_60,,FITGRIFF Krafttraining Gewichthebergürtel Classic Leder Gr. L Schwarz Neu,FITGRIFF Gewichthebergürtel FG030S4L Gr. L Leder Schwarz NEU,
SKU-4820097368,SKU-4820097368,category-review-csv,update,76,75,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,model_or_mpn_missing,"TAN.TOMI Rolltop Rucksack – Flexibel, wasserabweisend & Laptopfach – Daypack",TAN.TOMI Rolltop-Rucksack Daypack ca. 16–20 Liter (Rolltop variabel Schwarz,
SKU-4846525236,SKU-4846525236,title-normalize,update,80,37,priority_a_not_in_first_60|order_producttype_after_model,,QinnFSIYANG E-Scooter F6 – Faltbar für agile und umweltfreundliche Elektroroller,QinnFSIYANG Elektroroller F6 Pink NEU,
SKU-4919757592,SKU-4919757592,barcode-rollback,update,77,53,model_or_mpn_missing|duplicate_word,model_or_mpn_missing,Flanellhemd Hemd Herren Blau Gr. L 100% Baumwolle NEU Neu mit Etikett Fashion,Flanellhemd Hemd Herren Gr. L 100% Baumwolle Blau NEU,
SKU-4930006198,SKU-4930006198,ui,update,74,46,priority_a_missing_in_title|priority_a_not_in_first_60,,tillvex Poolschlauch 38mm für klares Poolwasser und effiziente Zirkulation,tillvex Poolschlauch TVPS-006 8m 38mm Blau NEU,
SKU-4990478200,SKU-4990478200,category-review-csv,update,71,24,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,"BBQ-Toro Gusseisen Wok Ø35,5cm für authentische & krosse Bratergebnisse",BBQ-Toro Woks 35.5cm NEU,
SKU-4996518676,SKU-4996518676,ui,update,77,71,priority_a_missing_in_title|priority_a_not_in_first_60,,Topeak DynaWedge L Satteltasche für Fahrrad wetterfest aerodynamisch 0.6L NEU,Topeak Satteltasche BAG29601 0.6L Unisex 210D 420D Nylon PU-beschichtet,
SKU-5017039989,SKU-5017039989,ui,update,80,65,priority_a_not_in_first_60,,Mountain Guide Cuando Herren Sneaker Dunkelblau NEU Outdoor-Schuh SKU-5017039989,Mountain Guide Outdoor-Schuh SKU-5017039989 Herren Mesh/Synthetik,
SKU-5032047149,SKU-5032047149,ui,update,70,73,priority_a_missing_in_title|priority_a_not_in_first_60,,Goldhof Logistik Hochschrank ESITuro Bad weiß 92x37cm 4 Schubladen Neu,Goldhof Logistik GmbH Hochschrank SBP0020 37cm Holzwerkstoff 92x37cm Weiß,
SKU-5037405516,SKU-5037405516,job-improve,update,77,62,priority_a_missing_in_title|priority_a_not_in_first_60,,LOBERON Kräuterschere Edelstahl Küchenschere Gartenschere für frische Kräuter,LOBERON Kräuterschere 23085 Edelstahl Eisen Schwarz Silber NEU,
SKU-5091393302,SKU-5091393302,title-normalize,update,79,57,brand_missing|priority_a_missing_in_title|priority_a_not_in_first_60,brand_missing,"Laser-Tonerkartusche Schwarz Ersatz für Brother TN-423K Kompatibel mit DCP, HL,",Unbekannt Laser-Tonerkartusche B423K Standard Schwarz NEU,
SKU-5320447988,SKU-5320447988,job-improve,update,74,71,model_or_mpn_missing,model_or_mpn_missing,"Jolly Pinselset Mehrfarbig, Neon Synthetik, Kunststoff NEU Schulpinsel-Set",Jolly Pinselset Kinder Schüler Synthetik Kunststoff Mehrfarbig Neon NEU,
SKU-5403685857,SKU-5403685857,category-review-csv,update,73,72,priority_a_missing_in_title|priority_a_not_in_first_60,,"Brennenstuhl Steckdosenleiste 8-fach, 5m Kabel, Schalter, Made in Germany",Brennenstuhl Steckdosenleiste 195158 0 101 230 Kunststoff 5m Schwarz NEU,
SKU-5633394973,SKU-5633394973,unknown,update,75,71,priority_a_missing_in_title|priority_a_not_in_first_60,priority_a_not_in_first_60,"Classic Flyer Hörnerschlitten Davos 110cm – TÜV-geprüft, sicher & langlebig",Classic Flyer Hörnerschlitten Davos ohne Lehne SKU-5633394973 110cm NEU,
SKU-5638382329,SKU-5638382329,title-normalize,update,73,60,duplicate_word,,Angela Merkel – Freiheit: Erinnerungen 1954 – 2021 Hardcover NEU Sachbuch,Angela Merkel Freiheit: Erinnerungen 1954 2021 Hardcover NEU,
SKU-5658638116,SKU-5658638116,unknown,update,80,20,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,Jolly Superstars One Fasermaler 12 Farben auswaschbar für Kinder Made in Austria,Jolly Filzstifte NEU,
SKU-5687802687,SKU-5687802687,unknown,update,72,72,priority_a_missing_in_title|priority_a_not_in_first_60,,Homerella UNIFLOW Badewanneneinlage für sicheren Halt & schnellen Ablauf,Homerella Badewanneneinlage SKU-5687802687 88cm Gr. 88x39cm PVC Weiß NEU,
SKU-5701110636,SKU-5701110636,unknown,update,79,70,priority_a_missing_in_title|priority_a_not_in_first_60,,Siemens Entkalkungstabletten 2in1 für EQ Kaffeevollautomaten – Optimaler Schutz,Siemens Kaffeevollautomaten TZ80002A BSH Hausgeräte GmbH Blau/Weiß NEU,
SKU-5722168408,SKU-5722168408,ui,update,71,75,priority_a_missing_in_title|priority_a_not_in_first_60,,PUMA Road Rider SD Unisex Retro Sport Sneaker Blau Weiß Gelb Gr. 38 Neu,PUMA Sneaker SKU-5722168408 UnisexErwachsene Gr. 6 Mesh Wildleder Synthetik,
SKU-5740515403,SKU-5740515403,job-improve,update,78,73,priority_a_not_in_first_60|priority_a_missing_in_title,,Altra Escalante Racer 2 Erwachsene Sneaker Gray/Blue (Grau/Blau) NEU Laufschuh,Altra Laufschuh AL0A7R7G000-130 Erwachsene Textil Synthetik Grau/Blau NEU,
SKU-5740939127,SKU-5740939127,category-review-csv,update,76,48,priority_a_missing_in_title|priority_a_not_in_first_60,,Leonardo Schalen-Set 5-tlg. Glas – Spülmaschinenfest & vielseitig einsetzbar,Leonardo Schalen-Set 066652 Glas Transparent NEU,
SKU-5780092798,SKU-5780092798,job-improve,update,74,60,duplicate_word,,SW-Stahl Ring-Maulschlüssel 00828L Silber Stahllegierung NEU SW-Stahl GmbH,SW-Stahl Ring-Maulschlüssel 00828L Stahllegierung Silber NEU,
SKU-5795572847,SKU-5795572847,title-normalize,update,72,28,model_or_mpn_missing,model_or_mpn_missing,ADVENTURE Strandmuscheln NEU Pop-Up 50+ Schutz Blitzaufbau Sport Camping,ADVENTURE Strandmuscheln NEU,
SKU-5799111421,SKU-5799111421,category-review-csv,update,72,75,duplicate_word,,Philips LED High Bay Hallenleuchte LV70007 LV70007 Schwarz Aluminium NEU,Philips LED High Bay Hallenleuchte LV70007 266x167mm 200W Aluminium Schwarz,
SKU-5842899450,SKU-5842899450,job-improve,update,79,67,priority_a_missing_in_title|priority_a_not_in_first_60,,Stahlia Schubladenschiene Vollauszug Teleskopschiene verzinkt Seitenmontage NEU,Stahlia Schubladenschiene SKU-5842899450 Stahl (verzinkt Silber NEU,
SKU-5943400007,SKU-5943400007,ui,update,74,75,priority_a_missing_in_title|priority_a_not_in_first_60,,Cretacolor Artist Studio Farbstifte Set 250tlg Mehrfarbig für Künstler NEU,Cretacolor Farbstifte VK280990T Künstler Schüler Hobbyisten Holz Mehrfarbig,
SKU-6099130668,SKU-6099130668,ui,update,75,36,duplicate_word,,Canon Tonerkartusche 718 718 Schwarz NEU i-SENSYS Farblaserdrucker Original,Canon Tonerkartusche 718 Schwarz NEU,
SKU-6148008788,SKU-6148008788,barcode-rollback,update,76,39,order_producttype_after_model|duplicate_word,order_producttype_after_model,TPE YOGA Yogamatten Grün TPE NEU Gr. 61 cm Rutschfest Gelenkschonend Pilates,TPE YOGA Yogamatten 183cm 61cm Grün NEU,
SKU-6307001376,SKU-6307001376,job-improve,update,80,74,order_producttype_after_model,,Tommy Hilfiger Essential Runner Metallics Damen Sneaker Ancient White Gr. 40 Neu,Tommy Hilfiger Sneaker Essential Runner Metallics Damen Gr. 40 Lederimitat,
SKU-6427883146,SKU-6427883146,category-review-csv,update,73,74,model_or_mpn_missing,model_or_mpn_missing,"NEXTCOVER Faltschloss Schwarz Gehärteter Stahl, Kunststoffummantelung NEU",NEXTCOVER Faltschloss 100cm Gehärteter Stahl Kunststoffummantelung Schwarz,
SKU-6537574821,SKU-6537574821,job-improve,update,72,56,duplicate_word,,VCM Aufsatzwaschbecken 913794 913794 Weiß Keramik NEU Gr. 22 cm 41x22x10,VCM Aufsatzwaschbecken 913794 41cm Keramik 22cm Weiß NEU,
SKU-6558668236,SKU-6558668236,job-improve,update,75,58,priority_a_missing_in_title|priority_a_not_in_first_60,,Blumtal Doppelrollo Klemmfix Lila 85x155 cm Blickdicht Lichtregulierung Neu,Blumtal Doppelrollo SKU-6558668236 100% Polyester Lila NEU,
SKU-6586579725,SKU-6586579725,job-improve,update,72,65,priority_a_missing_in_title|priority_a_not_in_first_60,,CENTA-STAR Royal Branice Bettdecke Ganzjährig Atmungsaktiv 135x200cm Neu,CENTA-STAR Bettdecke 2450 200cm Erwachsene Gr. 135x200cm Weiß NEU,
SKU-6673544963,SKU-6673544963,bulk-table,update,80,55,order_producttype_after_model,,Puma Court Classico Damen Sneaker für Komfort - Weiß / Navy Leder NEU OVP Gr. 38,PUMA Sneaker Court Classico Damen Gr. 38 Leder Weiß NEU,
SKU-6830410442,SKU-6830410442,category-review-csv,update,76,47,model_or_mpn_missing,model_or_mpn_missing,"FIREFIX Ofenrohr DN 180, 1000mm, Senotherm Schwarz für sichere Abführung NEU",FIREFIX Ofenrohr 180mm Stahl 1000mm Schwarz NEU,
SKU-6965414859,SKU-6965414859,ui,update,75,72,priority_a_missing_in_title|priority_a_not_in_first_60,,Jolly Tempera Malfarben Set 14 Farben Gold Silber für Kinder ab 3 Jahre NEU,Jolly Tempera-Malfarben-Set 10113 Kinder Schule Hobbykünstler Mehrfarbig,
SKU-7049665224,SKU-7049665224,unknown,update,71,52,priority_a_missing_in_title|priority_a_not_in_first_60|order_producttype_after_model,,H&M Damen Strickjacke: Eleganter Zopfmuster Cardigan für Stil & Komfort,H M Strickjacke Damen Gr.xL Materialmix Hellblau NEU,
SKU-7151143475,SKU-7151143475,ui,update,78,74,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,Birkenstock Arizona Pantoletten Herren Sapphire-Blau Schwarz Gr. 48 NEU Herren,Birkenstock Pantoletten SKU-7151143475 Herren Birko-Flor Sapphire-Blau NEU,
SKU-7209250640,SKU-7209250640,job-improve,update,73,62,priority_a_missing_in_title|priority_a_not_in_first_60,,Tatonka Kettle Outdoor Kochtopf 4.0L Edelstahl mit Deckel Klappgriffe NEU,Tatonka Campingtopf Kettle 4.0 Liter Edelstahl 4.0L Silber NEU,
SKU-7234186083,SKU-7234186083,ui,update,70,62,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,ASICS ASICS EX89 Unisex Erwachsene Sneaker Cremeweiß/Weiß Gr. 41.5 NEU,ASICS Sneaker 1200A481-100 UnisexErwachsene Gr. 41.5 Wildleder,
SKU-7237772440,SKU-7237772440,unknown,update,77,34,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,Topeak Standpumpe JoeBlow Urban EX für Urban & E-Bikes – Präziser Reifendruck,Topeak Fahrradzubehör TJB-UET1 NEU,
SKU-7245071607,SKU-7245071607,job-improve,update,78,50,priority_a_missing_in_title|priority_a_not_in_first_60,,DIGITAL REVOLUTION Tintenpatrone LC422 Gelb kompatibel für Brother MFC-Drucker,DIGITAL REVOLUTION Tintenpatrone DZ108154 Gelb NEU,
SKU-7290912165,SKU-7290912165,ui,update,76,72,order_producttype_after_model,,Marco Tozzi 2-22451-43 Damen Pumps Nude Gr. 37 Velours-Optik Blockabsatz Neu,Marco Tozzi Pumps 2-22451-43 Damen Gr. 37 Synthetik (veloursähnlich Nude,
SKU-7350795017,SKU-7350795017,job-improve,update,79,46,priority_a_missing_in_title|priority_a_not_in_first_60,,Primewire Koaxial Antennenkabel 15m gewinkelt für TV Receiver Radio Schwarz Neu,Primewire Antennenkabel 302867 15m Schwarz NEU,
SKU-7499091535,SKU-7499091535,unknown,update,70,69,priority_a_missing_in_title|priority_a_not_in_first_60,,Ninja Plancha-Grillplatte XL: Schonendes Garen für perfekte Ergebnisse,Ninja Plancha-Grillplatte XL XSKOGXLFPLTEU nicht angegeben Metall NEU,
SKU-7543211550,SKU-7543211550,unknown,update,75,66,priority_a_missing_in_title|priority_a_not_in_first_60,,"CMP Kinder Schneestiefel Rae WP – Warm, trocken und sicher durch den Winter",CMP Stiefel 39Q4964 Kinder Textil Leder Synthetik Schwarz/Blau NEU,
SKU-7627745924,SKU-7627745924,title-normalize,update,77,43,model_or_mpn_missing,model_or_mpn_missing,"NEOLYMP Yogamatten Lime (Neongrün) Biologisch abbaubar, PVC-, Latex-, Gummi-,",NEOLYMP Yogamatten 183cm Lime (Neongrün NEU,
SKU-7680238839,SKU-7680238839,ui,update,76,66,priority_a_not_in_first_60,,Polo Ralph Lauren Theron V Unisex Kinder Sneaker Weiß NEU RF104105 Synthetik,Polo Ralph Lauren Sneaker RF104105 UnisexKinder Synthetik Weiß NEU,
SKU-7721659409,SKU-7721659409,unknown,update,72,65,priority_a_missing_in_title|priority_a_not_in_first_60,,db-tronic Raspberry Pi 5 Starter-Set 8GB RAM für anspruchsvolle Projekte,db-tronic Einplatinen-Computer Starter-Set SKU-7721659409 8GB NEU,
SKU-7800997883,SKU-7800997883,title-normalize,update,75,44,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,model_or_mpn_missing,Tamaris Slingpumps Damen – Zeitloser Komfort für jeden Anlass Damen Sneaker,Tamaris Damenschuhe Damen Gr. 41 Schwarz NEU,
SKU-7892887285,SKU-7892887285,job-improve,update,79,55,priority_a_missing_in_title|priority_a_not_in_first_60,,Canon 057H Tonerkartusche für i-SENSYS LBP220 MF440 Serie Schwarz High Capacity,Canon Tonerkartusche 3010C004 High Capacity Schwarz NEU,
SKU-7926913408,SKU-7926913408,job-improve,update,77,74,priority_a_missing_in_title|priority_a_not_in_first_60,,TOPTREK Fahrradabdeckung wasserdicht 210D Oxford für Fahrrad 200x110x70cm NEU,TOPTREK Fahrradabdeckung 846236311 200x110x70cm 210D Oxford-Gewebe Schwarz,
SKU-7948301538,SKU-7948301538,title-normalize,update,79,45,brand_missing|priority_a_missing_in_title|priority_a_not_in_first_60,brand_missing,"Laser-Tonerkartusche Magenta Ersatz für Brother TN-423M Kompatibel mit DCP, HL,",Unbekannt Tonerpatrone B423M 423M Schwarz NEU,
SKU-7998641824,SKU-7998641824,barcode-rollback,update,71,26,model_or_mpn_missing,model_or_mpn_missing,Rohema Drumsticks Premium Holz NEU Präzision Langlebigkeit Antiquitäten,Rohema Drumsticks Holz NEU,
SKU-8035511646,SKU-8035511646,ui,update,80,68,order_producttype_after_model,order_producttype_after_model,Brevillier's CRETACOLOR Pastellkreiden Set 12 Brauntöne Hart Wasservermalbar Neu,Brevillier's CRETACOLOR Pastellkreide Künstler Hobbyzeichner Schüler,
