sku,productId,qty,bin,eligible,baselinker_linked,last_saved_source,title
SKU-4391085581,SKU-4391085581,0,,no,yes,title-normalize-v2,Lacoste Sneaker SKU-4391085581 Herren Gr. 10 Leder Weiß (White/White NEU
SKU-4433223955,SKU-4433223955,0,,no,yes,title-normalize-v2,Yogamatte The Big Mat Blau/Grau marmoriert NEU
SKU-4434702791,SKU-4434702791,1,XSGA0103B,yes,yes,title-normalize-v2,Lexar Arbeitsspeicher (RAM LD4AS008G-B3200ASST 1.2V NEU
SKU-4488972962,SKU-4488972962,1,XGA0201E,yes,yes,ui,"Gusskönig Dutch Oven Set Gusseisen 4,5L für Outdoor Camping & Grillen NEU"
SKU-4541378818,SKU-4541378818,2,XGA0103C,yes,yes,title-normalize-v2,Longking Selbstklebefliesen LKA003WGuk 30cm Weiß NEU
SKU-4541440236,SKU-4541440236,0,,no,yes,title-normalize,"LEQISMART E-Scooter A11 für ShenZhen LEQI Intelligent Technology Co., Ltd. NEU"
SKU-4561934561,SKU-4561934561,0,,no,yes,title-normalize-v2,GLOCK Waffenkoffer SKU-4561934561
SKU-4607569519,SKU-4607569519,0,,no,yes,category-review-csv,SONAX Scheinwerfer AufbereitungsSet 04057410 NEU Klare Sicht Sicherheit
SKU-4660262942,SKU-4660262942,0,,no,yes,title-normalize-v2,Adidas Sneaker JI1897 Herren Leder Core Black/Carbon (Schwarz NEU
SKU-4679981655,SKU-4679981655,0,,no,yes,title-normalize-v2,Jolly Bleistifte NEU
SKU-4743695203,SKU-4743695203,1,XGA0303B,yes,yes,category-review-csv,molino Frieder Stöckle – Hannelore: Zauberhaftes Zirkusabenteuer Hardcover NEU
SKU-4802639881,SKU-4802639881,1,XGA0102B,yes,yes,title-normalize-v2,FITGRIFF Gewichthebergürtel FG030S4L Gr. L Leder Schwarz NEU
SKU-4820097368,SKU-4820097368,7,XGA0104D,yes,yes,title-normalize-v2,TAN.TOMI Rolltop-Rucksack Daypack ca. 16–20 Liter (Rolltop variabel Schwarz
SKU-4846525236,SKU-4846525236,1,XGA0101A,yes,yes,title-normalize-v2,QinnFSIYANG Elektroroller F6 Pink NEU
SKU-4919757592,SKU-4919757592,1,XSGA0103A,yes,yes,title-normalize-v2,Flanellhemd Hemd Herren Gr. L 100% Baumwolle Blau NEU
SKU-4930006198,SKU-4930006198,0,XGA0203B,no,yes,title-normalize-v2,tillvex Poolschlauch TVPS-006 8m 38mm Blau NEU
SKU-4949389854,SKU-4949389854,1,XSGA0103B,yes,yes,job-improve,"evoTrek Fahrradabschleppsystem Loop B0CVL5FR3S Schwarz Aluminium, Gummi, Nylon"
SKU-4990478200,SKU-4990478200,0,,no,yes,title-normalize-v2,BBQ-Toro Woks 35.5cm NEU
SKU-4996518676,SKU-4996518676,6,XGA0102C,yes,yes,title-normalize-v2,Topeak Satteltasche BAG29601 0.6L Unisex 210D 420D Nylon PU-beschichtet
SKU-5017039989,SKU-5017039989,1,XGA0302B,yes,yes,title-normalize-v2,Mountain Guide Outdoor-Schuh SKU-5017039989 Herren Mesh/Synthetik
SKU-5032047149,SKU-5032047149,1,XGA0204C,yes,yes,title-normalize-v2,Goldhof Logistik GmbH Hochschrank SBP0020 37cm Holzwerkstoff 92x37cm Weiß
SKU-5037405516,SKU-5037405516,1,XGA0102C,yes,yes,title-normalize-v2,LOBERON Kräuterschere 23085 Edelstahl Eisen Schwarz Silber NEU
SKU-5091393302,SKU-5091393302,1,XGA0101B,yes,yes,title-normalize-v2,Unbekannt Laser-Tonerkartusche B423K Standard Schwarz NEU
SKU-5127373339,SKU-5127373339,1,XGA0304B,yes,yes,job-improve,UnionSine Externe Festplatte DataPocket HD2510 500GB USB 3.0 Schwarz Neu
SKU-5320447988,SKU-5320447988,6,XGA0204D,yes,yes,title-normalize-v2,Jolly Pinselset Kinder Schüler Synthetik Kunststoff Mehrfarbig Neon NEU
SKU-5392843955,SKU-5392843955,2,XGA0204D,yes,yes,job-improve,Brevillier's CRETACOLOR Zeichenset Artino Drawing Set Mehrfarbig NEU 10-teilig
SKU-5403685857,SKU-5403685857,0,,no,yes,title-normalize-v2,Brennenstuhl Steckdosenleiste 195158 0 101 230 Kunststoff 5m Schwarz NEU
SKU-5427858806,SKU-5427858806,1,XGA0103B,yes,yes,job-improve,Shure USB Gaming Mikrofon MV6 010-03-675 Schwarz NEU Desktop Streaming
SKU-5462953053,SKU-5462953053,0,,no,yes,title-normalize,"IPOZON Stunt-Scooter passgenau für FOOT NEU Lila, Schwarz maximale Kontrolle"
SKU-5582443660,SKU-5582443660,1,XGA0303C,yes,yes,job-improve,Roberto Barnai – Biologika Organ Atlas Gesundheit Sachbuch Gebundene Ausgabe NEU
SKU-5598085433,SKU-5598085433,0,,no,yes,title-normalize,"Samsung Interne SSD 870 QVO MZ-77Q1T0BW Schwarz NEU Stoßfest, Energieeffizient"
SKU-5633394973,SKU-5633394973,0,,no,yes,title-normalize-v2,Classic Flyer Hörnerschlitten Davos ohne Lehne SKU-5633394973 110cm NEU
SKU-5638382329,SKU-5638382329,0,,no,yes,title-normalize-v2,Angela Merkel Freiheit: Erinnerungen 1954 2021 Hardcover NEU
SKU-5658638116,SKU-5658638116,6,XGA0204D,yes,yes,title-normalize-v2,Jolly Filzstifte NEU
SKU-5674295862,SKU-5674295862,1,XGA0103C,yes,yes,title-normalize,RHINOWALK Fahrradzubehör RF260 NEU Transporttasche Zoll Faltfahrrad Optimaler
SKU-5687802687,SKU-5687802687,25,XGA0102C,yes,yes,title-normalize-v2,Homerella Badewanneneinlage SKU-5687802687 88cm Gr. 88x39cm PVC Weiß NEU
SKU-5701110636,SKU-5701110636,0,,no,yes,title-normalize-v2,Siemens Kaffeevollautomaten TZ80002A BSH Hausgeräte GmbH Blau/Weiß NEU
SKU-5722168408,SKU-5722168408,1,XGA0302A,yes,yes,title-normalize-v2,PUMA Sneaker SKU-5722168408 UnisexErwachsene Gr. 6 Mesh Wildleder Synthetik
SKU-5729537867,SKU-5729537867,1,XGA0303B,yes,yes,category-review-csv,Astrid Lindgren – Oetinger Bilderbuch Papier Gebundene Ausgabe Deutsch
SKU-5740515403,SKU-5740515403,1,XGA0301B,yes,yes,title-normalize-v2,Altra Laufschuh AL0A7R7G000-130 Erwachsene Textil Synthetik Grau/Blau NEU
SKU-5740939127,SKU-5740939127,1,XGA0202C,yes,yes,title-normalize-v2,Leonardo Schalen-Set 066652 Glas Transparent NEU
SKU-5780092798,SKU-5780092798,1,XGA0102C,yes,yes,title-normalize-v2,SW-Stahl Ring-Maulschlüssel 00828L Stahllegierung Silber NEU
SKU-5795572847,SKU-5795572847,1,XGA0202B,yes,yes,title-normalize-v2,ADVENTURE Strandmuscheln NEU
SKU-5799111421,SKU-5799111421,3,XGA0201E,yes,yes,title-normalize-v2,Philips LED High Bay Hallenleuchte LV70007 266x167mm 200W Aluminium Schwarz
SKU-5814356347,SKU-5814356347,0,,no,yes,category-review-csv,Tefal Pfannenset Ingenio Emission Induction L8975P04 Silber Edelstahl NEU
SKU-5842899450,SKU-5842899450,1,XGA0102B,yes,yes,title-normalize-v2,Stahlia Schubladenschiene SKU-5842899450 Stahl (verzinkt Silber NEU
SKU-5869700759,SKU-5869700759,1,XGA0103B,yes,yes,job-improve,MSI Mainboard PRO B650M-P Schwarz NEU AMD AM5 DDR5 PCIe 4.0 Micro-ATX Computer
SKU-5943400007,SKU-5943400007,1,XGA0102B,yes,yes,title-normalize-v2,Cretacolor Farbstifte VK280990T Künstler Schüler Hobbyisten Holz Mehrfarbig
SKU-5946216503,SKU-5946216503,0,,no,yes,category-review-csv,reviMED TENS-Gerät Revi Tens für effektive Schmerzlinderung & Muskelstimulation
SKU-6099130668,SKU-6099130668,2,XGA0101B,yes,yes,title-normalize-v2,Canon Tonerkartusche 718 Schwarz NEU
SKU-6148008788,SKU-6148008788,1,XGA0202C,yes,yes,title-normalize-v2,TPE YOGA Yogamatten 183cm 61cm Grün NEU
SKU-6307001376,SKU-6307001376,1,XGA0301B,yes,yes,title-normalize-v2,Tommy Hilfiger Sneaker Essential Runner Metallics Damen Gr. 40 Lederimitat
SKU-6315915149,SKU-6315915149,17,XGA0303A,yes,yes,ui,Jolly Bleistifte Schul-Stifte HB 12er Set Rot bruchfest Schule Büro NEU
SKU-6346907299,SKU-6346907299,0,,no,yes,title-normalize,GoveeLife Smart Thermo-Hygrometer H5100 NEU Weiß Kunststoff präzises Raumklima
SKU-6369067650,SKU-6369067650,0,,no,yes,job-improve,"Philips OneBlade 360 Ersatzklingen QP430/50, 3 Stück für präzise Rasur, NEU"
SKU-6427883146,SKU-6427883146,0,,no,yes,title-normalize-v2,NEXTCOVER Faltschloss 100cm Gehärteter Stahl Kunststoffummantelung Schwarz
SKU-6537574821,SKU-6537574821,1,XGA0204B,yes,yes,title-normalize-v2,VCM Aufsatzwaschbecken 913794 41cm Keramik 22cm Weiß NEU
SKU-6544112261,SKU-6544112261,0,,no,yes,,Ninja Heißluftfritteuse AF451EU: Dual Zone für 2 Gerichte gleichzeitig
SKU-6558668236,SKU-6558668236,2,XGA0202D,yes,yes,title-normalize-v2,Blumtal Doppelrollo SKU-6558668236 100% Polyester Lila NEU
SKU-6586579725,SKU-6586579725,4,XGA0302A,yes,yes,title-normalize-v2,CENTA-STAR Bettdecke 2450 200cm Erwachsene Gr. 135x200cm Weiß NEU
SKU-6603765179,SKU-6603765179,0,,no,yes,title-normalize,Terry Fahrradzubehör 423 900 20 NEU Sattel Regenschutz Wasserdichter trockene
SKU-6614383452,SKU-6614383452,0,,no,yes,barcode-rollback,Leonardo Karaffe Swing Transparent Glas NEU Gr. ca. 21 cm 1.2L Eleganz
SKU-6673544963,SKU-6673544963,0,XGA0302A,no,yes,title-normalize-v2,PUMA Sneaker Court Classico Damen Gr. 38 Leder Weiß NEU
SKU-6830410442,SKU-6830410442,0,XGA0102D,no,yes,title-normalize-v2,FIREFIX Ofenrohr 180mm Stahl 1000mm Schwarz NEU
SKU-6847456474,SKU-6847456474,0,,no,yes,title-normalize,WOLTU Sitzmöbel SH69gr NEU Sitzhocker Stauraum faltbar bequem gepolstert
SKU-6965414859,SKU-6965414859,9,XGA0204D,yes,yes,title-normalize-v2,Jolly Tempera-Malfarben-Set 10113 Kinder Schule Hobbykünstler Mehrfarbig
SKU-7049665224,SKU-7049665224,1,XSGA0103A,yes,yes,title-normalize-v2,H M Strickjacke Damen Gr.xL Materialmix Hellblau NEU
SKU-7151143475,SKU-7151143475,1,XGA0301B,yes,yes,title-normalize-v2,Birkenstock Pantoletten SKU-7151143475 Herren Birko-Flor Sapphire-Blau NEU
SKU-7209250640,SKU-7209250640,1,XGA0104C,yes,yes,title-normalize-v2,Tatonka Campingtopf Kettle 4.0 Liter Edelstahl 4.0L Silber NEU
SKU-7234186083,SKU-7234186083,1,XGA0302B,yes,yes,title-normalize-v2,ASICS Sneaker 1200A481-100 UnisexErwachsene Gr. 41.5 Wildleder
SKU-7237772440,SKU-7237772440,1,XGA0104B,yes,yes,title-normalize-v2,Topeak Fahrradzubehör TJB-UET1 NEU
SKU-7245071607,SKU-7245071607,1,XSGA0103A,yes,yes,title-normalize-v2,DIGITAL REVOLUTION Tintenpatrone DZ108154 Gelb NEU
SKU-7270723982,SKU-7270723982,1,XGA0102E,yes,yes,title-normalize,Kitchen Sink Einbauspüle SKU-7270723982 Silber Edelstahl NEU Heimwerker
SKU-7290912165,SKU-7290912165,1,XGA0302B,yes,yes,title-normalize-v2,Marco Tozzi Pumps 2-22451-43 Damen Gr. 37 Synthetik (veloursähnlich Nude
SKU-7350795017,SKU-7350795017,1,XGA0102B,yes,yes,title-normalize-v2,Primewire Antennenkabel 302867 15m Schwarz NEU
SKU-7473377331,SKU-7473377331,1,XGA0103B,yes,yes,job-improve,CORSAIR PC-Netzteil RM1000x 1000W ATX 3.1 PCIe 5.1 Vollmodular 80 PLUS Gold Neu
SKU-7499091535,SKU-7499091535,0,,no,yes,title-normalize-v2,Ninja Plancha-Grillplatte XL XSKOGXLFPLTEU nicht angegeben Metall NEU
SKU-7543211550,SKU-7543211550,1,XGA0301B,yes,yes,title-normalize-v2,CMP Stiefel 39Q4964 Kinder Textil Leder Synthetik Schwarz/Blau NEU
SKU-7627745924,SKU-7627745924,0,,no,yes,title-normalize-v2,NEOLYMP Yogamatten 183cm Lime (Neongrün NEU
SKU-7680238839,SKU-7680238839,1,XGA0302B,yes,yes,title-normalize-v2,Polo Ralph Lauren Sneaker RF104105 UnisexKinder Synthetik Weiß NEU
SKU-7721659409,SKU-7721659409,0,,no,yes,title-normalize-v2,db-tronic Einplatinen-Computer Starter-Set SKU-7721659409 8GB NEU
SKU-7800997883,SKU-7800997883,1,XGA0301B,yes,yes,title-normalize-v2,Tamaris Damenschuhe Damen Gr. 41 Schwarz NEU
SKU-7892887285,SKU-7892887285,2,XGA0101B,yes,yes,title-normalize-v2,Canon Tonerkartusche 3010C004 High Capacity Schwarz NEU
SKU-7926913408,SKU-7926913408,1,XSGA0103B,yes,yes,title-normalize-v2,TOPTREK Fahrradabdeckung 846236311 200x110x70cm 210D Oxford-Gewebe Schwarz
SKU-7948301538,SKU-7948301538,2,XGA0101B,yes,yes,title-normalize-v2,Unbekannt Tonerpatrone B423M 423M Schwarz NEU
SKU-7961309823,SKU-7961309823,0,,no,yes,,Engelbert Strauss Bundhose e.s. motion 2020 Winter: Optimaler Kälteschutz
SKU-7998641824,SKU-7998641824,2,XGA0202C,yes,yes,title-normalize-v2,Rohema Drumsticks Holz NEU
SKU-8004480244,SKU-8004480244,0,XGA0203E,no,yes,category-review-csv,Trotec Standventilator TVE 16 S: Sofortige Erfrischung & angenehmes Raumklima
SKU-8035511646,SKU-8035511646,1,XGA0204D,yes,yes,title-normalize-v2,Brevillier's CRETACOLOR Pastellkreide Künstler Hobbyzeichner Schüler
SKU-8064565799,SKU-8064565799,0,,no,yes,title-normalize-v2,UGG Hausschuhe Tazz Damen Wildleder Sand NEU
SKU-8112287411,SKU-8112287411,1,XSGA0103A,yes,yes,title-normalize-v2,Desigual Sweatshirt 23WMSK05/3022 Damen Gr.xxL 100% Baumwolle Rosa NEU
SKU-8133187753,SKU-8133187753,2,XGA0201C,yes,yes,title-normalize-v2,Villa Grinario Spannbettlaken Gr. 100x200cm 100% Baumwolle (Jersey gekämmt
SKU-8151275535,SKU-8151275535,1,XGA0203B,yes,yes,title-normalize-v2,FUVSHU UV-Matratzenstaubsauger Milbensauger BT-Y02 350W NEU
SKU-8197874459,SKU-8197874459,0,,no,yes,title-normalize-v2,New Balance Handschuhe Fäustlinge ML515AGR Herren Textil Wildleder Schwarz
SKU-8236064906,SKU-8236064906,0,,no,yes,title-normalize-v2,KNIPEX Zangenschlüssel 82 01 200 SB 200mm Rot Grau NEU
SKU-8245288059,SKU-8245288059,1,XGA0302B,yes,yes,title-normalize-v2,LICO Hallenschuhe 360652 Kinder Gr. 31 Synthetik/Textil Pink Türkis NEU
SKU-8249181407,SKU-8249181407,0,,no,yes,title-normalize-v2,Sony DJ-Kopfhörer WH-CH720N Schwarz NEU
SKU-8310896573,SKU-8310896573,1,XGA0201C,yes,yes,title-normalize-v2,IKEA Pendelleuchte SKU-8310896573 38cm Metall Weiß NEU
SKU-8317603092,SKU-8317603092,1,XGA0201C,yes,yes,title-normalize-v2,Setex Matratzenschoner mit Noppenstruktur Noppen 140x200cm Erwachsene
SKU-8367978772,SKU-8367978772,3,XGA0304B,yes,yes,title-normalize-v2,Pelikan Schreibmaschinen-Zubehör 519637 NEU
SKU-8380347833,SKU-8380347833,1,XGA0103D,yes,yes,job-improve,"Casey Stehleuchte DEL8LIT03-189 Gold / Champagner Metall (Eisen), Glas NEU"
SKU-8462375603,SKU-8462375603,0,,no,yes,title-normalize-v2,PUMA Sportschuh 365208 02 Damen Gr. 40 Gummi Schwarz NEU
SKU-8483173682,SKU-8483173682,1,XSGA0103A,yes,yes,ui,Reader's Digest Sachbuch: Weltgeschichte verstehen – Fundiertes Wissen
SKU-8605082485,SKU-8605082485,3,XGA0104A,yes,yes,title-normalize,Aqua Marina SUP Board Unisex Grün PVC NEU SKU-8605082485 Breeze Gr. 76 cm
SKU-8640590578,SKU-8640590578,1,XGA0201C,yes,yes,title-normalize-v2,Villa Grinario Spannbettlaken SKU-8640590578 Gr. 100x200cm 200cm Grün
SKU-8689351772,SKU-8689351772,0,,no,yes,title-normalize-v2,Garmin Herzfrequenzmesser 010-12883-00 Schwarz NEU
SKU-8742112863,SKU-8742112863,1,XGA0301B,yes,yes,title-normalize-v2,New Balance Kinderschuhe -boots Kinder Gr. 26 Mesh Silber NEU
SKU-8747609895,SKU-8747609895,1,XGA0101E,yes,yes,title-normalize-v2,QKIDS Tretroller Pink NEU
SKU-8779940575,SKU-8779940575,0,,no,yes,title-normalize-v2,TATONKA Campingbecher 4073.000 600 Edelstahl Silber NEU
SKU-8835594725,SKU-8835594725,0,,no,yes,title-normalize-v2,DESKTRONIC Kabelgebundene Router Metall Schwarz NEU
SKU-8843412443,SKU-8843412443,1,XGA0203B,yes,yes,title-normalize-v2,ONVAYA Verkehrsspiegel 31.2cm Schwarz NEU
SKU-8857013241,SKU-8857013241,1,XGA0302A,yes,yes,category-review-csv,Paul Green Schnürschuhe Damen Schwarz Lackleder NEU 2688-00x Zeitlose Eleganz
SKU-8919591829,SKU-8919591829,0,,no,yes,title-normalize-v2,PLANAM Hose NORIT Kids Trousers Jungen Gr. 170/176 oliv/schwarz NEU
SKU-9031958971,SKU-9031958971,0,,no,yes,title-normalize,Ninja Standmixer 2-in-1 BN750EU CB350EU Schwarz/Silber NEU Smoothies Eis-Crush
SKU-9035689627,SKU-9035689627,2,XGA0204D,yes,yes,title-normalize,Jolly Schulbedarf 6110 NEU Kreidehalter Set Hygienisch bruchsicher saubere
SKU-9073986145,SKU-9073986145,1,XGA0101C,yes,yes,category-review-csv,RAVENOL Sägekettenöl S 85 NEU Optimaler Verschleißschutz Haftung Business
SKU-9091395294,SKU-9091395294,1,XGA0202C,yes,yes,category-review-csv,LEONARDO Trinkglas Swing Transparent Glas NEU Gr. 9 cm Trinkgläser Set
SKU-9142845763,SKU-9142845763,0,,no,yes,title-normalize-v2,WALSER Hagelschutzplane 30974 Grau Silber Orange NEU
SKU-9146759920,SKU-9146759920,1,XGA0302A,yes,yes,title-normalize-v2,adidas Sneaker Samba UnisexErwachsene Gr. 44 Leder Wildleder Weiß NEU
SKU-9289261489,SKU-9289261489,10,XGA0303B,yes,yes,category-review-csv,Isabel Abedi – Lola Löwenherz Kinderbuch Abenteuer 2007 Gebundene Ausgabe Neu
SKU-9317337160,SKU-9317337160,1,XGA0203B,yes,yes,barcode-rollback,"PAUDIN Santokumesser N5 – Präzise Schnitte, mühelos & langanhaltend scharf NEU"
SKU-9335260557,SKU-9335260557,1,XGA0102B,yes,yes,ui,ABUS Kettenschloss IVERA Steel-O-Flex 7200 für maximalen Diebstahlschutz
SKU-9428729031,SKU-9428729031,13,XGA0104D,yes,yes,title-normalize-v2,Derby Rasierklingen Double Edge Herren Schwedischer Stahl Silber NEU
SKU-9431798499,SKU-9431798499,0,,no,yes,title-normalize-v2,HP Tintenpatrone 6ZD17AE Kunststoff Schwarz Dreifarbig NEU
SKU-9436640030,SKU-9436640030,1,XGA0302A,yes,yes,title-normalize-v2,Puma Golfschuh Fusion Crush Sport Herren Synthetik Textil Weiß Grau Rot NEU
SKU-9454243198,SKU-9454243198,7,XGA0204D,yes,yes,title-normalize-v2,Jolly Wachsmalkreiden Kinder und Erwachsene Wachs Mehrfarbig NEU
SKU-9458628509,SKU-9458628509,0,,no,yes,title-normalize-v2,Eureka Saug- Wischroboter E10s Kunststoff Weiß NEU
SKU-9564743151,SKU-9564743151,1,XSGA0103A,yes,yes,job-improve,Knirps Taschenschirm AS.050 9590561201W Navy Blau Strapazierfähige Materialien
SKU-9603350817,SKU-9603350817,0,,no,yes,title-normalize-v2,Füllfederhalter Universal Metall Kunststoff NEU
SKU-9627368343,SKU-9627368343,18,XGA0203C,yes,yes,title-normalize-v2,d-c-fix Energiesparfolie 333-0000 90x200cm Erwachsene Kunststoff NEU
SKU-9671499764,SKU-9671499764,1,XGA0202E,yes,yes,title-normalize-v2,House Nordic Servierwagen 68cm Metall 68x79cm Schwarz NEU
SKU-9787450821,SKU-9787450821,0,,no,yes,title-normalize-v2,bremermann Manuelle Nudelmaschine 57003
SKU-9804667250,SKU-9804667250,1,XGA0302A,yes,yes,title-normalize-v2,adidas Sportschuh SKU-9804667250 Damen Gr. 38 2/3 Leder Grün NEU
SKU-9820031170,SKU-9820031170,0,,no,yes,title-normalize,"YOLEO Kinderroller 931 NEU Schwarz LED-Räder, Höhenverstellbarer Lenker"
SKU-9834509499,SKU-9834509499,1,XGA0202B,yes,yes,title-normalize-v2,MSV Handtuchhalter 42cm Metall Schwarz NEU
SKU-9876441475,SKU-9876441475,1,XSGA0103A,yes,yes,category-review-csv,Disney – Es war einmal ein Schneemann Bilderbuch Gebundene Ausgabe Neu
SKU-9912977908,SKU-9912977908,1,XGA0101B,yes,yes,title-normalize-v2,Dexcom Blutzuckermessgerät STK-GT-013 Schwarz NEU
SKU-9933881904,SKU-9933881904,1,XGA0301B,yes,yes,title-normalize-v2,SCENEX Handschuhe Fäustlinge Damen Satin Schwarz NEU
SKU-9968230318,SKU-9968230318,1,XGA0102B,yes,yes,title-normalize-v2,HOLA KIT Reifenreparaturset HKDB02 Schwarz Grün NEU
SKU-9979752242,SKU-9979752242,0,,no,yes,title-normalize-v2,CCLIFE Lambdasonden-Steckschlüssel-Satz 1735 22mm NEU
SKU-9988960743,SKU-9988960743,1,XGA0301B,yes,yes,title-normalize-v2,Pepe Jeans Sneaker low PLS31463 099 Damen Gr. 40 Synthetik Beige NEU
SKU-2365442999,a18d09b8-ae6e-4114-9b82-f7cf388905d0,1,XGA0404A,yes,no,title-normalize-v2,Unbekannt Gastronormbehälter Edelstahl 176mm 2.4 Liter 2.4L 150mm Silber
SKU-1769600457,a306ee5a-9713-4ee0-8e51-a97b458577d5,1,XGA0403A,yes,no,ui,Jesebang In-Ear Kopfhörer YT18 Schwarz NEU True Wireless Bluetooth 5.3
SKU-3264592188,a52ad537-120e-426d-9887-f873d36bcdaa,1,XGA0301C,yes,no,title-normalize-v2,Thule Bodenmatte 20201523 Gummi Schwarz NEU
SKU-1848228084,a7fbf83a-10da-453f-974b-4d71c9e7e626,9,XGA0104C,yes,yes,title-normalize-v2,Walex Fäkalientank-Deodorant Tiefblau NEU
SKU-8463577445,ab8921aa-074a-4d89-beb7-b4236133851e,1,XGA0201B,yes,yes,title-normalize-v2,KSIBNW LED Streifen D347 20m Milchweißes PVC bluetooth RGB NEU
SKU-5736916285,acbaf936-25b4-4850-a552-4af9871abe8c,1,XGA0106A,yes,no,ui,PANORAMA24 Rolllattenrost BXL Premium Holz NEU Gr. 80 cm 80x200 Möbel Wohnen
SKU-5748131128,ad08f46f-d233-4c4f-b5c5-bc803ce5018e,0,,no,yes,title-normalize-v2,FRANKBERG Querlenkersatz 001771200 NEU
SKU-5198272869,ad41bd2c-b32b-4f84-8e10-70a3933b51e6,1,XGA0404B,yes,no,title-normalize-v2,Street One Bekleidungsstück 302909 UnisexErwachsene Gr. EUR 44-48 Textil
SKU-8799542495,b17bc8c9-7097-40af-ba51-02491a3cb01e,1,XGA0405B,yes,no,title-normalize-v2,Kiniris Komplett-Kostüm Kinder Gr. S M LxL Polyester Braun NEU
SKU-3350934915,b82f2e03-f4e9-4cef-8984-364a6a8cfc8e,4,XGA0202D,yes,no,ui,"Kibek Gartenstecker Molveno 2201290005 Mattschwarz Metall, Kunststoff NEU"
SKU-8203474346,b9682eb9-a9aa-415e-898f-7b9bf915e42f,13,XGA0101E,yes,yes,title-normalize-v2,Sabeatex Kopfkissen Körperkissen 13cm Gr. 70x35x13cm Weiß NEU
SKU-0716100821,c02f6527-8651-429c-8022-31eb90f6aaaa,1,XGA0101E,yes,yes,title-normalize-v2,SOMAN Integralhelm A154956/202401/03705 Unisex Gr. S Pink Schwarz Lila NEU
SKU-7957694387,c6d932e0-cd68-4d66-8212-d98f5d10e8d2,1,XGA0106B,yes,yes,script-condition-normalize,"SIRUS Mikrofonständer 516480 Desktop, Zinkdruckguss, höhenverstellbar 27-41cm"
SKU-6703015625,c98d74fd-e1a0-42fd-ba6d-2ea526b6e643,0,,no,no,ui,Adidas Trainingshose Herren Gr. M Core Green NEU JP2314 FBIRD LOOSE TP
SKU-4995445480,c9fb6dc8-5db9-455d-a9b6-a8cadf694909,1,XGA0404B,yes,no,title-normalize-v2,Adidas Trainingshose JC8285 Herren Gr. L Polyester Dunkelblau NEU
SKU-3442148631,d2649d99-ae7a-4b45-bca9-e6c452843d93,1,XGA0304A,yes,yes,title-normalize-v2,ToMax Kompatible Tintenpatrone 72239 Gelb NEU
SKU-3178068699,d26c1381-e411-4bd2-a9fd-fdd8e408a28a,43,XGA0104C,yes,yes,title-normalize-v2,Vex Zulaufschlauch 92250869 Kunststoff Metall Grau NEU
SKU-6221197450,d5ebb4cc-55b0-4b01-a52b-14af5f5e48dd,1,XGA0404A,yes,no,title-normalize-v2,TRIGGER POINT SYSTEMS Fitnessbänder Set Textil Grau Schwarz Hellgrau
SKU-9612106646,daff6593-8cf1-4290-b164-30ff627317a0,1,XGA0404C,yes,no,ui,"FDS GmbH Wandgarderobe HW65983WH Weiß Holz, Metall NEU Gr. ca. 31.5 cm"
SKU-4465485856,dd602152-c85f-4a41-b405-0b04e500834f,1,XGA0404C,yes,no,ui,Mahlzeit Chafing Dish Montpellier CHAD13 Silber Edelstahl NEU Profi Set
SKU-9445536447,e0a338cc-0fd6-4625-8c0c-054308424954,0,,no,no,title-normalize-v2,Adidas Trainingsanzug J18858 Herren Gr. M Polyester Schwarz NEU
SKU-6854747447,e29c131f-ec89-434c-b216-90f28330918d,1,XGA0101C,yes,yes,title-normalize-v2,Vinz Jethelm 220653541150 Unisex Gr.xS Schwarz NEU
SKU-5599844775,e73c69ce-6582-4454-adab-52b418a775d0,1,XGA0105B,yes,no,title-normalize-v2,Goffii Montessori Lernspielzeug 230404041 Unisex Holz Mehrfarbig NEU
SKU-1536365981,ea75ec18-8ebd-4623-8b72-bdc796af7bfb,0,,no,no,title-normalize-v2,Unbekannt Backform Einsatz Universal Silikon Schwarz NEU
SKU-8261682619,f0796a2b-7a12-4f55-b343-cf8e47e35ad0,1,XSGA0103B,yes,no,title-normalize-v2,TePe Interdentalbürsten 138826 Gr. 0.45mm Biobasierter Kunststoff Orange
SKU-6536943755,f19c6d73-628b-424c-9d89-d950ebafb74b,1,XGA0403B,yes,no,title-normalize-v2,ANYCUBIC 3D Drucker Filament AHPLPBW-102 PLA 1kg 1.75mm Hellweiß NEU
SKU-2204782559,f2028097-7287-47f8-b694-d663960758ec,1,XGA0105B,yes,no,title-normalize-v2,Eternity Commerce LTD Magnetspielzeug 2024-1 Kunststoff Magnet Mehrfarbig
SKU-3481827893,f20fc23c-f6dc-476a-9070-d943caec409f,1,XGA0201B,yes,yes,,"Rolife Miniatur-Bausatz TGB06, Gartenhaus Book Nook, 176 Teile, 203x110x241mm"
SKU-2693030055,f34aeded-183f-461f-8b6d-f899c863bddb,1,XGA0404B,yes,no,ui,Adidas Herren Jogginghose ESS Joggers Dunkelblau Gr. 2XS Baumwollmischung Neu
SKU-0107097519,f7a5bb4a-9e13-4a67-8065-996f9a809f26,2,XGA0106B,yes,yes,title-normalize-v2,Sontheimer Nockenschalter 10008352 690V 9kW Grau Schwarz NEU
SKU-7447779999,f8fc404d-90b9-408f-a0a5-53038fdbd793,1,XGA0105B,yes,no,title-normalize-v2,ONLINE Kalligrafie-Set Anfänger und Fortgeschrittene Mehrfarbig NEU
