SKU,Localised For,Title,Subtitle,Product Description,Additional Info,Group Picture URL,Picture URL 1,Picture URL 2,Picture URL 3,Picture URL 4,Picture URL 5,Picture URL 6,Picture URL 7,Picture URL 8,Picture URL 9,Picture URL 10,Picture URL 11,Picture URL 12,Picture URL 13,Picture URL 14,Picture URL 15,Picture URL 16,Picture URL 17,Picture URL 18,Picture URL 19,Picture URL 20,Picture URL 21,Picture URL 22,Picture URL 23,Picture URL 24,UPC,ISBN,EAN,MPN,Brand,ePID,Attribute Name 1,Attribute Value 1,Attribute Name 2,Attribute Value 2,Attribute Name 3,Attribute Value 3,Attribute Name 4,Attribute Value 4,Attribute Name 5,Attribute Value 5,Attribute Name 6,Attribute Value 6,Attribute Name 7,Attribute Value 7,Attribute Name 8,Attribute Value 8,Attribute Name 9,Attribute Value 9,Attribute Name 10,Attribute Value 10,Attribute Name 11,Attribute Value 11,Attribute Name 12,Attribute Value 12,Attribute Name 13,Attribute Value 13,Attribute Name 14,Attribute Value 14,Attribute Name 15,Attribute Value 15,Attribute Name 16,Attribute Value 16,Attribute Name 17,Attribute Value 17,Attribute Name 18,Attribute Value 18,Attribute Name 19,Attribute Value 19,Attribute Name 20,Attribute Value 20,Attribute Name 21,Attribute Value 21,Attribute Name 22,Attribute Value 22,Attribute Name 23,Attribute Value 23,Attribute Name 24,Attribute Value 24,Attribute Name 25,Attribute Value 25,Attribute Name 26,Attribute Value 26,Attribute Name 27,Attribute Value 27,Attribute Name 28,Attribute Value 28,Attribute Name 29,Attribute Value 29,Attribute Name 30,Attribute Value 30,Condition,Condition Description,Measurement System,Length,Width,Height,Weight Major,Weight Minor,Package Type,Total Ship To Home Quantity,Channel Id,Category,Shipping Policy,Payment Policy,Return Policy,List Price,Max Quantity Per Buyer,Strikethrough Price,Minimum Advertised Price,Minimum Advertised Price Handling,Store Category Name 1,Store Category Name 2,Sold Off eBay,Sold On eBay,Apply Tax,Tax Category,VAT Percent,Include eBay Product Details,Domestic Shipping P1 Cost,Domestic Shipping P1 Additional Cost,Domestic Shipping P1 Surcharge,Domestic Shipping P2 Cost,Domestic Shipping P2 Additional Cost,Domestic Shipping P2 Surcharge,Domestic Shipping P3 Cost,Domestic Shipping P3 Additional Cost,Domestic Shipping P3 Surcharge,Domestic Shipping P4 Cost,Domestic Shipping P4 Additional Cost,Domestic Shipping P4 Surcharge,International Shipping P1 Cost,International Shipping P1 Additional Cost,International Shipping P1 Surcharge,International Shipping P2 Cost,International Shipping P2 Additional Cost,International Shipping P2 Surcharge,International Shipping P3 Cost,International Shipping P3 Additional Cost,International Shipping P3 Surcharge,International Shipping P4 Cost,International Shipping P4 Additional Cost,International Shipping P4 Surcharge,International Shipping P5 Cost,International Shipping P5 Additional Cost,International Shipping P5 Surcharge,Template Name,Custom Fields,Eligible For eBay Plus,
"SKU-8245288059","de_DE","LICO Boulder V Kinder Hallenschuhe pink/türkis Größe 31 mit Klettverschluss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abteilung",,"Futtermaterial",,"Besatzmaterial",,"Stil",,"Gewebeart",,"Jahreszeit",,"Isoliermaterial",,"Thema",,"Akzente",,"Anlass",,"Vintage",,"Handschuh-Wärmegrad",,"Handschuhlänge",,"Aktivität",,"Muster",,"Handgefertigt",,"Personalisiert",,"Herstellernummer",,"Textilpflege",,"Material","Synthetik, Textil","Marke","LICO","Farbe","Pink, Türkis","Größe","31","Besonderheiten","Atmungsaktiv","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,105559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8921872481","de_DE","Liewood Kindertrommel LW15104 Unisex Buchenholz lackiertes MDF NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1053183477","de_DE","Lights4fun Canberra Deko Laterne mit TruGlow LED-Kerze, IP44, 29 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Finish",,"Stil",,"Montage",,"Anlass",,"Thema",,"Ursprungsland",,"Form",,"Anzahl der Teile",,"Spannung",,"Herstellungsjahr",,"Herstellernummer",,"Batterie inklusive",,"Anzahl der Einheiten",,"Maßeinheit",,"Leistung",,"Größe","29 cm","Farbe","Schwarz","Marke","Lights4fun","Material","Metall","Produktart","Dekorative Laterne","Stromquelle","Batteriebetrieben","Besonderheiten","Mit Timer, Flackerfunktion","Breite","29 cm","Tiefe","29 cm","Durchmesser","29 cm","Höhe","29 cm","Modell","Canberra","Innen-/Außenbereich","Innenbereich, Geschützter Außenbereich","Herstellergarantie","2 Jahre",,,,,,,,,,,,,,183392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6407361668","de_DE","Lights4fun Canberra LED Gartenlaterne Outdoor | TruGlow Kerze, IP44, 45cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Größe",,"Finish",,"Stromquelle",,"Stil",,"Montage",,"Anlass",,"Thema",,"Form",,"Anzahl der Teile",,"Herstellungsjahr",,"Batterie inklusive",,"Anzahl der Einheiten",,"Herstellergarantie",,"Leistung",,"Farbe","Schwarz","Marke","Lights4fun","Material","Metall, Kunststoff","Produktart","Laterne","Besonderheiten",,"Breite","25 cm","Tiefe","25 cm","Durchmesser","25 cm","Höhe","45 cm","Ursprungsland",,"Modell","Canberra","Spannung","3 V","Innen-/Außenbereich",,"Herstellernummer","LA20019-BB01-1","Maßeinheit",,,,,,,,,,,,,,,183392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9143128563","de_DE","LINDENMANN Herren Gürtel Dunkelbraun 135cm Büffelleder 40mm nickelfrei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modell",,"Länge",,"Farbe","Dunkelbraun","Marke","LINDENMANN","Herstellernummer","LIN-B49-1000486-023-135","Produktart","Gürtel","Abteilung","Herren","Material","Büffelleder","Breite","40","Ursprungsland","Europa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2433624992","de_DE","LionSports Mobiles Sportnetz Profi 4m Freizeitspieler Familien Kunststoff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Griffart",,"Anzahl Furniere",,"Geeignet für",,"Herstellernummer",,"Modell",,"Größe",,"Griffstärke",,"Abteilung",,"Marke","LionSports","Produktart","Set","Farbe","Schwarz","Material","Kunststoff","Lieferumfang","Netz","Gewicht","1","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0694979094","de_DE","LIQUI MOLY Motoröl Top Tec 4300 5W-30 für Benzin- und Dieselfahrzeuge OE 3740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anwendung",,"Legierung",,"Fahrzeugkompatibilität",,"Referenznummer(n) OE",,"Referenznummer(n) OEM",,"Herstellergarantie",,"Anzahl der Einheiten",,"Maßeinheit",,"Weitere Artikelnummer",,"SAE Viskosität","5W-30","Marke","Liqui Moly","Menge","1","Herstellerfreigabe",,"Produktart","Motoröl","Getriebetyp",,"Herstellernummer","3740","Ursprungsland","Deutschland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5037405516","de_DE","LOBERON Schafschere für präzise Tier- & Gartenpflege aus Stahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Maßeinheit",,"Beruf",,"Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4541378818","de_DE","Longking Selbstklebefliesen – Schnelle & stilvolle Wandgestaltung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Beruf",,"Maßeinheit",,"Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4244843376","de_DE","Lubluelu L15 Saugroboter mit Wischfunktion, 5000Pa, smart, leise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mit/Ohne Beutel",,"Filter",,"Anschlussart",,"Leistung",,"Enthaltenes Zubehör",,"Spannung",,"Laufzeit",,"Smart Home Kommunikationsprotokoll",,"Kapazität",,"Ladezeit",,"Smart Home Kompatibilität",,"Herstellergarantie",,"Gewicht",,"Schutzplan",,"Anzahl der Einheiten",,"Maßeinheit",,"Marke","Lubluelu","Produktart","Saugroboter","Modell","L15","Besonderheiten",,"Farbe","Weiß","Ursprungsland",,"Herstellernummer","L15",,,,,,,,,,,,,,,,,,,,,,,,,,20614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8650951585","de_DE","Lyvanas Eiskratzer Schneebesen 2-in-1 für PKW/LKW ICE SCRAPER LYEK-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fahrzeugmarke",,"Produkttyp",,"Anwendungsbereich",,"Referenznummer(n) OE",,"Referenznummer(n) OEM",,"Lackart",,"Herstellergarantie",,"Viskosität",,"Oberflächenbeschaffenheit",,"Anzahl der Einheiten",,"Maßeinheit",,"Weitere Artikelnummer",,"Hersteller","Lyvanas","Farbe","Blau, Schwarz","Herstellernummer","LYEK-01","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6044260478","de_DE","MAHLE Ausgleichsbehälter Kühlmittel für VW Transporter 8MA 376 783-494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Einbauposition",,"Oldtimer-Teil",,"Tuning- & Styling-Teil",,"Herstellernummer",,"OE/OEM Referenznummer(n)",,"Herstellergarantie",,"Oberflächenbeschaffenheit",,"Anzahl der Einheiten",,"Maßeinheit",,"Universelle Kompatibilität",,"Vergleichsnummer",,"Hersteller","Mahle","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0000608676","de_DE","Maison Close Damen String Taupe Tüll (Polyamid Elasthan 608676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kompatibel mit",,"Modell",,"Spielerposition",,"Sportart/Aktivität",,"Anzahl der Einheiten",,"Breite",,"Erfahrungsniveau",,"Herstellernummer",,"Länge",,"Maßeinheit",,"Produktart","String","Marke","Maison Close","Abteilung","Damen","Farbe","Taupe","Material","Tüll (Polyamid, Elasthan)","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0000560248","de_DE","Maison Close Triangle BH 560248 Damen Gr. S 85% Polyamid 15% Elasthan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Original/Reproduktion",,"Jahrzehnt",,"Herstellernummer",,"Look",,"Cup",,"Unterbrustumfang",,"Bundweite",,"Marke","Maison Close","Größe","S","Material","85% Polyamid, 15% Elasthan","Farbe","Taupe Rose Fluo/Gold","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0236764953","de_DE","Malossi Variator Antrieb für Motorroller Multivar 2000 105E-320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktart",,"Im Lieferumfang enthalten",,"OE/OEM Referenznummer(n)",,"Einbauposition",,"Kraftradtyp",,"Herstellergarantie",,"Durchmesser",,"Gewicht",,"Länge",,"Oldtimer-Teil",,"Tuning- & Styling-Teil",,"Universelle Kompatibilität",,"Vergleichsnummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Hersteller","Malossi","Herstellernummer","5119126","Ursprungsland",,"Besonderheiten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7290912165","de_DE","Marco Tozzi Damen Pumps 2-22450-42 Nude, vegan, Größe 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herstellernummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Absatzhöhe",,"Aktivität",,"Akzente",,"Anlass",,"Charakter",,"Charakter Familie",,"Dämpfungsgrad",,"Gewebeart",,"Herstellungsjahr",,"Individualisiert",,"Jahreszeit",,"Muster",,"Personalisiert",,"Plateauhöhe",,"Produktlinie",,"Pronation",,"Schuhgröße",,"Schuhschaft-Typ",,"Schuhspitze",,"Schuhweite",,"Signiert",,"Sprengung",,"Stil",,"Stollenform",,"Stollentyp",,"Thema",,"Verschluss",,,,,,,,,,,,,35381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2417212434","de_DE","McDavid Kniebandage MD421 Größe M, Schwarz, Unisex, Sport/Reha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ablaufdatum",,"Stil",,"Breite",,"Durchmesser",,"Gewicht",,"Herstellergarantie",,"Höhe",,"Körperbereich","Knie","Produktart","Kniebandage","Marke","McDavid","Stückzahl","1","Farbe","Schwarz","Abteilung","Unisex Erwachsene","Anwendung","Wandern, Klettern, Sportunterstützung","Besonderheiten","Gepolsterte Patella-Stütze, Federstahlstreben,Verstellbare Riemen, Perforiertes Rückenteil","Größe","M / Medium","Herstellernummer","MD421-01-33","Ursprungsland",,"Material","Neopren","Modell","421","Anzahl der Einheiten","1","Länge","Bis 100 cm","Maßeinheit","Stück","Sportart/Aktivität","Fitnessstudio & Training",,,,,,,,,,,,,,,,,,,,,,,,179821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0333689520","de_DE","MEYLE Federbeinstützlager Vorderachse für Mercedes E-Klasse, CLS 014 641 0004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stoßdämpferart",,"Besonderheiten",,"Herstellergarantie",,"Länge",,"Montageart",,"OE/OEM Referenznummer(n)",,"Federweg",,"Vergleichsnummer",,"Stoßdämpfer-System",,"Produktart","Federbeinstützlager","Im Lieferumfang enthalten","Federbein","Hersteller","MEYLE","Einbauposition","Vorne","Material","Metall","Tuning- & Styling-Teil","Nein","Ursprungsland",,"Oldtimer-Teil","Nein","Universelle Kompatibilität","Nein","Herstellernummer","014 641 0004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6074840029","de_DE","MEYLE Gelenksatz radseitig für MCV0026 100 498 0057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herstellergarantie",,"Länge",,"Vergleichsnummer",,"Produktart","Antriebswellengelenk","Hersteller","MEYLE","Einbauposition","Rechts","Im Lieferumfang enthalten","Schmierfett,Gelenk,Manschette,Schellen-Set","Gewindedurchmesser der Achsmutter","53","Herstellernummer","100 498 0057","OE/OEM Referenznummer(n)","893 498 099 MX","Durchmesser","88","Ursprungsland",,"Oldtimer-Teil","Nein","Tuning- & Styling-Teil","Nein","Universelle Kompatibilität","Ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9078406333","de_DE","MEYLE Inspektionspaket für Audi VW Seat Skoda 1.6 2.0 TDI 112 330 0003/S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herstellergarantie",,"Dichtungsmaterial",,"Besonderheiten",,"Gewindedurchmesser",,"Breite",,"Durchmesser",,"Höhe",,"Länge",,"Oberflächenbeschaffenheit",,"Vergleichsnummer",,"Einbauposition",,"Hersteller","MEYLE","Produktart","Filter-Satz","Im Lieferumfang enthalten","Dichtung,Dichtungsring","Oldtimer-Teil","Nein","Ursprungsland","Deutschland","Tuning- & Styling-Teil","Nein","Universelle Kompatibilität","Nein","Material","Papier","Gütesiegel & Kennzeichnungen","Euro 6","Herstellernummer","112 330 0003/S","OE/OEM Referenznummer(n)","03L115466, 1K0129620D, 1K1819653","Montageart","Angeklemmt",,,,,,,,,,,,,,,,,,,,,,,,,,33661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2859032659","de_DE","MFLAX Außenspiegelflagge Deutschland – Extrem stabil, einfache Montage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Länge",,"Material",,"Höhe",,"Anzahl pro Packung",,"Stärke",,"Breite",,"Geeignete Pflanzenart",,"Gewicht",,"Gewichtskapazität",,"Herstellernummer",,"Besonderheiten",,"Form",,"Geeignet für",,"Innen-/Außenbereich",,"Anzahl der Einheiten",,"Maßeinheit",,"Produktart","Außenspiegelflagge","Farbe",,"Marke",,"Ursprungsland","Deutschland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6745469293","de_DE","MIVV Speed Edge Endschalldämpfer Black für Suzuki V-Strom 800 DE/SE 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Im Lieferumfang enthalten",,"Einlassdurchmesser",,"Material",,"Einbauposition",,"OE/OEM Referenznummer(n)",,"Herstellergarantie",,"Auslassdurchmesser",,"Form",,"Gewicht",,"Oberflächenbeschaffenheit",,"Vergleichsnummer",,"Anzahl der Einheiten",,"Hersteller","MIVV","Produktart","Endschalldämpfer","Farbe","Black","Herstellernummer","00.73.S.061.LAB","Besonderheiten","100% Passgenauigkeit","Kraftradtyp","Straßenmotorrad","Ursprungsland","IT","Durchmesser (außen)","350 mm","Durchmesser (innen)","350 mm","Länge","350 mm","Montageart","Anschraubbar","Oldtimer-Teil","Nein","Tuning- & Styling-Teil","Ja","Universelle Kompatibilität","Nein","Maßeinheit","Einheit",,,,,,,,,,,,,,,,,,177999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9933881904","de_DE","MJCM Sana Tango Chacita, schwarz, offener Zehenbereich, niedriger Absatz, Größe ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktart",,"Laufsohlenmaterial",,"Innensohlenmaterial",,"Futtermaterial",,"Schuhschaft-Typ",,"Jahreszeit",,"AU-Schuhgröße",,"UK-Schuhgröße",,"US-Schuhgröße",,"Modell",,"Thema",,"Schuhweite",,"Akzente",,"Produktlinie",,"Anlass",,"Muster",,"Plateauhöhe",,"Vintage",,"Wadenweite",,"Personalisieren",,"Individualisiert",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Charakter",,"Herstellernummer",,"Maßeinheit",,"EU-Schuhgröße","41","Abteilung","Damen","Marke","MJCM SARL","Farbe","Schwarz",,,,,,,,,,,,53557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4743695203","de_DE","molino Bilderbuch Hannelore: Zauberhaftes Zirkusabenteuer, fördert Fantasie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eigenschaften",,"Sprache","Deutsch","Format","Gebundene Ausgabe","Signiert","Nein","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3130743576","de_DE","MONASERA Lufterfrischer Halter Set HA-MS-B1-232097 Lüftung 87.5mm 5mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stromquelle",,"Besonderheiten",,"Steuerungsart",,"Geschwindigkeitsstufen",,"Anzahl der Flügel",,"Spannung",,"Modell",,"Energieeffizienzklasse",,"Leistung",,"Form",,"Finish",,"Zimmer",,"Herstellungsjahr",,"Smart Home Kommunikationsprotokoll",,"Flügelausrichtung",,"Schallleistung",,"Kabellänge",,"Smart Home Kompatibilität",,"EEK Spektrum",,"Herstellernummer",,"Maßeinheit",,"Anzahl der Einheiten",,"Geeignet für",,"Zeitsteuerung",,"Produktart","Klemme","Marke","MONASERA","Farbe","Schwarz","Höhe","15 cm","Tiefe","15 cm","Montage","Klemme",,,,,,,,,,,,20612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2267173123","de_DE","MOTUL 8100 X-clean+ SAE 5W-30 Motoröl für BMW Mercedes Porsche VW 106376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menge",,"Legierung",,"Referenznummer(n) OE",,"Referenznummer(n) OEM",,"Herstellergarantie",,"Anzahl der Einheiten",,"Maßeinheit",,"Weitere Artikelnummer",,"SAE Viskosität","SAE 5W-30","Marke","MOTUL","Herstellerfreigabe","BMW LL-04, MB 229.51, Porsche C30, VW 504 00/507 00","Anwendung","Kraftfahrzeug","Produktart","Motoröl","Getriebetyp",,"Fahrzeugkompatibilität","Kraftfahrzeug","Herstellernummer","109222","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5017039989","de_DE","Mountain Guide Cuando Herren Outdoor-Sportschuh navy/khaki – wasserdicht & rutsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuhgröße",,"Material",,"Sicherheitsklasse",,"Herstellernummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Marke","Mountain Guide","Produktart","Outdoor-Schuh","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9834509499","de_DE","MSV Handtuchhalter zum Einhängen, 3-stufig, Schwarz, 42 x 22 x 68,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Montage erforderlich",,"Anzahl der Einheiten",,"Charakter",,"Charakter Familie",,"Durchmesser",,"Länge",,"Thema",,"Herstellernummer",,"Produktart","Handtuchhalter","Set enthält","Handtuchhalter","Material","Metall","Farbe","Schwarz","Marke","MSV","Montage","Über der Tür","Zimmer","Badezimmer","Finish","Matt","Höhe","68,5 cm","Anzahl der Teile","1","Installationsart","Hängend","Stil","Modern","Abteilung","Erwachsene","Ursprungsland","Deutschland","Maßeinheit","Einheit","Anzahl pro Packung","1","Breite","42 cm","Modell","MSV Badaccessoires",,,,,,,,,,,,,,,,,,20442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0500263191","de_DE","Namuk Kinder Schneehose Schokolade Gr. EU 104 Polyester Crusade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Griffmaterial",,"Herstellernummer",,"Länge",,"Anzahl der Einheiten",,"Maßeinheit",,"Marke","Namuk","Produktart","Schneehose","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4649569251","de_DE","Near Dark Metallpfeife Screen Prince – Eleganter Genuss für unterwegs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farbe","Schwarz","Zustand","Unberaucht/Neu","Ursprungsland","Deutschland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1055381582","de_DE","Nespresso Kaffeegläser Set 130706 Glas Transparent NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anlass",,"Franchise",,"Charakter",,"Thema",,"Herstellungsjahr",,"Gedeck für",,"Original/Lizenzierte Reproduktion",,"Vintage",,"Personalisieren",,"Handgefertigt",,"Convention/Event",,"Größe",,"Muster",,"Stil",,"Besonderheiten",,"Abteilung",,"Getränkeart",,"Glasart",,"Herstellungszeitraum",,"Kapazität",,"Anzahl der Einheiten",,"Anzahl der Teile",,"Breite",,"Durchmesser",,"Form",,"Hält kühl für",,"Hält warm für",,"Höhe",,"Maßeinheit",,"Verschlussart",,,,,,,,,,,,,261672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6625137611","de_DE","Nike DRI-FIT Herren Knöchelsocken 3er-Pack, Gepolstert, Sportlich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charakter",,"Thema",,"Jahreszeit",,"Anzahl pro Packung",,"Besonderheiten",,"Aktivität",,"Zehenart",,"Textilpflege",,"Personalisieren",,"Handgefertigt",,"Größenkategorie",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Maßeinheit",,"Produktart","Socken","Abteilung","Herren","Marke","Nike","Größe","EUR 42-46","Farbe","Weiß","Material","Nylon","Stil","Sportlich","Anlass","Sport, Alltag","Sockenlänge","Knöchelhoch","Muster","Einfarbig","Ursprungsland",,"Herstellernummer","DH3827-902",,,,,,,,,,,,,,,,,,,,11511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7123124767","de_DE","Nike Jordan Herren T-Shirt 'Man or Machine' - Vintage Basketball XL Schwarz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ärmellänge",,"Charakter Familie",,"Besonderheiten",,"Akzente",,"Produktlinie",,"Gewebeart",,"Jahreszeit",,"Vintage",,"Personalisieren",,"Handgefertigt",,"Größenkategorie",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Herstellungsjahr",,"Maßeinheit",,"Marke","Nike","Produktart","T-Shirt","Abteilung","Herren","Größe","XL","Farbe","Schwarz","Thema","Vintage, 90er Jahre, Basketball","Charakter",,"Ausschnitt","Rundhals","Material","100% Baumwolle","Ursprungsland",,"Passform","Regular Fit","Muster","Logo Print","Textilpflege",,"Modell","Man or Machine","Herstellernummer","571001",,,,,,,,,,,,15687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
