Key,Products,Cluster,Types,Sources,TopCategories,SampleValues
Bedienungsanleitung,1,bedienungsanleitung,string:1,attributes:1,,Enthalten
Befestigungssystem,1,befestigungssystem,string:1,attributes:1,,ISOFIX
Behältertyp,1,behaltertyp,string:1,attributes:1,179496:1,Kanister
Beinform,1,beinform,string:1,attributes:1,,Konisch
Beleuchtung,1,beleuchtung,string:1,attributes:1,23895:1,RGB
Beleuchtungsfarbe,1,beleuchtungsfarbe,string:1,attributes:1,174119:1,Rot
Beleuchtungsmodi,1,beleuchtungsmodi,string:1,attributes:1,,4
Belüftet,1,beluftet,string:1,attributes:1,33564:1,Ja
Benötigtes Werkzeug,1,benotigtes werkzeug,string:1,attributes:1,156105:1,Bastelmesser
Beschichtungsmaterial,1,beschichtungsmaterial,string:1,attributes:1,79656:1,Whitford Xylan Antihaftbeschichtung
Beschreibung des Paketinhalts,1,beschreibung des paketinhalts,null:1,attributes:1,138910:1,
Besondere Eigenschaften,1,besondere eigenschaften,string:1,attributes:1,11507:1,"Stretch, Atmungsaktiv, Komfort"
Besondere Inhaltsstoffe,1,besondere inhaltsstoffe,string:1,attributes:1,,"Arnika, Aloe Vera, Rosskastanie, Ringelblume, Eukalyptus, Menthol, Brennnessel, Beinwell"
Betriebsspannung AC,1,betriebsspannung ac,string:1,attributes:1,,110-240V
Betriebssystem,1,betriebssystem,string:1,attributes:1,174119:1,Android
Betriebstemperatur,1,betriebstemperatur,string:1,attributes:1,,0°C bis 70°C
Biegbarkeit,1,biegbarkeit,string:1,attributes:1,,Bis 25 Grad
Bildschirmgröße,1,bildschirmgrosse,string:1,attributes:1,122188:1,10.26 Zoll
Bildschirmtechnologie,1,bildschirmtechnologie,string:1,attributes:1,122188:1,HD
Bluetooth,1,bluetooth,string:1,attributes:1,174119:1,Ja
Bluetooth-Funktion,1,bluetooth funktion,string:1,attributes:1,174119:1,Ja
Boden & Zargen Holz,1,boden zargen holz,string:1,attributes:1,22670:1,Mahagoni
Bohrdurchmesser,1,bohrdurchmesser,string:1,attributes:1,20740:1,8mm
Borsten-Eigenschaft 1,1,borsten eigenschaft 1,string:1,attributes:1,,Stark für schweren Schnee und Eis
Borsten-Eigenschaft 2,1,borsten eigenschaft 2,string:1,attributes:1,,Schonend für Lackschutz
Borsten-Typ,1,borsten typ,string:1,attributes:1,,Zwei-Phasen Premium Borsten
BPA-frei,1,bpa frei,string:1,attributes:1,101428:1,Ja
Breite (cm),1,breite cm,string:1,attributes:1,,46.5
Breite 1 [mm],1,breite 1 mm,string:1,attributes:1,170141:1,19
Breite 2 [mm],1,breite 2 mm,string:1,attributes:1,170141:1,22
Breite Flachmeißel 1,1,breite flachmeissel 1,string:1,attributes:1,50382:1,50 mm
Breite Flachmeißel 2,1,breite flachmeissel 2,string:1,attributes:1,50382:1,25 mm
Breite in cm,1,breite in cm,string:1,attributes:1,,16
Bremsentyp,1,bremsentyp,string:1,attributes:1,33564:1,Scheibenbremse
Bremssystem,1,bremssystem,string:1,attributes:1,57357:1,TRW
Brennstoffart,1,brennstoffart,string:1,attributes:1,81464:1,Holzkohle
Briefpapier & Karten,1,briefpapier karten,null:1,attributes:1,138910:1,
Bundhöhe,1,bundhohe,string:1,attributes:1,11507:1,Low Rise
Bundweite,1,bundweite,string:1,attributes:1,,36
Calcium,1,calcium,string:1,attributes:1,180501:1,21.6%
CE-Zertifizierung,1,ce zertifizierung,string:1,attributes:1,174119:1,Ja
Charakter,1,charakter,string:1,attributes:1,261068:1,Wolverine
Charaktere,1,charaktere,string:1,attributes:1,19082:1,"Mickey Maus, Stitch, Simba, Schneewittchen, Bambi, Elastigirl, Mirabel, Alien"
Cinch-Ausgänge,1,cinch ausgange,string:1,attributes:1,174119:1,Ja
ComfortZone,1,comfortzone,string:1,attributes:1,,70
Controller,1,controller,string:1,attributes:1,,Phison E13T
Cutaway,1,cutaway,string:1,attributes:1,156104:1,Ja
Darreichungsform,1,darreichungsform,string:1,attributes:1,,Salbe
Datenübertragungsrate USB,1,datenubertragungsrate usb,string:1,attributes:1,,
Deckenholz,1,deckenholz,string:1,attributes:1,22670:1,Zeder massiv
Design-Thema,1,design thema,string:1,attributes:1,,Shades of Ocean
Designland,1,designland,string:1,attributes:1,20349:1,USA
Designstil,1,designstil,string:1,attributes:1,,Modern
Details,1,details,string:1,attributes:1,,Knopfleiste am Rundhalsausschnitt
Dichtring enthalten,1,dichtring enthalten,string:1,attributes:1,33661:1,Ja
Dichtringdurchmesser,1,dichtringdurchmesser,string:1,attributes:1,33729:1,53
Dichtungssatz,1,dichtungssatz,string:1,attributes:1,33665:1,Ja
Dichtungstyp,1,dichtungstyp,string:1,attributes:1,33665:1,Zylinderkopfdichtung
Dicke/Stärke,1,dicke starke,string:1,attributes:1,57357:1,17
Digitalanzeige,1,digitalanzeige,string:1,attributes:1,,Ja
Diskretion,1,diskretion,string:1,attributes:1,36440:1,Ja
Display,1,display,string:1,attributes:1,29523:1,Digital
DPF-Kompatibilität,1,dpf kompatibilitat,string:1,attributes:1,179496:1,Ja
DRAM-Cache,1,dram cache,string:1,attributes:1,,Nein
Drehwirbel,1,drehwirbel,string:1,attributes:1,,Brauseseitig
Drehzahlbereich,1,drehzahlbereich,string:1,attributes:1,42284:1,6000-13000 U/min
Druck,1,druck,string:1,attributes:1,261425:1,"0,1bar"
Druckentlastend,1,druckentlastend,string:1,attributes:1,,Ja
Druckermarke,1,druckermarke,string:1,attributes:1,171961:1,Canon
Duft,1,duft,string:1,attributes:1,,Kräuter
Durchflussbegrenzer,1,durchflussbegrenzer,string:1,attributes:1,,10 l/min
Durchflussbereich,1,durchflussbereich,string:1,attributes:1,54145:1,"0,2 bar bei 60 L/h"
Durchmesser ⌀,1,durchmesser,string:1,attributes:1,,500 mm
Durchmesser Hülle,1,durchmesser hulle,string:1,attributes:1,261011:1,30/32 cm
Durchmesser Schutzhülle,1,durchmesser schutzhulle,string:1,attributes:1,261011:1,55/70 cm
Düsen,1,dusen,string:1,attributes:1,,Kombidüse|2in1-Fugendüse
EAC_Kennzeichnung,1,eac kennzeichnung,string:1,attributes:1,33564:1,Ja
EC-Vertreter,1,ec vertreter,string:1,attributes:1,,EUREP Gmbh
Edition,1,edition,string:1,attributes:1,19082:1,Disney Edition
Einbau,1,einbau,string:1,attributes:1,180407:1,Sofort einbaufertig
Einbaumaße (B x H),1,einbaumasse b x h,string:1,attributes:1,,150 x 200 mm
Einbauseite,1,einbauseite,string:1,attributes:1,170141:1,"Links, Rechts"
Einbautiefe min.,1,einbautiefe min,string:1,attributes:1,,25 mm
Eingang (Details),1,eingang details,string:1,attributes:1,47075:1,USB-C1 5V=2.4A
Eingang (USB-C),1,eingang usb c,string:1,attributes:1,47075:1,5V / 2.4A
Eingangsspannung,1,eingangsspannung,string:1,attributes:1,47075:1,5V
EKA-Nummer,1,eka nummer,string:1,attributes:1,,EKA-0120226
Emissionskompatibilität,1,emissionskompatibilitat,string:1,attributes:1,179496:1,Ja
Empfohlene Getriebe,1,empfohlene getriebe,string:1,attributes:1,179501:1,"VW DSG, BMW DKG"
Empfohlene Raumgröße,1,empfohlene raumgrosse,string:1,attributes:1,69197:1,20 m²
Empfohlene Speisen,1,empfohlene speisen,string:1,attributes:1,,"Fleisch, Fisch, Gemüse"
Empfohlener Anwendungsbereich,1,empfohlener anwendungsbereich,string:1,attributes:1,49782:1,"Motorrad, Powersports-Fahrzeuge"
Empfohlener Einsatzbereich,1,empfohlener einsatzbereich,string:1,attributes:1,,"MTB, Rennrad, Allroad"
Empfohlener Einsatzort,1,empfohlener einsatzort,string:1,attributes:1,,"Garten, Terrasse, Eingangsbereich"
Empfohlener Raum,1,empfohlener raum,string:1,attributes:1,37644:1,Schlafzimmer
Empfohlenes Zimmer,1,empfohlenes zimmer,string:1,attributes:1,37644:1,Schlafzimmer
Endgröße (L x B x H),1,endgrosse l x b x h,string:1,attributes:1,156105:1,ca. 50 x 42 x 53 cm
Endstücke,1,endstucke,string:1,attributes:1,260307:1,gerade/gerade
Energie,1,energie,string:1,attributes:1,179846:1,1.536 kWh
Energieeffizienz,1,energieeffizienz,string:1,attributes:1,,Energie- & platzsparend
Energieverbrauch_pro_24h,1,energieverbrauch pro 24h,string:1,attributes:1,,0.18 kWh
Energieversorgung,1,energieversorgung,string:1,attributes:1,,Solarbetrieben
Enthält Dichtringe,1,enthalt dichtringe,string:1,attributes:1,174087:1,Ja
Enthält Innenraumfilter,1,enthalt innenraumfilter,string:1,attributes:1,174087:1,Ja
Enthält Luftfilter,1,enthalt luftfilter,string:1,attributes:1,174087:1,Ja
Enthält Ölfilter,1,enthalt olfilter,string:1,attributes:1,174087:1,Ja
Entwicklungsland,1,entwicklungsland,string:1,attributes:1,,Deutschland
Equalizer,1,equalizer,string:1,attributes:1,174119:1,Ja
Ergänzende Info,1,erganzende info,string:1,attributes:1,33661:1,mit Dichtring
Ergänzende Information,1,erganzende information,string:1,attributes:1,33661:1,mit Dichtring
Erhaltungsladespannung,1,erhaltungsladespannung,string:1,attributes:1,49782:1,13.8V
Erscheinungsjahr,1,erscheinungsjahr,string:1,attributes:1,138910:1,2013
Ersetzt OEM Kurbelwelle,1,ersetzt oem kurbelwelle,string:1,attributes:1,,"EN-46106, EN-46111"
Ersetzt OEM Nockenwelle,1,ersetzt oem nockenwelle,string:1,attributes:1,,"EN-48383, EN-48383-1, EN-48383-2, EN-48383-3"
Ersetzt OEM-Nummer (Kurbelwellenfixierung),1,ersetzt oem nummer kurbelwellenfixierung,string:1,attributes:1,,EN-46106
Ersetzt OEM-Nummer (Nockenwellenfixierung),1,ersetzt oem nummer nockenwellenfixierung,string:1,attributes:1,,EN-48383
Ersetzt OEM-Werkzeuge,1,ersetzt oem werkzeuge,string:1,attributes:1,,"EN-46106, EN-46111, EN-48383, EN-48383-1, EN-48383-2, EN-48383-3"
Erstausrüsterqualität,1,erstausrusterqualitat,string:1,attributes:1,262128:1,Ja
Erweiterbar,1,erweiterbar,string:1,attributes:1,,Ja
Erweiterung,1,erweiterung,string:1,attributes:1,183465:1,Karmesin & Purpur – Prismatische Entwicklungen
EU-Importeur,1,eu importeur,string:1,attributes:1,,WAITCHX
Fächer,1,facher,string:1,attributes:1,,"Geräumiges Innenfach, Handyfach"
Fahrwerkskomponente,1,fahrwerkskomponente,string:1,attributes:1,180391:1,Federbeinstützlager
Farbe Gestell,1,farbe gestell,string:1,attributes:1,,Schwarz
Farbe Netz,1,farbe netz,string:1,attributes:1,,Weiß
Farbe Polster,1,farbe polster,string:1,attributes:1,,Creme-Weiß
Farbe Rattan,1,farbe rattan,string:1,attributes:1,,Schwarz
Fassungsvermögen pro Glas,1,fassungsvermogen pro glas,string:1,attributes:1,,300 ml
Fernbedienung,1,fernbedienung,string:1,attributes:1,174119:1,Ja
Fertigung,1,fertigung,string:1,attributes:1,,Handgenäht
Fertigungsart,1,fertigungsart,string:1,attributes:1,180407:1,Präzisionsbearbeitet
Fettreduktion,1,fettreduktion,string:1,attributes:1,,Bis zu 90%
Feuchtegehalt,1,feuchtegehalt,string:1,attributes:1,180501:1,<10%
Feuchtigkeitsregulierend,1,feuchtigkeitsregulierend,string:1,attributes:1,66728:1,Ja
Feuerbeständigkeitsstandard,1,feuerbestandigkeitsstandard,string:1,attributes:1,,"EN 1021-1, EN 1021-2"
Filterart,1,filterart,string:1,attributes:1,184665:1,Permanentfilter
Finish,1,finish,string:1,attributes:1,,Matt
FM-Radio,1,fm radio,string:1,attributes:1,174119:1,Ja
Fördermenge,1,fordermenge,string:1,attributes:1,261425:1,500l/h
Format,1,format,null:1,attributes:1,138910:1,
Franchise,1,franchise,string:1,attributes:1,261068:1,Marvel
Frequenz (AC Adapter),1,frequenz ac adapter,string:1,attributes:1,,50/60 Hz
Frostschutz bis,1,frostschutz bis,string:1,attributes:1,,-40 °C
Füllgewicht,1,fullgewicht,string:1,attributes:1,66728:1,1600 g
Füllmaterial,1,fullmaterial,string:1,attributes:1,66728:1,100% recycelte Polyester-Hohlfaser
Füllmenge Einheit,1,fullmenge einheit,string:1,attributes:1,179501:1,Liter
Füllung,1,fullung,string:1,attributes:1,,"80% Daunen, 20% Federn"
Für Bremssystem,1,fur bremssystem,null:1,attributes:1,177806:1,
Für Felgentyp,1,fur felgentyp,null:1,attributes:1,177806:1,
Für Oldtimer geeignet,1,fur oldtimer geeignet,string:1,attributes:1,174087:1,Nein
Futter,1,futter,string:1,attributes:1,,"Polyester 55%, Viskose 45%"
Fütterungsdicke,1,futterungsdicke,string:1,attributes:1,,Warm gefüttert
Garantiezeit,1,garantiezeit,string:1,attributes:1,,5 Jahre
Gebindeform,1,gebindeform,string:1,attributes:1,179501:1,Flasche
Geeignet für Fahrzeugtyp,1,geeignet fur fahrzeugtyp,string:1,attributes:1,174087:1,PKW
Geeignet für Gerätetyp,1,geeignet fur geratetyp,string:1,attributes:1,184665:1,Luftreiniger
Geeignet für Herdarten,1,geeignet fur herdarten,string:1,attributes:1,79656:1,"Induktion, Gas, Elektro, Ceran"
Geeignet für Schirmtyp,1,geeignet fur schirmtyp,string:1,attributes:1,261011:1,Ampelschirm
Geeignet_für,1,geeignet fur,string:1,attributes:1,260307:1,"Waschmaschine, Spülmaschine"
Geeignete Materialien,1,geeignete materialien,string:1,attributes:1,260176:1,Stahl
Gefriergeeignet,1,gefriergeeignet,string:1,attributes:1,101428:1,Ja
Gehäusefarbe,1,gehausefarbe,string:1,attributes:1,,Champagne Gold
Gelenkart,1,gelenkart,string:1,attributes:1,33729:1,Gleichlaufgelenk
Genauigkeit,1,genauigkeit,string:1,attributes:1,29525:1,±0.02 mm
Gerätetyp,1,geratetyp,string:1,attributes:1,,Benzin-Rucksack-Kombigerät
Gesamtgewicht (Brutto),1,gesamtgewicht brutto,string:1,attributes:1,180501:1,1 kg
Gesamthöhe,1,gesamthohe,string:1,attributes:1,,177 mm
Gesamtlänge,1,gesamtlange,string:1,attributes:1,50382:1,450 mm
Gesamtlänge (Gr. 36),1,gesamtlange gr 36,string:1,attributes:1,,57 cm
Getriebetyp,1,getriebetyp,string:1,attributes:1,179501:1,Doppelkupplungsgetriebe
Gewebeart,1,gewebeart,string:1,attributes:1,15687:1,Jersey
Gewicht (ca.),1,gewicht ca,string:1,attributes:1,,20 kg
Gewicht (Netto),1,gewicht netto,string:1,attributes:1,179501:1,1 kg
Gewicht [kg],1,gewicht kg,string:1,attributes:1,170141:1,1
Gewicht Brutto,1,gewicht brutto,string:1,attributes:1,,0.47 kg
Gewicht Einheit,1,gewicht einheit,string:1,attributes:1,179501:1,kg
Gewicht Netto,1,gewicht netto,string:1,attributes:1,,0.27 kg
Gewichtsgrößen,1,gewichtsgrossen,string:1,attributes:1,161826:1,"No. 4, No. 6, No. 8, No. 10, SWA"
Gewichtsklassen,1,gewichtsklassen,string:1,attributes:1,161826:1,"VS, S, M, L, XL"
Gewindegröße,1,gewindegrosse,string:1,attributes:1,3244:1,"M14x1,5"
Gewindemaß,1,gewindemass,string:1,attributes:1,33612:1,M12
Gleichspannung (DC),1,gleichspannung dc,string:1,attributes:1,,12V / 24V
GPSR Email,1,gpsr email,string:1,attributes:1,101428:1,contact@umami-bento.com
GPSR EU Authorised Representative,1,gpsr eu authorised representative,string:1,attributes:1,156104:1,"AR Experts, P.O. Box 5047, 3620 AA Breukelen, The Netherlands"
GPSR Manufacturer email,1,gpsr manufacturer email,string:1,attributes:1,22670:1,info@hofner.com
GPSR_Manufacturer_email,1,gpsr manufacturer email,string:1,attributes:1,33564:1,info@vierol-shop.de
GPSR_Manufacturer_name,1,gpsr manufacturer name,string:1,attributes:1,33564:1,VIEROL AG
GPSR_url,1,gpsr url,string:1,attributes:1,33564:1,www.vierol-shop.de
Grammatur,1,grammatur,null:1,attributes:1,138910:1,
Griff-Eigenschaft,1,griff eigenschaft,string:1,attributes:1,,Ergonomisch und gepolstert
Griffart,1,griffart,string:1,attributes:1,,Teleskopgriff
Griffbrett Holz,1,griffbrett holz,string:1,attributes:1,22670:1,Palisander
Grillfläche,1,grillflache,string:1,attributes:1,,Groß
Grillfläche Bodenfläche,1,grillflache bodenflache,string:1,attributes:1,,ca. 15 cm x 15 cm
Größe (EU),1,grosse eu,string:1,attributes:1,,36
Größe (UK),1,grosse uk,string:1,attributes:1,,8
Größe (US),1,grosse us,string:1,attributes:1,,4
Größe Erwachsene,1,grosse erwachsene,string:1,attributes:1,109677:1,XL
Größe Westen Erwachsene,1,grosse westen erwachsene,string:1,attributes:1,109677:1,XL
Größen,1,grossen,string:1,attributes:1,84237:1,"8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 27, 30, 32, 34, 36 mm"
Größenart,1,grossenart,string:1,attributes:1,,Normalgröße
Größenbereich,1,grossenbereich,string:1,attributes:1,84237:1,8-36 mm
Grundmaterial,1,grundmaterial,string:1,attributes:1,79656:1,"Edelstahl, Aluminium"
Hals Holz,1,hals holz,string:1,attributes:1,22670:1,Mahagoni
Haltbarkeit,1,haltbarkeit,string:1,attributes:1,,5 Jahre
Handgefertigt,1,handgefertigt,string:1,attributes:1,175769:1,Ja
Handgemacht,1,handgemacht,string:1,attributes:1,15687:1,Nein
Handgepäcktauglich,1,handgepacktauglich,string:1,attributes:1,,Ja
Handhabung,1,handhabung,string:1,attributes:1,238:1,Einfach
Hauptfunktion,1,hauptfunktion,string:1,attributes:1,54145:1,Entkarbonisierung
Hauptinhaltsstoffe,1,hauptinhaltsstoffe,string:1,attributes:1,,"Bienengift, Bienenwachs"
Hauptmaterial,1,hauptmaterial,string:1,attributes:1,,Nylon
Hauptverschluss,1,hauptverschluss,string:1,attributes:1,,Reißverschluss
Hauptzusammensetzung,1,hauptzusammensetzung,string:1,attributes:1,180501:1,"Magermilchpulver, Magnesiumoxid, Kartoffelstärke, Zucker"
Hautfreundlichkeit,1,hautfreundlichkeit,string:1,attributes:1,36440:1,Reduziert Hautirritationen
Heißwasserbegrenzung,1,heisswasserbegrenzung,string:1,attributes:1,,Ja
Heizleistung,1,heizleistung,string:1,attributes:1,67720:1,150 W
Helligkeit,1,helligkeit,string:1,attributes:1,,Hoch
Herstellenummer,1,herstellenummer,string:1,attributes:1,179496:1,111812
Hersteller (Europa),1,hersteller europa,string:1,attributes:1,181379:1,THULE SWEDEN AB
Hersteller (USA),1,hersteller usa,string:1,attributes:1,181379:1,THULE INC.
Hersteller-Stilnummer,1,hersteller stilnummer,string:1,attributes:1,,PUH-PO-AW23-ACC-160
Hersteller-Website,1,hersteller website,string:1,attributes:1,20622:1,www.vileda.de
Herstelleradresse Schweden,1,herstelleradresse schweden,string:1,attributes:1,181379:1,"Borggatan 5, 33573 Hillerstorp, Sweden"
Herstelleradresse USA,1,herstelleradresse usa,string:1,attributes:1,181379:1,"42 Silvermine Road, Seymour, CT, 06483 USA"
Herstellerartikelnummer,1,herstellerartikelnummer,string:1,attributes:1,,20521
Herstellerfreigabe,1,herstellerfreigabe,string:1,attributes:1,179501:1,ZF000020
Herstellerfreigabe Mercedes-Benz,1,herstellerfreigabe mercedes benz,string:1,attributes:1,,MB 229.61
Herstellerfreigabe Opel,1,herstellerfreigabe opel,string:1,attributes:1,,OV0401547
Herstellerfreigabe PSA,1,herstellerfreigabe psa,string:1,attributes:1,,"B71 2290, B71 2312"
Herstellerfreigabe Renault,1,herstellerfreigabe renault,string:1,attributes:1,,RN0710
Herstellungsort,1,herstellungsort,string:1,attributes:1,,Paris
Hitzebeständigkeit,1,hitzebestandigkeit,string:1,attributes:1,79656:1,Bis 180°C
Höhe (cm),1,hohe cm,string:1,attributes:1,,10.5
Höhe in cm,1,hohe in cm,string:1,attributes:1,,4
Höhe Schutzhülle,1,hohe schutzhulle,string:1,attributes:1,261011:1,225 cm
Höhenverstellbar,1,hohenverstellbar,string:1,attributes:1,,Ja
Hüftumfang,1,huftumfang,string:1,attributes:1,36440:1,100-135 cm
Inbusschlüssel Größen,1,inbusschlussel grossen,string:1,attributes:1,,"2.5 mm, 3 mm, 4 mm, 5 mm, 6 mm"
Industriestandards,1,industriestandards,string:1,attributes:1,,"ASTM USA D3306/D4656, SAE J1034, BS 6580:2010, UNE 26-361-88/1"
Inhaltseinheit,1,inhaltseinheit,string:1,attributes:1,,Liter
Inhaltsstoffe,1,inhaltsstoffe,string:1,attributes:1,,Monoethylenglykol
Inhibitor-Typ,1,inhibitor typ,string:1,attributes:1,,"Organisch, Silikat"
Inklusive Zubehör,1,inklusive zubehor,string:1,attributes:1,156104:1,Ja
Innenaufteilung,1,innenaufteilung,string:1,attributes:1,,"Hauptfach, Packgurte"
Innendurchmesser,1,innendurchmesser,string:1,attributes:1,33661:1,28 mm
Innendurchmesser 1 [mm],1,innendurchmesser 1 mm,string:1,attributes:1,170141:1,25
Innendurchmesser 2 [mm],1,innendurchmesser 2 mm,string:1,attributes:1,170141:1,40
Integriertes Thermometer,1,integriertes thermometer,string:1,attributes:1,81464:1,Ja
Intelligente Steuerung,1,intelligente steuerung,string:1,attributes:1,,Ja
Internationale Größe,1,internationale grosse,string:1,attributes:1,,M
Interne Produkt-ID,1,interne produkt id,string:1,attributes:1,33665:1,4041248450864
Kabelloser Ladestandard,1,kabelloser ladestandard,string:1,attributes:1,20349:1,MagSafe
Kabelschutz,1,kabelschutz,string:1,attributes:1,42284:1,Vorhanden
Kabeltyp,1,kabeltyp,string:1,attributes:1,23895:1,Geflochten
Kältemittelmenge,1,kaltemittelmenge,string:1,attributes:1,,12 g
Kaltstartstrom (CCA),1,kaltstartstrom cca,string:1,attributes:1,49782:1,190 A
Kannenmaterial,1,kannenmaterial,string:1,attributes:1,184665:1,Thermoskanne
Kapazität (Liter),1,kapazitat liter,string:1,attributes:1,54145:1,11500
Kapuze,1,kapuze,string:1,attributes:1,,"Abnehmbar, Verstellbar"
Kartenart,1,kartenart,string:1,attributes:1,138910:1,Doppelkarten
Kartuschentyp,1,kartuschentyp,string:1,attributes:1,,Keramikkartusche
Katalysator-Kompatibilität,1,katalysator kompatibilitat,string:1,attributes:1,179496:1,Ja
Kategorie (allgemein),1,kategorie allgemein,string:1,attributes:1,262128:1,"Auto & Motorrad > KFZ-Ersatzteile > Antrieb, Motoren & Getriebe > KFZ-Dichtungen"
Kategorie (generisch),1,kategorie generisch,string:1,attributes:1,180407:1,"Auto & Motorrad > KFZ-Ersatzteile > Antrieb, Motoren & Getriebe"
Kategorie Pfad (Allgemein),1,kategorie pfad allgemein,string:1,attributes:1,33665:1,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Dichtungen & Montageteile > Zylinderkopfdichtungen
Kategorie_Listing,1,kategorie listing,string:1,attributes:1,156104:1,Musikinstrumente > Saiteninstrumente > Gitarren > Akustikgitarren
Kederleiste Durchmesser,1,kederleiste durchmesser,string:1,attributes:1,,"5,8/7,2 mm"
Kernbohrer,1,kernbohrer,string:1,attributes:1,50382:1,Nein
Kettennieter integriert,1,kettennieter integriert,string:1,attributes:1,,Ja
Klimaklasse,1,klimaklasse,string:1,attributes:1,,SN/N/T/ST
Klimaregulierend,1,klimaregulierend,string:1,attributes:1,66728:1,Ja
Kofferart,1,kofferart,string:1,attributes:1,,Trolley
Koffertyp,1,koffertyp,string:1,attributes:1,,Weichschale
Kohlensäure-Füllmenge,1,kohlensaure fullmenge,string:1,attributes:1,,425 g
Kollektion,1,kollektion,string:1,attributes:1,,AW23
Kompatibilität Lenkradfernbedienung,1,kompatibilitat lenkradfernbedienung,string:1,attributes:1,174119:1,Ja
Kompatible Automarken,1,kompatible automarken,string:1,attributes:1,174087:1,"Audi, Seat, Skoda, VW"
Kompatible Baujahre,1,kompatible baujahre,string:1,attributes:1,263094:1,ab 2015
Kompatible Modellreihe,1,kompatible modellreihe,string:1,attributes:1,33694:1,2er F45 Active Tourer
Kompatibles Fahrzeugmodell,1,kompatibles fahrzeugmodell,string:1,attributes:1,33612:1,Touran (1T2)
Kompatibles Modell,1,kompatibles modell,string:1,attributes:1,20349:1,iPhone 16 Pro
Kompatibles System,1,kompatibles system,string:1,attributes:1,,Quooker CUBE
Konfektionsgröße EU,1,konfektionsgrosse eu,string:1,attributes:1,,44
Konfektionsgröße FR,1,konfektionsgrosse fr,string:1,attributes:1,,46
Konfektionsgröße IT,1,konfektionsgrosse it,string:1,attributes:1,,50
Konfektionsgröße UK,1,konfektionsgrosse uk,string:1,attributes:1,,16
Konstruktion,1,konstruktion,string:1,attributes:1,49782:1,Robust
Konzentration,1,konzentration,string:1,attributes:1,,Konzentrat
Kopfform,1,kopfform,string:1,attributes:1,33612:1,Zylinderkopf
Kopfstütze,1,kopfstutze,string:1,attributes:1,,Höhenverstellbar
Korbbeschichtung,1,korbbeschichtung,string:1,attributes:1,,Antihaft
Körpergröße Kind,1,korpergrosse kind,string:1,attributes:1,,76 - 115 cm
Kraftstoffeffizienz,1,kraftstoffeffizienz,string:1,attributes:1,179496:1,Verbessert
Kragen- und Saumdetails,1,kragen und saumdetails,string:1,attributes:1,,Rippstrick
Kühles Gehäuse,1,kuhles gehause,string:1,attributes:1,,Ja
Künstler,1,kunstler,string:1,attributes:1,138910:1,Andreas Felger
Ladeanschluss,1,ladeanschluss,string:1,attributes:1,47075:1,USB-C
Ladegerät enthalten,1,ladegerat enthalten,string:1,attributes:1,29518:1,Ja
Ladespannung (Zyklus),1,ladespannung zyklus,string:1,attributes:1,49782:1,14.5V-15V
Ladestrom (Standard),1,ladestrom standard,string:1,attributes:1,49782:1,2.8A
Ladezeit,1,ladezeit,string:1,attributes:1,,ca. 6 Stunden
Ladezeit (100%),1,ladezeit 100,string:1,attributes:1,29518:1,154 Minuten
Ladezeit (80%),1,ladezeit 80,string:1,attributes:1,29518:1,120 Minuten
Länge (cm),1,lange cm,string:1,attributes:1,,50.5
Länge geschlossen,1,lange geschlossen,string:1,attributes:1,,13.5 cm
Länge in cm,1,lange in cm,string:1,attributes:1,,24
Länge Klinge,1,lange klinge,string:1,attributes:1,,9 cm
Lärmpegel,1,larmpegel,string:1,attributes:1,,45 dB
Lastenmanagement,1,lastenmanagement,string:1,attributes:1,87122:1,Optimiert für schwere Lasten
Laufzeit pro Füllung,1,laufzeit pro fullung,string:1,attributes:1,69197:1,Bis zu 25 Stunden
Lebensmittelecht,1,lebensmittelecht,string:1,attributes:1,,Ja
Leckageschutz,1,leckageschutz,string:1,attributes:1,262128:1,Ja
LED Typ,1,led typ,string:1,attributes:1,,5730
Leerlaufspannung,1,leerlaufspannung,string:1,attributes:1,260176:1,> 40 V
Leibhöhe,1,leibhohe,string:1,attributes:1,,normal
Leistung (PS),1,leistung ps,string:1,attributes:1,,2 PS
Lesegeschwindigkeit,1,lesegeschwindigkeit,string:1,attributes:1,,2100 MB/s
Leuchtdauer,1,leuchtdauer,string:1,attributes:1,,Lang
Leuchtmittel,1,leuchtmittel,string:1,attributes:1,,LED
Lichtstrom,1,lichtstrom,string:1,attributes:1,,1200 LM
Lineatur,1,lineatur,null:1,attributes:1,138910:1,
Logo-Applikation,1,logo applikation,string:1,attributes:1,,Tommy Hilfiger Flag-Stickerei
Magnesium,1,magnesium,string:1,attributes:1,180501:1,3.3%
Maße (ca.),1,masse ca,string:1,attributes:1,,120 x 60 x 100 cm
Maße (cm),1,masse cm,string:1,attributes:1,,50.5 x 46.5 x 10.5
Maße (LxBxH),1,masse lxbxh,string:1,attributes:1,,99x52x16 cm
Maße (Zoll),1,masse zoll,string:1,attributes:1,,20 x 18.25 x 4.25
Material Außenjacke,1,material aussenjacke,string:1,attributes:1,,100% Polyester
Material Außenschicht,1,material aussenschicht,string:1,attributes:1,36440:1,Luftdurchlässig
Material Bezug,1,material bezug,string:1,attributes:1,66728:1,100% Baumwolle
