Key,Products,Cluster,Types,Sources,TopCategories,SampleValues
Bearbeitung,1,bearbeitung,string:1,attributes:1,33564:1,Unbeschichtet
Beckentiefe,1,beckentiefe,string:1,attributes:1,260627:1,190 mm
Bedienungsanleitung,1,bedienungsanleitung,string:1,attributes:1,,Enthalten
Bedienungselement,1,bedienungselement,string:1,attributes:1,259858:1,Handrad
Befestigungsort,1,befestigungsort,string:1,attributes:1,,Lüftungsschlitze
Befestigungssystem,1,befestigungssystem,string:1,attributes:1,,ISOFIX
Befestigungstyp,1,befestigungstyp,string:1,attributes:1,262204:1,Clip-on
Behältertyp,1,behaltertyp,string:1,attributes:1,179496:1,Kanister
Beheizbar,1,beheizbar,string:1,attributes:1,262161:1,Ja
Beinabschluss,1,beinabschluss,string:1,attributes:1,,Mit Schneefang
Belastbarkeit,1,belastbarkeit,string:1,attributes:1,,Schwerlast
Beleuchtungsart,1,beleuchtungsart,string:1,attributes:1,22689:1,LED
Beleuchtungsfarbe,1,beleuchtungsfarbe,string:1,attributes:1,174119:1,Rot
Beleuchtungsmodi,1,beleuchtungsmodi,string:1,attributes:1,,4
Belüftet,1,beluftet,string:1,attributes:1,33564:1,Ja
Belüftungskanäle,1,beluftungskanale,null:1,attributes:1,70911:1,
Belüftungssystem,1,beluftungssystem,string:1,attributes:1,70911:1,Optimiert
Benötigtes Werkzeug,1,benotigtes werkzeug,string:1,attributes:1,156105:1,Bastelmesser
Beschichtungsmaterial,1,beschichtungsmaterial,string:1,attributes:1,79656:1,Whitford Xylan Antihaftbeschichtung
Besondere Eigenschaften,1,besondere eigenschaften,string:1,attributes:1,11507:1,"Stretch, Atmungsaktiv, Komfort"
Besondere Funktionen,1,besondere funktionen,string:1,attributes:1,133704:1,"Auto‑iQ, Eis‑Crush, Pulse"
Besondere Inhaltsstoffe,1,besondere inhaltsstoffe,string:1,attributes:1,,"Arnika, Aloe Vera, Rosskastanie, Ringelblume, Eukalyptus, Menthol, Brennnessel, Beinwell"
besonderheiten,1,besonderheiten,string:1,attributes:1,259347:1,Wiederverwendbar
Besonderheiten (Besonderheiten),1,besonderheiten besonderheiten,string:1,attributes:1,162041:1,"Rutschfest, Belüftet, OEKO-TEX zertifiziert"
Bestellnummer (PO),1,bestellnummer po,string:1,attributes:1,,ME-160761
Betriebsdauer,1,betriebsdauer,string:1,attributes:1,183391:1,6-8 Stunden
Betriebsspannung AC,1,betriebsspannung ac,string:1,attributes:1,,110-240V
Betriebssystem,1,betriebssystem,string:1,attributes:1,174119:1,Android
Betriebstemperatur,1,betriebstemperatur,string:1,attributes:1,,0°C bis 70°C
Beutellos,1,beutellos,string:1,attributes:1,2662:1,Ja
Bezug abnehmbar,1,bezug abnehmbar,string:1,attributes:1,,Ja
Bezug Reißverschluss,1,bezug reissverschluss,string:1,attributes:1,,4-seitig
Bezugsmaterial,1,bezugsmaterial,string:1,attributes:1,,100% Polyester
Bezugverschluss,1,bezugverschluss,string:1,attributes:1,,4-seitiger Rundumreißverschluss
Biegbarkeit,1,biegbarkeit,string:1,attributes:1,,Bis 25 Grad
Bildschirmgröße,1,bildschirmgrosse,string:1,attributes:1,122188:1,10.26 Zoll
Bildschirmtechnologie,1,bildschirmtechnologie,string:1,attributes:1,122188:1,HD
Bindung,1,bindung,string:1,attributes:1,15480:1,Hardcover
Biologisch abbaubar,1,biologisch abbaubar,string:1,attributes:1,,Vollständig
Bit-Größen,1,bit grossen,string:1,attributes:1,4296:1,"TX10, TX15, TX20, TX25, TX30, TX40 (mehrfach bestückt)"
Bit-Typ,1,bit typ,string:1,attributes:1,4296:1,Torx
Bithalter,1,bithalter,string:1,attributes:1,4296:1,"1 x 1/4"" x 50 mm"
Blattanzahl,1,blattanzahl,string:1,attributes:1,28113:1,20
Bleistifte & Druckbleistifte,1,bleistifte druckbleistifte,null:1,attributes:1,25354:1,
Blendreduzierung,1,blendreduzierung,string:1,attributes:1,262204:1,Ja
Blinkleuchte integriert,1,blinkleuchte integriert,string:1,attributes:1,262161:1,Ja
Bluetooth,1,bluetooth,string:1,attributes:1,174119:1,Ja
Bluetooth Frequenzbereich,1,bluetooth frequenzbereich,string:1,attributes:1,,2.41 GHz
Bluetooth Version,1,bluetooth version,string:1,attributes:1,,5.3
Bluetooth-Funktion,1,bluetooth funktion,string:1,attributes:1,174119:1,Ja
Boden & Zargen Holz,1,boden zargen holz,string:1,attributes:1,22670:1,Mahagoni
Bohrdurchmesser,1,bohrdurchmesser,string:1,attributes:1,20740:1,8mm
Borsten-Eigenschaft 1,1,borsten eigenschaft 1,string:1,attributes:1,,Stark für schweren Schnee und Eis
Borsten-Eigenschaft 2,1,borsten eigenschaft 2,string:1,attributes:1,,Schonend für Lackschutz
Borsten-Typ,1,borsten typ,string:1,attributes:1,,Zwei-Phasen Premium Borsten
Breite (mm),1,breite mm,string:1,attributes:1,170141:1,41
Breite 1 [mm],1,breite 1 mm,string:1,attributes:1,170141:1,19
Breite 2 [mm],1,breite 2 mm,string:1,attributes:1,170141:1,22
Breite der Schubladen,1,breite der schubladen,null:1,attributes:1,127551:1,
Breite Flachmeißel 1,1,breite flachmeissel 1,string:1,attributes:1,50382:1,50 mm
Breite Flachmeißel 2,1,breite flachmeissel 2,string:1,attributes:1,50382:1,25 mm
Breite in cm,1,breite in cm,string:1,attributes:1,,16
Brennstoff,1,brennstoff,string:1,attributes:1,151621:1,Gas
Briefpapier & Karten,1,briefpapier karten,null:1,attributes:1,138910:1,
Bruchfest,1,bruchfest,string:1,attributes:1,28107:1,Ja
Bruchfestigkeit,1,bruchfestigkeit,string:1,attributes:1,181383:1,Ja
Bypass-Typ,1,bypass typ,string:1,attributes:1,,True Bypass
Calcium,1,calcium,string:1,attributes:1,180501:1,21.6%
category_path (aus text_features),1,category path aus text features,string:1,attributes:1,4296:1,Bit-Sätze
category_path (aus top-level Attribute),1,category path aus top level attribute,string:1,attributes:1,4296:1,Sets
CE-Zertifizierung,1,ce zertifizierung,string:1,attributes:1,174119:1,Ja
CH-Bevollmächtigter,1,ch bevollmachtigter,string:1,attributes:1,15052:1,"MDSS CH GmbH, Laurenzenvorstadt 61, 5000 Aarau, Switzerland"
Charaktere,1,charaktere,string:1,attributes:1,19082:1,"Mickey Maus, Stitch, Simba, Schneewittchen, Bambi, Elastigirl, Mirabel, Alien"
Chargennummer,1,chargennummer,string:1,attributes:1,15052:1,18038421
Chipsatz,1,chipsatz,string:1,attributes:1,1244:1,AMD B650
Cinch-Ausgänge,1,cinch ausgange,string:1,attributes:1,174119:1,Ja
CM-Länge,1,cm lange,string:1,attributes:1,16061:1,26.5 cm
CO2-Zylinder Kapazität,1,co2 zylinder kapazitat,string:1,attributes:1,25845:1,bis zu 60 L
Colorcode,1,colorcode,string:1,attributes:1,,5281
ComfortZone,1,comfortzone,string:1,attributes:1,,70
Controller,1,controller,string:1,attributes:1,,Phison E13T
Copyright-Jahr,1,copyright jahr,string:1,attributes:1,15052:1,2022
CPU-Sockel,1,cpu sockel,string:1,attributes:1,1244:1,AMD AM5
CRI,1,cri,string:1,attributes:1,20697:1,> 80
Cutaway,1,cutaway,string:1,attributes:1,156104:1,Ja
Datenübertragungsrate USB,1,datenubertragungsrate usb,string:1,attributes:1,,
Deckelart,1,deckelart,string:1,attributes:1,109065:1,Ohne Deckel
Deckelmaterial,1,deckelmaterial,string:1,attributes:1,98847:1,Glas mit Edelstahleinfassung
Deckenholz,1,deckenholz,string:1,attributes:1,22670:1,Zeder massiv
Dehnbarkeit,1,dehnbarkeit,string:1,attributes:1,,Leicht dehnbar
Dekor,1,dekor,string:1,attributes:1,20625:1,Solid Black 10006
Design Herkunft,1,design herkunft,string:1,attributes:1,108782:1,Schweiz
Design-Kooperation,1,design kooperation,string:1,attributes:1,,BIG-GAME Studio
Design-Thema,1,design thema,string:1,attributes:1,,Shades of Ocean
Designelemente,1,designelemente,string:1,attributes:1,,Logo Stickerei
Designherkunft,1,designherkunft,string:1,attributes:1,11236:1,Deutschland
Designlinie,1,designlinie,string:1,attributes:1,,American Classic
Designname,1,designname,string:1,attributes:1,,Schlafwolke Dreams
Designstil,1,designstil,string:1,attributes:1,,Modern
Details,1,details,string:1,attributes:1,,Knopfleiste am Rundhalsausschnitt
Dichtring enthalten,1,dichtring enthalten,string:1,attributes:1,33661:1,Ja
Dichtringdurchmesser,1,dichtringdurchmesser,string:1,attributes:1,33729:1,53
Dichtungssatz,1,dichtungssatz,string:1,attributes:1,33665:1,Ja
Dichtungstyp,1,dichtungstyp,string:1,attributes:1,33665:1,Zylinderkopfdichtung
Dicke/Stärke [mm],1,dicke starke mm,string:1,attributes:1,57357:1,18.3
Diebstahlsicherung,1,diebstahlsicherung,string:1,attributes:1,,Integrierte Ringe
Digitalanzeige,1,digitalanzeige,string:1,attributes:1,,Ja
Diskretion,1,diskretion,string:1,attributes:1,36440:1,Ja
DPF-Kompatibilität,1,dpf kompatibilitat,string:1,attributes:1,179496:1,Ja
Drahtlose Sendeleistung,1,drahtlose sendeleistung,string:1,attributes:1,,-6 bis 8 dbm
Drahtquerschnitt,1,drahtquerschnitt,string:1,attributes:1,19839:1,"Min. #14 AWG, Max. #6 AWG"
Drahtquerschnitt max.,1,drahtquerschnitt max,string:1,attributes:1,19839:1,#6 AWG
Drahtquerschnitt min.,1,drahtquerschnitt min,string:1,attributes:1,19839:1,#14 AWG
DRAM-Cache,1,dram cache,string:1,attributes:1,,Nein
Drehbarkeit,1,drehbarkeit,string:1,attributes:1,,360 Grad
Drehfunktion,1,drehfunktion,string:1,attributes:1,,340 Grad
Drehmoment,1,drehmoment,string:1,attributes:1,3247:1,35 Nm
Drehwirbel,1,drehwirbel,string:1,attributes:1,,Brauseseitig
Drehzahl,1,drehzahl,string:1,attributes:1,36624:1,Hoch
Druck,1,druck,string:1,attributes:1,261425:1,"0,1bar"
Druckeigenschaft,1,druckeigenschaft,string:1,attributes:1,,Hohe Fließfähigkeit
Druckentlastend,1,druckentlastend,string:1,attributes:1,,Ja
Druckerhersteller,1,druckerhersteller,string:1,attributes:1,16191:1,HP
Druckermodell kompatibel,1,druckermodell kompatibel,string:1,attributes:1,11195:1,"Canon i-SENSYS LBP7200C, LBP7210C, LBP7660C, LBP7680C, MF8330C, MF8350C, 8340C, 8350C, 8360C, 8380C, 8540C, 8550C, 8580C"
Druckerpatronenkapazität,1,druckerpatronenkapazitat,string:1,attributes:1,16191:1,Standard
Druckertyp,1,druckertyp,string:1,attributes:1,16191:1,Tintenstrahl
Druckleistung,1,druckleistung,string:1,attributes:1,16191:1,ca. 120 Seiten
Druckqualität,1,druckqualitat,string:1,attributes:1,11195:1,Gestochen scharf
Druckstufe,1,druckstufe,string:1,attributes:1,259858:1,PN 25
Duftfamilie,1,duftfamilie,string:1,attributes:1,29585:1,Holzig-Würzig
Duftname,1,duftname,string:1,attributes:1,29585:1,Terre d'Hermès
Duftvarianten,1,duftvarianten,string:1,attributes:1,108782:1,"Wild Berry, Sandelholz & Bergamotte"
Durchflussbegrenzer,1,durchflussbegrenzer,string:1,attributes:1,,10 l/min
Durchflussbereich,1,durchflussbereich,string:1,attributes:1,54145:1,"0,2 bar bei 60 L/h"
Durchmesser (mm),1,durchmesser mm,string:1,attributes:1,170141:1,84
Durchmesser [mm],1,durchmesser mm,string:1,attributes:1,170141:1,84
Durchmesser ⌀,1,durchmesser,string:1,attributes:1,,500 mm
Durchmesser des Leuchtenfußes,1,durchmesser des leuchtenfusses,null:1,attributes:1,62471:1,
Durchmesser Essteller,1,durchmesser essteller,string:1,attributes:1,181383:1,25.8 cm
Durchmesser Frühstücksteller,1,durchmesser fruhstucksteller,string:1,attributes:1,181383:1,21.5 cm
Durchmesser großes Glas,1,durchmesser grosses glas,string:1,attributes:1,,7.9 cm
Durchmesser Hülle,1,durchmesser hulle,string:1,attributes:1,261011:1,30/32 cm
Durchmesser Karaffe,1,durchmesser karaffe,string:1,attributes:1,,9.5 cm
Durchmesser Kasserolle,1,durchmesser kasserolle,string:1,attributes:1,259322:1,18 cm
Durchmesser kleines Glas,1,durchmesser kleines glas,string:1,attributes:1,,7.5 cm
Durchmesser Pfannen,1,durchmesser pfannen,string:1,attributes:1,259322:1,"22 cm, 28 cm"
Durchmesser Schutzhülle,1,durchmesser schutzhulle,string:1,attributes:1,261011:1,55/70 cm
Durchschnittliche Lebensdauer,1,durchschnittliche lebensdauer,string:1,attributes:1,,50000 Stunden
Düsen,1,dusen,string:1,attributes:1,,Kombidüse|2in1-Fugendüse
EAC_Kennzeichnung,1,eac kennzeichnung,string:1,attributes:1,33564:1,Ja
EC-Vertreter,1,ec vertreter,string:1,attributes:1,,EUREP Gmbh
Eckradius,1,eckradius,string:1,attributes:1,260627:1,R10
Effekttyp,1,effekttyp,string:1,attributes:1,,Kompressor
Eigenschaft_primär,1,eigenschaft primar,string:1,attributes:1,,Fördert Regeneration
Eigenschaft_sekundär,1,eigenschaft sekundar,string:1,attributes:1,,Schützend
Eigenschaften (Eigenschaften),1,eigenschaften eigenschaften,string:1,attributes:1,68814:1,"Laptopfach, Brustgurt, Wasserabweisend, Gepolstertes Rückenteil"
Einbandmaterial,1,einbandmaterial,string:1,attributes:1,9047:1,Papier
Einbau,1,einbau,string:1,attributes:1,180407:1,Sofort einbaufertig
Einbaumaße (B x H),1,einbaumasse b x h,string:1,attributes:1,,150 x 200 mm
Einbautiefe min.,1,einbautiefe min,string:1,attributes:1,,25 mm
Einfassung,1,einfassung,string:1,attributes:1,50457:1,Ultra Orange Ribbons
Eingang (Details),1,eingang details,string:1,attributes:1,47075:1,USB-C1 5V=2.4A
Eingang (USB-C),1,eingang usb c,string:1,attributes:1,47075:1,5V / 2.4A
Einheit Kapazität,1,einheit kapazitat,string:1,attributes:1,,mAh
Einlassdurchmesser,1,einlassdurchmesser,string:1,attributes:1,174093:1,50 mm
Einlegesohlen-Technologie,1,einlegesohlen technologie,string:1,attributes:1,181136:1,Ortholite
Einsatzbereich_Detail,1,einsatzbereich detail,string:1,attributes:1,28829:1,"Sport, Alltag, Rehabilitation, Symptomlinderung, Erholung"
Einsatzbereiche,1,einsatzbereiche,string:1,attributes:1,133704:1,"Smoothies, Milchshakes, Pürees, Dips, Saucen, Eis"
Einsatzgebiete,1,einsatzgebiete,string:1,attributes:1,14355:1,"Seen, Flüsse, Küstengewässer"
Einschränkung,1,einschrankung,string:1,attributes:1,50457:1,Nicht für dauerhaften Winter- und UV-Schutz
Einstellbare Breite,1,einstellbare breite,string:1,attributes:1,116346:1,12-26 mm
Einstellbare Nadeltiefe,1,einstellbare nadeltiefe,string:1,attributes:1,33164:1,Ja
Einwegartikel,1,einwegartikel,string:1,attributes:1,259347:1,Ja
EKA-Nummer,1,eka nummer,string:1,attributes:1,,EKA-0120226
Elasthananteil,1,elasthananteil,string:1,attributes:1,,5%
Elastische Nähte,1,elastische nahte,string:1,attributes:1,,Ja
EMC,1,emc,string:1,attributes:1,3676:1,2923
Emissionskompatibilität,1,emissionskompatibilitat,string:1,attributes:1,179496:1,Ja
Empfohlen für,1,empfohlen fur,string:1,attributes:1,,Hausstauballergiker
Empfohlene Anwendung,1,empfohlene anwendung,string:1,attributes:1,,Tägliche Mundhygiene
Empfohlene Betttemperatur,1,empfohlene betttemperatur,string:1,attributes:1,,50-60 °C
Empfohlene Druckgeschwindigkeit,1,empfohlene druckgeschwindigkeit,string:1,attributes:1,,50-100 mm/s
Empfohlene Druckgeschwindigkeit Hochgeschwindigkeit,1,empfohlene druckgeschwindigkeit hochgeschwindigkeit,string:1,attributes:1,,100-300 mm/s
Empfohlene Druckgeschwindigkeit Standard,1,empfohlene druckgeschwindigkeit standard,string:1,attributes:1,,50-100 mm/s
Empfohlene Drucktemperatur Hochgeschwindigkeit,1,empfohlene drucktemperatur hochgeschwindigkeit,string:1,attributes:1,,205-220 °C
Empfohlene Drucktemperatur Standard,1,empfohlene drucktemperatur standard,string:1,attributes:1,,195-205 °C
Empfohlene Getriebe,1,empfohlene getriebe,string:1,attributes:1,179501:1,"VW DSG, BMW DKG"
Empfohlene Heizbetttemperatur,1,empfohlene heizbetttemperatur,string:1,attributes:1,,50-60 °C
Empfohlene Raumgröße,1,empfohlene raumgrosse,string:1,attributes:1,69197:1,20 m²
Empfohlene Speisen,1,empfohlene speisen,string:1,attributes:1,,"Fleisch, Fisch, Gemüse"
Empfohlene Spielfläche,1,empfohlene spielflache,string:1,attributes:1,,ca. 3x2 Meter
Empfohlene Zielgruppe,1,empfohlene zielgruppe,string:1,attributes:1,,Hausstauballergiker
Empfohlene Zimmer,1,empfohlene zimmer,string:1,attributes:1,387:1,"Schlafzimmer, Kinderzimmer, Büro"
Empfohlener Anwendungsbereich,1,empfohlener anwendungsbereich,string:1,attributes:1,49782:1,"Motorrad, Powersports-Fahrzeuge"
Empfohlener Einsatzbereich,1,empfohlener einsatzbereich,string:1,attributes:1,,"MTB, Rennrad, Allroad"
Empfohlener Einsatzort,1,empfohlener einsatzort,string:1,attributes:1,,"Garten, Terrasse, Eingangsbereich"
Empfohlener Wurfabstand,1,empfohlener wurfabstand,string:1,attributes:1,,3-4 Meter
Empfohlenes Leuchtmittel,1,empfohlenes leuchtmittel,string:1,attributes:1,3199:1,LED
Empfohlenes Zimmer,1,empfohlenes zimmer,string:1,attributes:1,37644:1,Schlafzimmer
Endgröße (L x B x H),1,endgrosse l x b x h,string:1,attributes:1,156105:1,ca. 50 x 42 x 53 cm
Endstücke,1,endstucke,string:1,attributes:1,260307:1,gerade/gerade
Energie,1,energie,string:1,attributes:1,179846:1,1.536 kWh
Energieeffizienz,1,energieeffizienz,string:1,attributes:1,,Energie- & platzsparend
Energieeffizienzklasse,1,energieeffizienzklasse,null:1,attributes:1,62471:1,
Energieverbrauch_pro_24h,1,energieverbrauch pro 24h,string:1,attributes:1,,0.18 kWh
Enthält Dichtringe,1,enthalt dichtringe,string:1,attributes:1,174087:1,Ja
Enthält Innenraumfilter,1,enthalt innenraumfilter,string:1,attributes:1,174087:1,Ja
Enthält Luftfilter,1,enthalt luftfilter,string:1,attributes:1,174087:1,Ja
Enthält Ölfilter,1,enthalt olfilter,string:1,attributes:1,174087:1,Ja
Enthaltene Charaktere,1,enthaltene charaktere,string:1,attributes:1,,"T-Rex, Triceratops, Pterodaktylus"
Entsorgung,1,entsorgung,string:1,attributes:1,134642:1,Metallschrott
Entwicklungsland,1,entwicklungsland,string:1,attributes:1,,Deutschland
Equalizer,1,equalizer,string:1,attributes:1,174119:1,Ja
Ergänzende Info,1,erganzende info,string:1,attributes:1,33661:1,mit Dichtring
Ergänzende Information,1,erganzende information,string:1,attributes:1,33661:1,mit Dichtring
Ergonomisches Design,1,ergonomisches design,string:1,attributes:1,259347:1,Ja
Erhaltungsladespannung,1,erhaltungsladespannung,string:1,attributes:1,49782:1,13.8V
Ersetzt OEM Kurbelwelle,1,ersetzt oem kurbelwelle,string:1,attributes:1,,"EN-46106, EN-46111"
Ersetzt OEM Nockenwelle,1,ersetzt oem nockenwelle,string:1,attributes:1,,"EN-48383, EN-48383-1, EN-48383-2, EN-48383-3"
Ersetzt OEM-Nummer (Kurbelwellenfixierung),1,ersetzt oem nummer kurbelwellenfixierung,string:1,attributes:1,,EN-46106
Ersetzt OEM-Nummer (Nockenwellenfixierung),1,ersetzt oem nummer nockenwellenfixierung,string:1,attributes:1,,EN-48383
Ersetzt OEM-Werkzeuge,1,ersetzt oem werkzeuge,string:1,attributes:1,,"EN-46106, EN-46111, EN-48383, EN-48383-1, EN-48383-2, EN-48383-3"
Ersetzt Toner-Nr.,1,ersetzt toner nr,string:1,attributes:1,11195:1,TN-423K
Erstausrüsterqualität,1,erstausrusterqualitat,string:1,attributes:1,262128:1,Ja
Erweiterbar,1,erweiterbar,string:1,attributes:1,,Ja
Erweiterung,1,erweiterung,string:1,attributes:1,183465:1,Karmesin & Purpur – Prismatische Entwicklungen
EU Größe,1,eu grosse,string:1,attributes:1,,56
EU Schuhgröße,1,eu schuhgrosse,string:1,attributes:1,15709:1,47 1/3
EU-Größe,1,eu grosse,string:1,attributes:1,3034:1,37
EU-Importeur,1,eu importeur,string:1,attributes:1,,WAITCHX
Fächer,1,facher,string:1,attributes:1,,"Geräumiges Innenfach, Handyfach"
Fadendichte,1,fadendichte,string:1,attributes:1,20460:1,144
Fahrradsattel-Typ,1,fahrradsattel typ,null:1,attributes:1,177822:1,
Fahrradtyp Kompatibilität,1,fahrradtyp kompatibilitat,string:1,attributes:1,22689:1,Universal
Fahrwerkskomponente,1,fahrwerkskomponente,string:1,attributes:1,180391:1,Federbeinstützlager
Faltbarkeit,1,faltbarkeit,string:1,attributes:1,,Kompakt faltbar
Farbe / Optik,1,farbe optik,string:1,attributes:1,175757:1,transparent / klar
Farbe Netz,1,farbe netz,string:1,attributes:1,,Weiß
Farbe Polster,1,farbe polster,string:1,attributes:1,,Creme-Weiß
Farbe Rattan,1,farbe rattan,string:1,attributes:1,,Schwarz
Farbe Schirm,1,farbe schirm,string:1,attributes:1,,Gold
Fassungsvermögen Krug,1,fassungsvermogen krug,string:1,attributes:1,133704:1,"2,1 l"
Fassungsvermögen pro Glas,1,fassungsvermogen pro glas,string:1,attributes:1,,300 ml
Fassungsvermögen Schale,1,fassungsvermogen schale,string:1,attributes:1,181383:1,700 ml
Fernbedienung,1,fernbedienung,string:1,attributes:1,174119:1,Ja
Fertigung,1,fertigung,string:1,attributes:1,,Handgenäht
Fertigungsart,1,fertigungsart,string:1,attributes:1,180407:1,Präzisionsbearbeitet
Festigkeit,1,festigkeit,string:1,attributes:1,,gut stützend
Fettreduktion,1,fettreduktion,string:1,attributes:1,,Bis zu 90%
Feuchtegehalt,1,feuchtegehalt,string:1,attributes:1,180501:1,<10%
Feuchtigkeitsgehalt,1,feuchtigkeitsgehalt,string:1,attributes:1,,Tiefgehend
Feuchtigkeitsregulierend,1,feuchtigkeitsregulierend,string:1,attributes:1,66728:1,Ja
Feuchtigkeitsversorgung,1,feuchtigkeitsversorgung,string:1,attributes:1,,Tiefgehend
Feuerbeständigkeitsstandard,1,feuerbestandigkeitsstandard,string:1,attributes:1,,"EN 1021-1, EN 1021-2"
Filterart,1,filterart,string:1,attributes:1,184665:1,Permanentfilter
Filzstifte,1,filzstifte,null:1,attributes:1,127504:1,
Flächengewicht,1,flachengewicht,string:1,attributes:1,37644:1,160 g/m²
Flaschenkapazität (ml),1,flaschenkapazitat ml,string:1,attributes:1,20696:1,740 ml
Flaschenmaterial,1,flaschenmaterial,string:1,attributes:1,25845:1,Glas
FM-Radio,1,fm radio,string:1,attributes:1,174119:1,Ja
Fördermenge,1,fordermenge,string:1,attributes:1,261425:1,500l/h
Form (Label),1,form label,string:1,attributes:1,20460:1,Rechteckig
Format Aquarellblock,1,format aquarellblock,string:1,attributes:1,28113:1,DIN A5
FR/E Größe,1,fr e grosse,string:1,attributes:1,,50
Frequenz (AC Adapter),1,frequenz ac adapter,string:1,attributes:1,,50/60 Hz
Frequenzgang,1,frequenzgang,string:1,attributes:1,119019:1,50 Hz - 15 kHz
Frostschutz bis,1,frostschutz bis,string:1,attributes:1,,-40 °C
FSC-Referenz,1,fsc referenz,string:1,attributes:1,13386:1,FSC® C138368
FSC-Zertifiziert,1,fsc zertifiziert,string:1,attributes:1,36025:1,Ja
FSC-Zertifizierung,1,fsc zertifizierung,string:1,attributes:1,262984:1,FSC C132484
Füllgewicht,1,fullgewicht,string:1,attributes:1,66728:1,1600 g
Fülllinie (ml),1,fulllinie ml,string:1,attributes:1,20696:1,615 ml
Fülllinie Glaskaraffe,1,fulllinie glaskaraffe,string:1,attributes:1,25845:1,0.6 L
Füllmenge Einheit,1,fullmenge einheit,string:1,attributes:1,179501:1,Liter
Füllmenge Frittierkorb,1,fullmenge frittierkorb,string:1,attributes:1,,1 kg
Füllmenge Gläser groß,1,fullmenge glaser gross,string:1,attributes:1,,400 ml
Füllmenge Gläser klein,1,fullmenge glaser klein,string:1,attributes:1,,250 ml
Füllmenge Karaffe,1,fullmenge karaffe,string:1,attributes:1,,1550 ml
Für Allergiker geeignet,1,fur allergiker geeignet,string:1,attributes:1,20460:1,Ja
Für Bremssystem,1,fur bremssystem,null:1,attributes:1,177806:1,
Für Felgentyp,1,fur felgentyp,null:1,attributes:1,177806:1,
Für Oldtimer geeignet,1,fur oldtimer geeignet,string:1,attributes:1,174087:1,Nein
Fußgewölbeunterstützung,1,fussgewolbeunterstutzung,string:1,attributes:1,181136:1,Arch Fit
Fußkreuzmaterial,1,fusskreuzmaterial,string:1,attributes:1,19265:1,Kunststoff
Fußlänge (CM),1,fusslange cm,string:1,attributes:1,3034:1,23
Futter,1,futter,string:1,attributes:1,,"Polyester 55%, Viskose 45%"
Fütterungsdicke,1,futterungsdicke,string:1,attributes:1,,Warm gefüttert
Gabelgrößen,1,gabelgrossen,string:1,attributes:1,179514:1,"65mm-125mm, 88mm-160mm, 126mm-212mm"
Gebindeform,1,gebindeform,string:1,attributes:1,179501:1,Flasche
Geeignet für Gerätetyp,1,geeignet fur geratetyp,string:1,attributes:1,184665:1,Luftreiniger
Geeignet für Herdarten,1,geeignet fur herdarten,string:1,attributes:1,79656:1,"Induktion, Gas, Elektro, Ceran"
Geeignet für Oberflächen,1,geeignet fur oberflachen,string:1,attributes:1,2662:1,"Hartböden, Teppiche"
Geeignet für Schirmtyp,1,geeignet fur schirmtyp,string:1,attributes:1,261011:1,Ampelschirm
geeignet_fuer,1,geeignet fuer,string:1,attributes:1,259347:1,"Küche, Bad, Garten, Industrie"
Geeignete Bodenarten,1,geeignete bodenarten,string:1,attributes:1,2662:1,"Hartböden, Teppiche"
Geeignete Matratzenbreite,1,geeignete matratzenbreite,string:1,attributes:1,20460:1,90–100 cm
Geeignete Matratzengröße,1,geeignete matratzengrosse,string:1,attributes:1,37644:1,ca. 90–100 x 200 cm
Geeignete Matratzenlänge,1,geeignete matratzenlange,string:1,attributes:1,20460:1,200 cm
Geeigneter Herdtyp,1,geeigneter herdtyp,string:1,attributes:1,98847:1,"Elektrisch, Gas, Induktion, Glaskeramik"
Gefahrgut,1,gefahrgut,string:1,attributes:1,174030:1,Nein
Gefriergeeignet,1,gefriergeeignet,string:1,attributes:1,101428:1,Ja
Gehäuseart,1,gehauseart,string:1,attributes:1,,Hartschale
Gehäusefarbe,1,gehausefarbe,string:1,attributes:1,,Champagne Gold
Gelegenheit,1,gelegenheit,string:1,attributes:1,20696:1,Alle Anlässe
Gelenkart,1,gelenkart,string:1,attributes:1,33729:1,Gleichlaufgelenk
Genauigkeit,1,genauigkeit,string:1,attributes:1,29525:1,±0.02 mm
Gepäckformat,1,gepackformat,string:1,attributes:1,,Mittel
Gepolstertes Rückenteil,1,gepolstertes ruckenteil,string:1,attributes:1,68814:1,Ja
Geräuscharm,1,gerauscharm,string:1,attributes:1,134642:1,Ja
Gesamtabmessungen,1,gesamtabmessungen,string:1,attributes:1,,78 x 57 x 157.5 cm
Gesamtfarbe,1,gesamtfarbe,string:1,attributes:1,19265:1,"Grau, Schwarz"
Gesamtgewicht,1,gesamtgewicht,string:1,attributes:1,19456:1,2.9 kg
Gesamtgewicht (Brutto),1,gesamtgewicht brutto,string:1,attributes:1,180501:1,1 kg
Gesamtgewicht Set (kg),1,gesamtgewicht set kg,string:1,attributes:1,,4.394
Gesamtkapazität,1,gesamtkapazitat,string:1,attributes:1,185033:1,"9,5 L"
Gesamtlänge (Gr. 36),1,gesamtlange gr 36,string:1,attributes:1,,57 cm
Gesamtmaße,1,gesamtmasse,string:1,attributes:1,112590:1,31 x 63 x 63 cm
Gesamtmaterial,1,gesamtmaterial,string:1,attributes:1,19265:1,"Stoff, Kunststoff"
Gesamtstärke,1,gesamtstarke,string:1,attributes:1,50457:1,5 mm
