id,sku,name,brand,ean,inventory_quantity,storage_bin,storage_qty,storageBins_json,pending_intake
SKU-2636479706,SKU-2636479706,VIDEX Garden Winterschutzhaus PALM-PROTECT: Optimaler Frostschutz für Pflanzen,,4007114298916,0,,,[],0
SKU-2638568297,SKU-2638568297,Altra Escalante 4 Herren Laufschuh – Dynamik & Komfort für schnelle Läufe,Altra,0197642799444,1,XGA0301B,1,"[{""quantity"":1,""gang"":3,""zone"":""X"",""code"":""XGA0301B"",""lastUpdatedAt"":""2025-12-05T19:11:41.190Z"",""regal"":1,""etage"":""GA"",""ebene"":""B"",""firstStoredAt"":""2025-12-05T19:11:41.190Z""}]",0
SKU-2638580995,SKU-2638580995,Bellabino Kinderregal Towy Mobil: Fördert spielerisch Ordnung & Selbstständigkeit,Bellabino,,1,XGA0203E,1,"[{""ebene"":""E"",""firstStoredAt"":""2025-11-29T15:40:50.472Z"",""etage"":""GA"",""quantity"":1,""regal"":3,""zone"":""X"",""lastUpdatedAt"":""2025-12-15T00:34:03.594Z"",""code"":""XGA0203E"",""gang"":2}]",0
SKU-2690684566,SKU-2690684566,MANN-FILTER Ölfilter HU 720/3 x für optimalen Motorschutz,MANN-FILTER,4011558327507,1,XSGA0103B,1,"[{""gang"":1,""ebene"":""B"",""code"":""XSGA0103B"",""lastUpdatedAt"":""2025-12-18T15:51:13.963Z"",""firstStoredAt"":""2025-12-18T15:51:13.963Z"",""etage"":""GA"",""regal"":3,""quantity"":1,""zone"":""XS""}]",0
SKU-2789683373,SKU-2789683373,"Brandson Standventilator: Leise Kühlung, Höhenverstellbar & Oszillierend",Brandson,4061474039602,1,XGA0203E,1,"[{""regal"":3,""firstStoredAt"":""2025-11-23T17:40:04.046Z"",""quantity"":1,""etage"":""GA"",""code"":""XGA0203E"",""lastUpdatedAt"":""2025-11-23T17:40:04.046Z"",""zone"":""X"",""ebene"":""E"",""gang"":2}]",0
SKU-2801069572,SKU-2801069572,,,,0,,,[],
SKU-2804135383,SKU-2804135383,ERZEKRIM Ferritkern Set 40tlg. | RFI/EMI Entstörung | Klare Signale,ERZEKRIM,07445038719723,1,XGA0102B,1,"[{""firstStoredAt"":""2025-12-18T15:52:13.054Z"",""ebene"":""B"",""regal"":2,""quantity"":1,""code"":""XGA0102B"",""lastUpdatedAt"":""2025-12-18T15:52:13.054Z"",""etage"":""GA"",""gang"":1,""zone"":""X""}]",0
SKU-2841208491,SKU-2841208491,Südpol Verlag Bilderbuch für Kinder ab 3 Jahren: Freundschaft & Teilen lernen,Südpol Verlag,9783965940628,1,XSGA0103A,1,"[{""ebene"":""A"",""quantity"":1,""firstStoredAt"":""2025-12-09T16:28:24.233Z"",""regal"":3,""gang"":1,""lastUpdatedAt"":""2025-12-09T16:28:24.233Z"",""etage"":""GA"",""zone"":""XS"",""code"":""XSGA0103A""}]",0
SKU-2965430996,SKU-2965430996,Beliani Beistelltisch CAORIA: Eleganter Terrazzo-Blickfang für Innen & Außen,Beliani,,2,XGA0204D,1,"[{""regal"":4,""zone"":""X"",""ebene"":""D"",""gang"":2,""etage"":""GA"",""code"":""XGA0204D"",""lastUpdatedAt"":""2025-11-29T16:25:26.629Z"",""firstStoredAt"":""2025-11-29T16:25:26.629Z"",""quantity"":1}]",0
SKU-3046032177,SKU-3046032177,Tineco Akku-Hartbodenreiniger Floor One S5: Saugt & Wischt gleichzeitig,Tineco,6972200196132,1,XGA0202E,1,"[{""firstStoredAt"":""2025-11-28T18:37:43.373Z"",""regal"":2,""lastUpdatedAt"":""2025-11-28T18:37:43.373Z"",""quantity"":1,""code"":""XGA0202E"",""zone"":""X"",""ebene"":""E"",""etage"":""GA"",""gang"":2}]",0
SKU-3047799035,SKU-3047799035,ABUS Kettenschloss Iven Chain 7210/110 – Hoher Diebstahlschutz & Lackschonend,ABUS,4003318877841,1,XGA0102B,1,"[{""etage"":""GA"",""ebene"":""B"",""lastUpdatedAt"":""2025-12-18T15:55:34.938Z"",""code"":""XGA0102B"",""firstStoredAt"":""2025-12-18T15:55:34.938Z"",""regal"":2,""zone"":""X"",""gang"":1,""quantity"":1}]",0
SKU-3086033338,SKU-3086033338,JURID Bremsbelagsatz – Optimale Bremsleistung & Sicherheit,JURID,3306437248600,1,XGA0102B,1,"[{""lastUpdatedAt"":""2025-12-09T17:44:18.881Z"",""firstStoredAt"":""2025-12-09T17:44:18.881Z"",""code"":""XGA0102B"",""ebene"":""B"",""gang"":1,""etage"":""GA"",""regal"":2,""quantity"":1,""zone"":""X""}]",0
SKU-3093460977,SKU-3093460977,LLIVEKIT Heißluftfritteuse Dual-Zone 9L – Gesund & Schnell Kochen,LLIVEKIT,20001500,1,XGA0202A,1,"[{""ebene"":""A"",""zone"":""X"",""gang"":2,""lastUpdatedAt"":""2025-12-15T00:36:40.959Z"",""etage"":""GA"",""quantity"":1,""firstStoredAt"":""2025-11-29T14:58:09.421Z"",""code"":""XGA0202A"",""regal"":2}]",0
SKU-3095199472,SKU-3095199472,Skechers Golfschuhe Damen GO GOLF MAX-FAIRWAY 3: Optimaler Komfort,,195969554562,0,XGA0301B,0,"[{""quantity"":1,""firstStoredAt"":""2025-12-05T19:11:53.936Z"",""code"":""XGA0301B"",""gang"":3,""regal"":1,""ebene"":""B"",""lastUpdatedAt"":""2025-12-17T23:11:20.617Z"",""etage"":""GA"",""zone"":""X""}]",0
SKU-3132130051,SKU-3132130051,Skechers Herren Sneaker Street UNO: Air-Cooled Memory Foam Komfort,Skechers,0198739801378,1,XGA0301B,1,"[{""quantity"":1,""zone"":""X"",""lastUpdatedAt"":""2025-12-05T19:12:41.629Z"",""code"":""XGA0301B"",""ebene"":""B"",""etage"":""GA"",""gang"":3,""firstStoredAt"":""2025-12-05T19:12:41.629Z"",""regal"":1}]",0
SKU-3149269291,SKU-3149269291,Nidec Sankyo Motorisierter Kartenleser – Präzision für Dauerbetrieb,Nidec Sankyo,,1,XGA0204B,1,"[{""quantity"":1,""etage"":""GA"",""lastUpdatedAt"":""2025-12-02T15:20:20.235Z"",""firstStoredAt"":""2025-12-02T15:20:20.235Z"",""regal"":4,""ebene"":""B"",""gang"":2,""code"":""XGA0204B"",""zone"":""X""}]",0
SKU-3190070125,SKU-3190070125,GREELUE Aufbewahrungskörbe 3er Set – Stapelbar für perfekte Ordnung,GREELUE,4262409580118,0,,,[],0
SKU-3210037840,SKU-3210037840,Beautex Jersey Spannbettlaken 90x200cm Dunkelbraun für Boxspringbetten,Beautex,4058473411560,1,XGA0201C,1,"[{""quantity"":1,""firstStoredAt"":""2025-12-05T17:09:18.319Z"",""regal"":1,""etage"":""GA"",""ebene"":""C"",""code"":""XGA0201C"",""lastUpdatedAt"":""2025-12-15T00:14:25.970Z"",""zone"":""X"",""gang"":2}]",0
SKU-3213392901,SKU-3213392901,Nike Tennisschuh Zoom Vapor 12 CLY für Herren - Top Sandplatz-Performance,Nike,19760256779314,1,XGA0302B,1,"[{""code"":""XGA0302B"",""ebene"":""B"",""quantity"":1,""regal"":2,""etage"":""GA"",""zone"":""X"",""lastUpdatedAt"":""2025-12-05T19:08:37.530Z"",""firstStoredAt"":""2025-12-05T19:08:37.530Z"",""gang"":3}]",0
SKU-3226209432,SKU-3226209432,"WOLTU Standregal Weiß – Kompakt, vielseitig & platzsparend für jeden Raum",WOLTU,4063425163489,0,,,[],0
SKU-3368481451,SKU-3368481451,"Puma Damen Sneaker Clyde Palais Artisan – Stilvoll, Bequem, Langlebig",Puma,4067983135699,1,XGA0302A,1,"[{""lastUpdatedAt"":""2025-12-05T19:05:46.497Z"",""regal"":2,""code"":""XGA0302A"",""zone"":""X"",""firstStoredAt"":""2025-12-05T19:05:46.497Z"",""quantity"":1,""etage"":""GA"",""gang"":3,""ebene"":""A""}]",0
SKU-3475457190,SKU-3475457190,Upgrade4cars X2 Sitzauflagen Universal – Optimaler Schutz für Vordersitze,,301729237,0,XGA0302D,0,"[{""regal"":2,""zone"":""X"",""ebene"":""D"",""gang"":3,""etage"":""GA"",""firstStoredAt"":""2025-12-05T19:15:12.334Z"",""quantity"":24,""lastUpdatedAt"":""2025-12-17T23:11:20.741Z"",""code"":""XGA0302D""}]",0
SKU-3566484007,SKU-3566484007,Steambow Bodkinpfeile AR-Serie: 6er Set für höchste Präzision & Durchschlagskraft,Steambow,91120092210987,1,XSGA0103A,1,"[{""zone"":""XS"",""code"":""XSGA0103A"",""ebene"":""A"",""firstStoredAt"":""2025-12-18T15:57:30.345Z"",""regal"":3,""etage"":""GA"",""lastUpdatedAt"":""2025-12-18T15:57:30.345Z"",""quantity"":1,""gang"":1}]",0
SKU-3588671475,SKU-3588671475,Topeak Ratchet Rocket Essential Fahrradwerkzeugset für präzise Reparaturen,Topeak,4710069708958,0,,,[],0
SKU-3622017850,SKU-3622017850,Mackie HM-4 Kopfhörerverstärker für professionelles 4-Kanal Monitoring,Mackie,0663961054064,0,,,[],0
SKU-3734657776,SKU-3734657776,Hansgrohe Waschtischarmatur Vernis Blend 100 Chrom – Spart Wasser mit EcoSmart,Hansgrohe,4059625316207,0,,,[],0
SKU-3783198734,SKU-3783198734,HOLMENKOL Oxydstein für Ski & Snowboard - Max. Gleitfähigkeit,HOLMENKOL,4014701024414,1,XSGA0103B,1,"[{""lastUpdatedAt"":""2025-12-18T15:50:52.027Z"",""ebene"":""B"",""code"":""XSGA0103B"",""quantity"":1,""gang"":1,""firstStoredAt"":""2025-12-18T15:50:52.027Z"",""zone"":""XS"",""etage"":""GA"",""regal"":3}]",0
SKU-3818412905,SKU-3818412905,Hermès Terre d'Hermès EDT für zeitlose Eleganz Herren 100ml,Hermès,3346130009603,0,,,[],0
SKU-3963918245,SKU-3963918245,Success Courier Pumpensteuerung DSK-1: Konstanter Druck & Trockenlaufschutz,Success Courier,6431619024,2,XGA0101B,1,"[{""quantity"":1,""firstStoredAt"":""2025-12-13T15:47:02.209Z"",""regal"":1,""zone"":""X"",""gang"":1,""etage"":""GA"",""lastUpdatedAt"":""2025-12-13T15:47:02.209Z"",""ebene"":""B"",""code"":""XGA0101B""},{""regal"":2,""zone"":""X"",""code"":""XGA0202C"",""gang"":2,""etage"":""GA"",""firstStoredAt"":""2025-12-05T14:42:10.103Z"",""ebene"":""C"",""lastUpdatedAt"":""2025-12-05T14:42:10.103Z"",""quantity"":1}]",0
SKU-3992211748,SKU-3992211748,Nike Defy All Day Damen Sportschuh: Optimaler Komfort & Stabilität,Nike,1952370903315,1,XGA0301B,0,"[{""gang"":3,""lastUpdatedAt"":""2025-12-05T19:12:12.783Z"",""ebene"":""B"",""zone"":""X"",""etage"":""GA"",""code"":""XGA0301B"",""quantity"":1,""firstStoredAt"":""2025-12-05T19:12:12.783Z"",""regal"":1}]",0
SKU-4008377248,SKU-4008377248,Divasya Yoga Yogamatte Profi-Grip für sichere & stabile Praxis,Divasya Yoga,4262403770898,1,XGA0202C,1,"[{""gang"":2,""code"":""XGA0202C"",""lastUpdatedAt"":""2025-12-06T19:27:12.070Z"",""etage"":""GA"",""regal"":2,""zone"":""X"",""ebene"":""C"",""quantity"":1,""firstStoredAt"":""2025-12-06T19:27:12.070Z""}]",0
SKU-4017783375,SKU-4017783375,Blivrig LED Fluter 300W IP66 – Extrem Hell & Wetterfest für Außen,Blivrig,,2,XGA0202D,2,"[{""code"":""XGA0202D"",""quantity"":2,""regal"":2,""ebene"":""D"",""gang"":2,""lastUpdatedAt"":""2025-11-29T15:11:45.834Z"",""etage"":""GA"",""zone"":""X"",""firstStoredAt"":""2025-11-29T15:11:45.834Z""}]",0
SKU-4069701323,SKU-4069701323,"Jolly Doppelfasermaler Superstars Duo: 24 brillante, auswaschbare Farben",Jolly,9014400103538,15,XGA0204D,15,"[{""lastUpdatedAt"":""2025-12-06T19:34:22.891Z"",""firstStoredAt"":""2025-12-06T19:34:22.891Z"",""etage"":""GA"",""regal"":4,""zone"":""X"",""quantity"":15,""ebene"":""D"",""code"":""XGA0204D"",""gang"":2}]",0
SKU-4118229261,SKU-4118229261,ROCKBROS Minipumpe Fahrradpumpe mit Halterung – Leicht & Robust,ROCKBROS,6931915757670,1,XSGA0103A,1,"[{""regal"":3,""etage"":""GA"",""firstStoredAt"":""2025-12-18T15:57:12.616Z"",""lastUpdatedAt"":""2025-12-18T15:57:12.616Z"",""ebene"":""A"",""gang"":1,""quantity"":1,""zone"":""XS"",""code"":""XSGA0103A""}]",0
SKU-4204090012,SKU-4204090012,Villa Grinario Jersey-Spannbettuch 100x200 cm Blau – Bügelfrei & Hautfreundlich,Villa Grinario,,3,XGA0201C,3,"[{""zone"":""X"",""quantity"":3,""ebene"":""C"",""gang"":2,""code"":""XGA0201C"",""etage"":""GA"",""lastUpdatedAt"":""2025-11-21T23:26:35.678Z"",""regal"":1,""firstStoredAt"":""2025-11-21T23:26:35.678Z""}]",0
SKU-4212491486,SKU-4212491486,Unbekannt Handpan – Warmer Klang für Meditation & tiefe Entspannung,Unbekannt,,0,,,[],0
SKU-4264334297,SKU-4264334297,lionelo Laufgitter Willow: Sichere & faltbare Spieloase für Babys,lionelo,5903771709217,0,,,[],0
SKU-4304000683,SKU-4304000683,"LEONARDO SWING Trinkgläser Set – Bunt, Spülmaschinenfest & Langlebig",LEONARDO,4002541707024,1,XGA0202C,1,"[{""regal"":2,""quantity"":1,""zone"":""X"",""ebene"":""C"",""firstStoredAt"":""2025-12-13T15:40:05.604Z"",""etage"":""GA"",""gang"":2,""code"":""XGA0202C"",""lastUpdatedAt"":""2025-12-13T15:40:05.604Z""}]",0
SKU-4349960147,SKU-4349960147,WMF Topf-Set Provence Plus: Induktionsgeeignet & Langlebig,WMF,4000530650139,0,,,[],0
SKU-4358173575,SKU-4358173575,SEEK DISCOMFORT SPARK Kartenspiel – Komfortzone erweitern & Beziehungen stärken,SEEK DISCOMFORT,196852765508,1,XSGA0103B,1,"[{""lastUpdatedAt"":""2025-12-18T15:50:32.706Z"",""gang"":1,""ebene"":""B"",""etage"":""GA"",""regal"":3,""firstStoredAt"":""2025-12-18T15:50:32.706Z"",""code"":""XSGA0103B"",""quantity"":1,""zone"":""XS""}]",0
SKU-4391085581,SKU-4391085581,Lacoste Herren Sneaker T-Clip Set: Zeitloser Stil & Premium Komfort,Lacoste,5059862390069,0,,,[],0
SKU-4433223955,SKU-4433223955,Lululemon Yogamatte: Maximaler Halt & Gelenkschutz für Ihr Training,,000153151148,0,,,[],0
SKU-4434702791,SKU-4434702791,Lexar DDR4 SO-DIMM 8GB RAM für Laptops - 3200MHz Leistungssteigerung,Lexar,4895217904977,1,XSGA0103B,1,"[{""ebene"":""B"",""etage"":""GA"",""lastUpdatedAt"":""2025-12-18T15:58:56.235Z"",""code"":""XSGA0103B"",""zone"":""XS"",""regal"":3,""gang"":1,""firstStoredAt"":""2025-12-18T15:58:56.235Z"",""quantity"":1}]",0
SKU-4488972962,SKU-4488972962,"Gusskönig Dutch Oven Set 4,5L Gusseisen für vielseitiges Outdoor-Kochen",Gusskönig,4262448172770,1,XGA0201E,1,"[{""quantity"":1,""zone"":""X"",""firstStoredAt"":""2025-11-23T17:43:46.532Z"",""etage"":""GA"",""code"":""XGA0201E"",""gang"":2,""regal"":1,""ebene"":""E"",""lastUpdatedAt"":""2025-12-12T22:13:53.559Z""}]",0
SKU-4541378818,SKU-4541378818,Longking Selbstklebefliesen für Küche & Bad – Schnelle & stilvolle Wandgestaltung,Longking,4915224685061,2,XGA0103C,2,"[{""firstStoredAt"":""2025-12-18T15:45:42.991Z"",""quantity"":2,""code"":""XGA0103C"",""zone"":""X"",""ebene"":""C"",""regal"":3,""gang"":1,""lastUpdatedAt"":""2025-12-18T15:45:42.991Z"",""etage"":""GA""}]",0
SKU-4541440236,SKU-4541440236,LEQISMART E-Scooter A11 mit Straßenzulassung & 30km Reichweite,LEQISMART,0968149516786,0,,,[],0
SKU-4561934561,SKU-4561934561,GLOCK Pistolenkoffer: Robuster Hartschalenkoffer mit Schaumstoffschutz,GLOCK,,0,,,[],0
SKU-4607569519,SKU-4607569519,SONAX Scheinwerfer Aufbereitungsset: Klare Sicht & mehr Sicherheit,SONAX,4064700023765,0,,,[],0
SKU-4660262942,SKU-4660262942,Adidas Herren Sneaker NY 90 – Zeitloser Stil & optimaler Komfort,,4067897661963,0,XGA0302A,0,"[{""zone"":""X"",""gang"":3,""lastUpdatedAt"":""2025-12-17T23:11:20.961Z"",""quantity"":1,""code"":""XGA0302A"",""regal"":2,""ebene"":""A"",""firstStoredAt"":""2025-12-05T19:04:22.535Z"",""etage"":""GA""}]",0
SKU-4679981655,SKU-4679981655,Jolly Graphit Bleistifte Kinderfest – Robust & Sicher für Kinder,Jolly,9014400105389,0,,,[],0
SKU-4743695203,SKU-4743695203,molino Bilderbuch: Zauberhaftes Zirkusabenteuer für Kinder,molino,9783982023113,1,XGA0303B,1,"[{""quantity"":1,""firstStoredAt"":""2025-12-09T16:23:02.013Z"",""zone"":""X"",""regal"":3,""code"":""XGA0303B"",""lastUpdatedAt"":""2025-12-09T16:23:02.013Z"",""etage"":""GA"",""ebene"":""B"",""gang"":3}]",0
SKU-4802639881,SKU-4802639881,FITGRIFF Gewichthebergürtel: Maximale Stabilität & optimaler Rückenschutz,FITGRIFF,9050064005382,1,XGA0102B,1,"[{""ebene"":""B"",""firstStoredAt"":""2025-12-18T15:53:48.095Z"",""etage"":""GA"",""lastUpdatedAt"":""2025-12-18T15:53:48.095Z"",""quantity"":1,""zone"":""X"",""code"":""XGA0102B"",""regal"":2,""gang"":1}]",0
SKU-4820097368,SKU-4820097368,"TAN.TOMI Rolltop Rucksack – Flexibel, wasserabweisend & Laptopfach – Daypack für Alltag & Uni",TAN.TOMI,4255700108594,0,,,[],0
SKU-4846525236,SKU-4846525236,QinnFSIYANG E-Scooter F6 – Faltbar für agile und umweltfreundliche Stadtmobilität,QinnFSIYANG,,1,XGA0101A,1,"[{""regal"":1,""lastUpdatedAt"":""2025-12-13T15:32:55.057Z"",""zone"":""X"",""etage"":""GA"",""firstStoredAt"":""2025-12-13T15:32:55.057Z"",""code"":""XGA0101A"",""ebene"":""A"",""quantity"":1,""gang"":1}]",0
SKU-4919757592,SKU-4919757592,"Fashion Herren Flanellhemd: Kariert, Weich & Komfortabel",Flanellhemd,,1,,,[],0
SKU-4930006198,SKU-4930006198,tillvex Poolschlauch 38mm für klares Poolwasser und effiziente Zirkulation,,4260613494504,0,XGA0203B,0,"[{""ebene"":""B"",""lastUpdatedAt"":""2025-12-17T23:11:21.077Z"",""firstStoredAt"":""2025-11-23T17:44:54.138Z"",""quantity"":1,""regal"":3,""gang"":2,""code"":""XGA0203B"",""etage"":""GA"",""zone"":""X""}]",0
SKU-4949389854,SKU-4949389854,evoTrek Loop Fahrradabschleppsystem für entspannte Familienausflüge,evoTrek,4270004188707,1,XSGA0103B,1,"[{""etage"":""GA"",""lastUpdatedAt"":""2025-12-18T15:49:52.163Z"",""code"":""XSGA0103B"",""quantity"":1,""firstStoredAt"":""2025-12-18T15:49:52.163Z"",""regal"":3,""gang"":1,""zone"":""XS"",""ebene"":""B""}]",0
SKU-4990478200,SKU-4990478200,"BBQ-Toro Gusseisen Wok Ø35,5cm für authentische & krosse Bratergebnisse",BBQ-Toro,4260532291215,0,,,[],0
SKU-4996518676,SKU-4996518676,Topeak Satteltasche DynaWedge L - Wetterfest & Aerodynamisch,Topeak,4710069709269,6,XGA0102C,6,"[{""code"":""XGA0102C"",""quantity"":6,""ebene"":""C"",""zone"":""X"",""lastUpdatedAt"":""2025-11-21T23:27:56.419Z"",""etage"":""GA"",""regal"":2,""firstStoredAt"":""2025-11-21T23:27:56.419Z"",""gang"":1}]",0
SKU-5017039989,SKU-5017039989,Mountain Guide Herren Wanderschuh - Wasserdicht & Griffig für Outdoor,Mountain Guide,5054142498336,1,XGA0302B,1,"[{""ebene"":""B"",""code"":""XGA0302B"",""regal"":2,""etage"":""GA"",""firstStoredAt"":""2025-12-05T19:08:06.963Z"",""gang"":3,""lastUpdatedAt"":""2025-12-05T19:08:06.963Z"",""quantity"":1,""zone"":""X""}]",0
SKU-5032047149,SKU-5032047149,Goldhof Logistik Hochschrank Weiß – Platzsparend & Elegant für Ihr Bad,Goldhof Logistik GmbH,6941123909198,1,XGA0204C,1,"[{""lastUpdatedAt"":""2025-12-05T14:41:22.356Z"",""etage"":""GA"",""zone"":""X"",""code"":""XGA0204C"",""regal"":4,""firstStoredAt"":""2025-12-05T14:41:22.356Z"",""quantity"":1,""ebene"":""C"",""gang"":2}]",0
SKU-5037405516,SKU-5037405516,LOBERON Kräuterschere Magnoux: Präzise Ernte für frische Kräuter,LOBERON,4251887649042,1,XGA0102C,1,"[{""quantity"":1,""zone"":""X"",""firstStoredAt"":""2025-12-18T16:04:51.110Z"",""gang"":1,""code"":""XGA0102C"",""lastUpdatedAt"":""2025-12-18T16:04:51.110Z"",""etage"":""GA"",""regal"":2,""ebene"":""C""}]",0
SKU-5091393302,SKU-5091393302,JOIDWAY Toner für Brother – Gestochen scharfe & kostengünstige Drucke,JOIDWAY,8718891115599,1,XGA0101B,1,"[{""ebene"":""B"",""regal"":1,""zone"":""X"",""etage"":""GA"",""gang"":1,""firstStoredAt"":""2025-12-09T17:46:24.291Z"",""quantity"":1,""code"":""XGA0101B"",""lastUpdatedAt"":""2025-12-09T17:46:24.291Z""}]",0
SKU-5127373339,SKU-5127373339,UnionSine Externe Festplatte 500GB USB 3.0 – Ultraschnell & Kompakt,UnionSine,0630808446412,1,XGA0304B,1,"[{""zone"":""X"",""code"":""XGA0304B"",""ebene"":""B"",""firstStoredAt"":""2025-12-13T15:50:06.075Z"",""etage"":""GA"",""regal"":4,""gang"":3,""lastUpdatedAt"":""2025-12-13T15:50:06.075Z"",""quantity"":1}]",0
SKU-5320447988,SKU-5320447988,"Jolly Schulpinsel-Set 6-teilig – Ergonomisch, für kreatives Malen",Jolly,9014400281687,6,XGA0204D,6,"[{""regal"":4,""firstStoredAt"":""2025-12-06T19:35:47.186Z"",""lastUpdatedAt"":""2025-12-06T19:35:47.186Z"",""quantity"":6,""gang"":2,""zone"":""X"",""ebene"":""D"",""code"":""XGA0204D"",""etage"":""GA""}]",0
SKU-5392843955,SKU-5392843955,Brevillier's CRETACOLOR Artino Zeichenset - 10-tlg. für kreative Entfaltung,Brevillier's CRETACOLOR,9002592400207,2,XGA0204D,2,"[{""gang"":2,""zone"":""X"",""quantity"":2,""etage"":""GA"",""regal"":4,""lastUpdatedAt"":""2025-12-06T19:38:13.113Z"",""firstStoredAt"":""2025-12-06T19:38:13.113Z"",""ebene"":""D"",""code"":""XGA0204D""}]",0
SKU-5403685857,SKU-5403685857,"Brennenstuhl Steckdosenleiste 8-fach, 5m Kabel, Schalter, Made in Germany",Brennenstuhl,4007123624386,0,,,[],0
SKU-5427858806,SKU-5427858806,Shure MV6 USB Gaming Mikrofon für Kristallklaren Sound & Streaming ohne Störung,Shure,0042406863353,1,XGA0103B,1,"[{""code"":""XGA0103B"",""etage"":""GA"",""lastUpdatedAt"":""2025-12-18T16:01:58.984Z"",""ebene"":""B"",""regal"":3,""gang"":1,""zone"":""X"",""quantity"":1,""firstStoredAt"":""2025-12-18T16:01:58.984Z""}]",0
SKU-5462953053,SKU-5462953053,IPOZON Stunt-Scooter für maximale Kontrolle & sichere Tricks,IPOZON,,0,,,[],0
SKU-5582443660,SKU-5582443660,Biologika Sachbuch: Organ Atlas für proaktive Gesundheit & Wohlbefinden,Biologika,9786158181617,1,XGA0303C,1,"[{""quantity"":1,""gang"":3,""etage"":""GA"",""code"":""XGA0303C"",""ebene"":""C"",""lastUpdatedAt"":""2025-12-09T16:23:28.742Z"",""regal"":3,""zone"":""X"",""firstStoredAt"":""2025-12-09T16:23:28.742Z""}]",0
SKU-5598085433,SKU-5598085433,Samsung 870 QVO 1TB SSD: Blitzschnelle Leistung für PC & Laptop,Samsung,8806090396038,0,,,[],0
SKU-5633394973,SKU-5633394973,"Classic Flyer Hörnerschlitten Davos 110cm – TÜV-geprüft, sicher & langlebig",Classic Flyer,4011739058220,1,XGA0204E,1,"[{""lastUpdatedAt"":""2025-11-23T17:45:43.008Z"",""regal"":4,""firstStoredAt"":""2025-11-23T17:45:43.008Z"",""gang"":2,""etage"":""GA"",""code"":""XGA0204E"",""ebene"":""E"",""quantity"":1,""zone"":""X""}]",0
SKU-5638382329,SKU-5638382329,Kiepenheuer & Witsch Sachbuch: Angela Merkels 'Freiheit' – Signierte Ausgabe,Kiepenheuer & Witsch,9783462005134,2,XGA0303C,2,"[{""code"":""XGA0303C"",""quantity"":2,""etage"":""GA"",""firstStoredAt"":""2025-12-09T16:23:58.415Z"",""gang"":3,""zone"":""X"",""ebene"":""C"",""lastUpdatedAt"":""2025-12-09T16:23:58.415Z"",""regal"":3}]",0
SKU-5658638116,SKU-5658638116,Jolly Superstars One Fasermaler 12 Farben auswaschbar für Kinder Made in Austria,Jolly,9014400105341,6,XGA0204D,6,"[{""gang"":2,""zone"":""X"",""firstStoredAt"":""2025-12-06T19:34:50.125Z"",""ebene"":""D"",""regal"":4,""lastUpdatedAt"":""2025-12-06T19:34:50.125Z"",""code"":""XGA0204D"",""quantity"":6,""etage"":""GA""}]",0
SKU-5674295862,SKU-5674295862,RHINOWALK Transporttasche 26 Zoll Faltfahrrad – Optimaler Schutz,RHINOWALK,,1,XGA0103C,1,"[{""lastUpdatedAt"":""2025-12-18T16:03:26.909Z"",""zone"":""X"",""quantity"":1,""regal"":3,""ebene"":""C"",""gang"":1,""code"":""XGA0103C"",""firstStoredAt"":""2025-12-18T16:03:26.909Z"",""etage"":""GA""}]",0
SKU-5687802687,SKU-5687802687,Homerella UNIFLOW Badewanneneinlage für sicheren Halt & schnellen Ablauf,Homerella,,25,XGA0102C,25,"[{""etage"":""GA"",""regal"":2,""quantity"":25,""ebene"":""C"",""zone"":""X"",""firstStoredAt"":""2025-11-29T16:48:22.152Z"",""gang"":1,""code"":""XGA0102C"",""lastUpdatedAt"":""2025-11-29T16:48:22.152Z""}]",0
SKU-5701110636,SKU-5701110636,Siemens Entkalkungstabletten 2in1 für EQ Kaffeevollautomaten – Optimaler Schutz,Siemens,4242003870525,0,,,[],0
SKU-5722168408,SKU-5722168408,"PUMA Road Rider SD Sneaker: Stilvoll, Komfortabel & Atmungsaktiv",Puma,4067983276613,1,XGA0302A,1,"[{""gang"":3,""lastUpdatedAt"":""2025-12-05T19:06:03.418Z"",""ebene"":""A"",""etage"":""GA"",""zone"":""X"",""quantity"":1,""regal"":2,""firstStoredAt"":""2025-12-05T19:06:03.418Z"",""code"":""XGA0302A""}]",0
SKU-5729537867,SKU-5729537867,Oetinger Kinderbuch Madita: Weihnachtsferien – Magische Vorlesestunden,Oetinger,9783789141256,1,XGA0303B,1,"[{""ebene"":""B"",""gang"":3,""code"":""XGA0303B"",""quantity"":1,""lastUpdatedAt"":""2025-12-09T16:22:29.895Z"",""regal"":3,""zone"":""X"",""firstStoredAt"":""2025-12-09T16:22:29.895Z"",""etage"":""GA""}]",0
SKU-5740515403,SKU-5740515403,Altra Laufschuh Herren Escalante Racer 2: Agilität & natürliches Laufgefühl,Altra,0197642799963,1,XGA0301B,1,"[{""firstStoredAt"":""2025-12-05T19:11:47.903Z"",""ebene"":""B"",""code"":""XGA0301B"",""regal"":1,""etage"":""GA"",""lastUpdatedAt"":""2025-12-05T19:11:47.903Z"",""zone"":""X"",""quantity"":1,""gang"":3}]",0
