sku,produkt_name,BIN,BINs,initial_eingelagert_menge,initial_eingelagert_iso,initial_eingelagert_typ,initial_eingelagert_BIN,kommissionierung_stock_out_menge,offene_bestellungen_new_menge,kommissioniert_bestellungen_picked_menge,verpackt_bestellungen_packed_menge,offene_bestellungen_total_menge,aktuelle_menge_avycloud_physisch,aktuelle_menge_avycloud_inventory_field,avycloud_delta_inventory_minus_bins,avycloud_available_minus_new,baselinker_product_id,aktuelle_menge_baselinker,delta_baselinker_minus_avy_available_new,delta_baselinker_minus_avy_physisch,last_synced_iso
SKU-1353005263,"HELLA Anlasser 8EA 011 612-801 für Mazda CX-5 (KF, KE) – 12V, 1.2kW",XGA0106C,XGA0106C:1,,,,,0,0,0,0,0,1,1,0,1,467476419,1,0,0,2026-02-08T01:13:30.961Z
SKU-0694979094,LIQUI MOLY Top Tec 4300 5W-30 Motoröl 1L – Premium Leichtlauföl für Benzin- &,XGA0106C,XGA0106C:1,1,2026-01-02T14:21:35.505Z,stock_in,XGA0106C,0,0,0,0,0,1,1,0,1,476200310,1,0,0,2026-02-08T01:13:31.820Z
SKU-7902875633,LIQUI MOLY TOP TEC 4300 5W-30 Motoröl HC-Synthese Leichtlauföl für Benzin- &,,,1,2026-01-02T14:21:49.648Z,stock_in,XGA0106D,1,0,1,0,1,0,0,0,0,476201135,0,0,0,2026-01-30T20:01:57.609Z
SKU-4309949637,LIQUI MOLY Longlife III 5W-30 Motoröl 5L – Synthese-Technologie für Benzin &,,,1,2025-12-27T13:10:39.087Z,stock_in,XGA0106D,1,0,1,0,1,0,0,0,0,467514576,0,0,0,2026-01-30T20:02:02.017Z
SKU-4470809769,"Beurer HK 123 XXL Nordic Taupe Heizkissen – Extra Groß 60x30cm, 3 beleuchtete",XGA0501C,XGA0501C:1,1,2026-01-20T18:07:57.066Z,stock_in,XGA0501C,0,0,0,0,0,1,1,0,1,491624706,1,0,0,2026-02-08T01:13:32.674Z
SKU-4649569251,Near Dark Screen Prince Sieblose Metallpfeife Schwarz,XGA0304A,XGA0304A:1,,,,,0,0,0,0,0,1,1,0,1,465274650,1,0,0,2026-02-08T01:13:33.608Z
SKU-1964286581,Höfner Carmencita HC504-7/8 Konzertgitarre für Einsteiger & Schüler – Massive,XGA0201A,XGA0201A:1,,,,,0,0,0,0,0,1,1,0,1,467476420,1,0,0,2026-02-08T01:13:34.477Z
SKU-1784585629,Adeo Verlag Kunstkarten Set – 10 Hochwertige Doppelkarten mit Blumenmotiven von,XGA0202D,XGA0202D:1,,,,,0,0,0,0,0,1,1,0,1,465274659,1,0,0,2026-02-08T01:13:35.354Z
SKU-8243336834,VENDOME DREAMTIME Gelschaum Topper 90x200x7.5cm – Ergonomische Matratzenauflage,XGA0204A,XGA0204A:1,1,2026-01-13T17:44:36.007Z,stock_in,XGA0204A,0,0,0,0,0,1,1,0,1,489182261,1,0,0,2026-02-08T01:13:36.217Z
SKU-2902386366,EURO DRIVELINE Antriebswelle W135 für VW Lupo Polo Scirocco Seat Arosa –,XGA0106D,XGA0106D:1,,,,,0,0,0,0,0,1,1,0,1,467476534,1,0,0,2026-02-08T01:13:37.088Z
SKU-1198160025,"AMORELIE Joy Shine Mini-Vibrator – Wasserfest, USB-Wiederaufladbar aus Silikon",XGA0501D,XGA0501D:1,1,2026-01-20T18:08:58.274Z,stock_in,XGA0501D,0,0,0,0,0,1,1,0,1,491624637,1,0,0,2026-02-08T01:13:37.956Z
SKU-8942698934,"SCHIESSER Molly Musselin Bettwäsche-Set 135x200 cm & 80x80 cm – 100% Baumwolle,",XGA0103B,XGA0103B:1,1,2026-01-01T17:13:20.235Z,stock_in,XGA0103B,0,0,0,0,0,1,1,0,1,476216251,1,0,0,2026-02-08T01:13:38.817Z
SKU-0336723314,TEE-UU SNAP 1835 Rettungsmesser – Profi-Multifunktionswerkzeug mit Gurttrenner,XGA0403A,XGA0403A:1,1,2026-01-13T13:18:09.786Z,stock_in,XGA0403A,0,0,0,0,0,1,1,0,1,485998935,1,0,0,2026-02-08T01:13:39.685Z
SKU-5207774112,Fashion Home Badschrank Post A1 Weiß – Eleganter Waschbeckenunterschrank mit 3,,,1,2026-01-10T16:16:52.737Z,stock_in,XGA0404C,1,0,1,0,1,0,0,0,0,489026794,0,0,0,2026-02-05T16:22:07.707Z
SKU-9713309170,Best LAND001 Netzwerkdose 2x RJ45 – 10 Gbit/s Cat6a/7/8 Kompatibel – Aufputz &,XGA0105A,XGA0105A:2,2,2026-01-01T17:09:59.866Z,stock_in,XGA0105A,0,0,0,0,0,2,2,0,2,476510048,2,0,0,2026-02-08T01:13:40.561Z
SKU-1651705310,INTRATEC CEE Starkstromstecker 32A 400V 6h IP67 5-polig nach IEC-60309 |,XSGA0103B,XSGA0103B:1,1,2026-02-04T18:25:54.533Z,stock_in,XSGA0103B,0,0,0,0,0,1,1,0,1,508516067,1,0,0,2026-02-08T01:13:41.442Z
SKU-3933851468,"BLAUPUNKT Valencia 200 DAB BT Autoradio – Digitalradio DAB+, Bluetooth",,,,,,,1,0,1,0,1,0,0,0,0,467476527,0,0,0,2026-01-30T20:02:08.412Z
SKU-7139254013,DONBOLSO Herren Slim Wallet Rome aus 100% echtem Rindsleder – Vintage Braun,,,,,,,1,0,1,0,1,0,0,0,0,467476726,0,0,0,2026-01-30T20:02:11.076Z
SKU-8650951585,Lyvanas 2-in-1 Eiskratzer mit Schneebesen LYEK-01 – Effiziente Eis- &,XGA0401A,XGA0401A:10,12,2026-01-20T18:11:18.060Z,stock_in,XGA0401A,2,0,2,0,2,10,10,0,10,491624601,10,0,0,2026-02-08T01:13:42.311Z
SKU-7226847075,"BBQ-Toro Gusseisen Grillpfanne 42,5 x 27 cm – 3,5 Liter Fassungsvermögen – Für",XGA0203D,XGA0203D:1,1,2026-01-05T14:39:43.852Z,stock_in,XGA0202B,1,0,1,0,1,1,1,0,1,476219230,1,0,0,2026-02-09T12:27:30.397Z
SKU-5565646486,"ATHLON TOOLS Garagenwandschutz 2er Set XXL 50x50cm – selbstklebend,",XGA0106A,XGA0106A:1,1,2026-02-04T18:28:01.021Z,stock_in,XGA0106A,0,0,0,0,0,1,1,0,1,508516269,1,0,0,2026-02-08T01:13:47.683Z
SKU-0121175685,TRESKO Faltbare Transportbox L Anthrazit für Hunde & Katzen – Robuste Reisebox,XGA0403C,XGA0403C:1,1,2026-01-10T16:17:30.317Z,stock_in,XGA0403C,0,0,0,0,0,1,1,0,1,485963049,1,0,0,2026-02-08T01:13:48.549Z
SKU-2433624992,"LionSports Mobiles Profi Sportnetz 4m – Höhenverstellbar für Badminton, Tennis",XGA0402B,XGA0402B:1,1,2026-01-10T16:17:37.333Z,stock_in,XGA0402A,0,0,0,0,0,1,1,0,1,489182272,1,0,0,2026-02-08T01:13:49.418Z
SKU-1377750386,Valuents CampCarp-250-350 Campingteppich 250x350 cm – Robuster Vorzeltteppich,XGA0202D,XGA0202D:1,1,2026-01-09T16:11:36.625Z,stock_in,XGA0202D,0,0,0,0,0,1,1,0,1,488078915,1,0,0,2026-02-08T01:13:50.359Z
SKU-4703570843,BAUBECK SDS-MAX Meißel Set LONG LIFE [4-tlg] für Beton & Mauerwerk – 280mm,XGA0201E,XGA0201E:7,7,2026-01-20T18:07:45.086Z,stock_in,XGA0201E,0,0,0,0,0,7,7,0,7,491625419,7,0,0,2026-02-08T01:13:51.221Z
SKU-2431535372,AZANO DESIGNS Katzentreppe 3er Set zur Wandmontage – Naturholz Kletterhilfe mit,,,,,,,1,0,2,0,2,0,0,0,0,465274669,0,0,0,2026-02-03T17:48:37.077Z
SKU-0135090467,Purahelp Warnwesten Set 5er (4x XL Erwachsene EN ISO 20471 + 1x Kind EN,XGA0201C,XGA0201C:2,2,2026-01-01T17:11:58.939Z,stock_in,XGA0201C,0,0,0,0,0,2,2,0,2,476524830,2,0,0,2026-02-08T01:13:52.081Z
SKU-7909541265,"Grana Home Classic Line Bratpfanne 24 cm – Induktionsgeeignet,",XGA0104B,XGA0104B:6,6,2026-01-01T17:00:33.833Z,stock_in,XGA0104B,0,0,0,0,0,6,6,0,6,476236056,6,0,0,2026-02-08T01:13:52.985Z
SKU-9268872444,SPIVO Tennis Topspin Trainer Bundle Set I & II Akustisches Feedback Schwarz,XGA0304B,XGA0304B:1,1,2026-01-10T16:14:19.863Z,stock_in,XGA0304B,1,0,1,0,1,1,1,0,1,467476724,1,0,0,2026-02-08T01:13:53.847Z
SKU-4867865757,"TEMPO Beam MSD 295W 12R Moving Head mit 2 Prismen, 14 Farben, 14 Gobos",XGA0202E,XGA0202E:1,1,2026-02-03T17:38:15.400Z,stock_in,XGA0202E,0,0,0,0,0,1,1,0,1,508516204,1,0,0,2026-02-08T01:13:54.714Z
SKU-6587967689,Calvin Klein Herren Trunks 3er Pack Baumwoll-Stretch Unterhosen Multipack in,,,1,2026-01-01T17:31:07.794Z,stock_in,XGA0105B,1,0,1,0,1,0,0,0,0,476236252,0,0,0,2026-02-07T11:25:22.207Z
SKU-5946446734,"HELDENWERK Universal Lenkradkralle – Diebstahlschutz & Wegfahrsperre für PKW,",,,1,2026-02-05T14:49:57.583Z,stock_in,XGA0402B,1,0,0,1,1,0,0,0,0,508516588,0,0,0,2026-02-09T12:36:55.701Z
SKU-5619085780,ATE Original Bremsbelagsatz Hinterachse für Opel Signum & Vectra,XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467476553,1,0,0,2026-02-08T01:13:56.475Z
SKU-5660339205,"Enders Mason XL Premium Holzkohlegrill Schwarz – Große Grillfläche,",XGA0201E,XGA0201E:1,1,2026-01-13T13:15:32.315Z,stock_in,XGA0201E,0,0,0,0,0,1,1,0,1,489026812,1,0,0,2026-02-08T01:13:57.352Z
SKU-3756924465,Happet AquaT 50W Aquarienheizung mit Thermostat – Präziser Regelheizer für Süß-,XGA0105B,XGA0105B:1,1,2026-01-01T17:08:44.909Z,stock_in,XGA0105B,0,0,0,0,0,1,1,0,1,476524656,1,0,0,2026-02-08T01:13:58.225Z
SKU-5094533501,IsolBau Leinöl-Firnis 5L – Natürlicher Holzschutz für Holz im Innen- &,XGA0101A,XGA0101A:4,5,2026-01-08T14:55:21.958Z,stock_in,XGA0101A,1,0,1,0,1,4,4,0,4,489182374,4,0,0,2026-02-08T01:13:59.083Z
SKU-2966583160,YUASA YTZ10S AGM Motorradbatterie 12V 9.1Ah 190A CCA – Wartungsfrei & sofort,,,1,2025-12-27T13:08:15.291Z,stock_in,XGA0106B,1,0,1,0,1,0,0,0,0,467527296,0,0,0,2026-02-06T13:29:01.519Z
SKU-2019632072,KYB Staubschutzsatz 910158 Stoßdämpfer Vorne R+L Mercedes E-Klasse W212 S212,XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467476727,1,0,0,2026-02-09T09:52:50.849Z
SKU-1468228360,Spooktacular Creations Ritter Kostüm Deluxe Set für Jungen – Mittelalterliche,XGA0502B,XGA0502B:1,1,2026-01-09T16:06:07.509Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,488088781,1,0,0,2026-02-08T01:14:00.846Z
SKU-8313895093,INTRATEC CEE-Steckdose 32A 400V 6h IP67 5-polig (3P+N+E) Industriequalität,XSGA0103B,XSGA0103B:1,1,2026-02-04T18:26:02.942Z,stock_in,XSGA0103B,0,0,0,0,0,1,1,0,1,508516667,1,0,0,2026-02-08T01:14:01.707Z
SKU-4090290612,"Original Canon Toner 716 Schwarz (1980B002) für i-SENSYS LBP5050, MF8030C,",XGA0101B,XGA0101B:1,,,,,0,0,0,0,0,1,1,0,1,467476847,1,0,0,2026-02-08T01:14:02.574Z
SKU-1306047599,LIQUI MOLY 1024 Getriebeöl Hypoid GL4/5 SAE 75W-90 Vollsynthetisch 1L für,,,1,2026-01-02T14:21:20.440Z,stock_in,XGA0106C,1,0,1,0,1,0,0,0,0,476219900,0,0,0,2026-01-30T19:07:30.649Z
SKU-4519918204,Hasbro Marvel Legends Series X-Men Wolverine Actionfigur – Premium Sammlerfigur,,,1,2026-01-01T17:09:46.519Z,stock_in,XGA0105A,1,0,1,0,1,0,0,0,0,476236714,0,0,0,2026-01-30T19:59:22.934Z
SKU-9425624573,Shell Helix Ultra ECT C3 5W-30 Motoröl – Vollsynthetisch für Diesel & Otto,XGA0106C,XGA0106C:1,4,2026-01-02T14:21:11.289Z,stock_in,XGA0106C,3,0,3,0,3,1,1,0,1,476547233,1,0,0,2026-02-08T01:14:03.476Z
SKU-8223313532,Smiffys Damen Clown Kostüm M (Größe 40-42) – Auffälliges 5-teiliges,XGA0405B,XGA0405B:2,2,2026-01-09T18:18:27.994Z,stock_in,XGA0405B,0,0,0,0,0,2,2,0,2,489182506,2,0,0,2026-02-08T01:14:04.344Z
SKU-8945251431,Dyson KFZ Reinigungsset Original Zubehör für V7 V8 V10 V11 V12 V15 Staubsauger,XGA0202B,XGA0202B:1,1,2026-01-08T14:53:48.018Z,stock_in,XGA0202B,0,0,0,0,0,1,1,0,1,489182553,1,0,0,2026-02-08T01:14:05.211Z
SKU-2454152281,H&M HOME Wandspiegel Rund Ø50cm Schwarz Metallrahmen Bad Flur Wohnzimmer Modern,XGA0106A,XGA0106A:1,1,2026-01-13T13:15:20.788Z,stock_in,XGA0106A,0,0,0,0,0,1,1,0,1,489182613,1,0,0,2026-02-08T01:14:06.082Z
SKU-7417485934,FOx Edges Kwik Change Pop-Up Gewichte Dispenser – Angelblei Set für,,,1,2026-01-05T14:38:56.714Z,stock_in,XGA0105B,1,0,1,0,1,0,0,0,0,476241691,0,0,0,2026-01-31T15:08:52.013Z
SKU-1053183477,Canberra Deko Laterne mit TruGlow Outdoor Kerze IP44 H: 29 cm,XGA0106D,XGA0106D:1,1,2026-02-05T14:48:52.240Z,stock_in,XGA0106D,0,0,0,0,0,1,1,0,1,508516653,1,0,0,2026-02-08T01:14:07.438Z
SKU-6407361668,"Lights4fun Canberra LED Gartenlaterne Outdoor | TruGlow Kerze, IP44, 45cm",XGA0106D,XGA0106D:1,1,2026-02-05T14:48:46.637Z,stock_in,XGA0106D,0,0,0,0,0,1,1,0,1,508516802,1,0,0,2026-02-08T01:14:09.712Z
SKU-1000000003,Bench Herren Slim Fit Jeans Dunkelblau W34 L34 – Komfortable Stretch Denim Hose,XGA0502C,XGA0502C:1,1,2026-01-27T18:01:14.365Z,stock_in,XGA0502C,0,0,0,0,0,1,1,0,1,499986923,1,0,0,2026-02-08T01:14:10.651Z
SKU-1000000004,"Bench Herren Kurzarmhemd Bowdon Button-Down Weiß – 100% Baumwolle, Regular Fit",,,1,2026-01-27T18:01:25.088Z,stock_in,XGA0502C,1,0,0,0,0,0,0,0,0,499986916,0,0,0,2026-02-03T03:26:00.034Z
SKU-1000000005,Bench Herren Kurzarm Hemd Bowdon Marineblau – Hochwertiges Baumwollhemd mit,XGA0502C,XGA0502C:1,1,2026-01-27T18:01:34.645Z,stock_in,XGA0502C,0,0,0,0,0,1,1,0,1,499987026,1,0,0,2026-02-08T01:14:11.517Z
SKU-4324829129,"Bench Herren Performance Boxershorts 3er Pack Schwarz Größe L – Atmungsaktiv,",XGA0501C,XGA0501C:1,1,2026-01-30T19:55:29.671Z,stock_in,XGA0501C,0,0,0,0,0,1,1,0,1,504398830,1,0,0,2026-02-08T01:14:12.380Z
SKU-8447826159,Ellesse Herren Boxershorts 5er Pack – Komfortable Baumwoll-Elastan Trunks,XGA0501D,XGA0501D:1,1,2026-01-09T16:04:51.213Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,489688591,1,0,0,2026-02-08T01:14:13.261Z
SKU-8735317765,VaultX Exo-Tec Premium Deck Box Schwarz für 80+ Sammelkarten – Robuster Schutz,XGA0105B,XGA0105B:1,1,2026-01-01T17:06:05.482Z,stock_in,XGA0105B,0,0,0,0,0,1,1,0,1,476547664,1,0,0,2026-02-08T01:14:14.125Z
SKU-1031821522,Little Witch Nobeta Day One Edition für Nintendo Switch – Fesselndes Action-RPG,XGA0202D,XGA0202D:1,,,,,0,0,0,0,0,1,1,0,1,465275945,1,0,0,2026-02-08T01:14:14.997Z
SKU-8351368256,"Regatta Herren Travel Light Packaway Shorts – Ultraleichte, schnelltrocknende",XGA0501D,XGA0501D:1,1,2026-01-16T21:08:58.383Z,stock_in,XGA0404B,0,0,0,0,0,1,1,0,1,489182739,1,0,0,2026-02-08T01:14:15.874Z
SKU-3084359057,SKINTIST BY REDCARE Hydro Effect Augencreme – Intensive Feuchtigkeit & Glättung,XGA0501D,XGA0501D:1,1,2026-01-20T18:09:26.277Z,stock_in,XGA0501D,0,0,0,0,0,1,1,0,1,491625224,1,0,0,2026-02-08T01:14:16.743Z
SKU-4870064003,"Köln Premium 7-Zonen Tonnentaschen-Federkern Matratze H5 – 100x200cm,",XGA0402C,XGA0402C:1,1,2026-01-10T16:17:43.246Z,stock_in,XGA0402C,0,0,0,0,0,1,1,0,1,489688589,1,0,0,2026-02-08T01:14:17.627Z
SKU-1489693054,Segarids 16er Set Miniatur Glasflaschen Transparent mit Korken – Perfekt für,XGA0105C,XGA0105C:1,1,2026-01-05T14:38:31.145Z,stock_in,XGA0105C,0,0,0,0,0,1,1,0,1,476525545,1,0,0,2026-02-08T01:14:18.509Z
SKU-4817360056,Adidas 3-Streifen T-Shirt Kinder Unisex Grün Sport Freizeit Gr. 158,XGA0501D,XGA0501D:1,1,2026-01-24T13:52:54.271Z,stock_in,XGA0501D,0,0,0,0,0,1,1,0,1,499987105,1,0,0,2026-02-08T01:14:19.400Z
SKU-7702312083,Flamingo Vogelvoliere Nevada Cottage Holz Grau Wetterfest für Innen & Außen,XGA0103A,XGA0103A:1,1,2026-01-21T19:07:58.516Z,stock_in,XGA0103A,0,0,0,0,0,1,1,0,1,492850890,1,0,0,2026-02-08T01:14:20.264Z
SKU-3186173398,"Eastpak Terminal Reisetasche 96L – Robuste Sporttasche Weekender mit Rollen,",XGA0102D,XGA0102D:1,1,2026-01-30T19:58:46.361Z,stock_in,XGA0102D,0,0,0,0,0,1,1,0,1,504394637,1,0,0,2026-02-08T01:14:21.121Z
SKU-0196260000,"Levi's 311 Shaping Skinny Damen Jeans Schwarz W27 L28 – Hoher Stretch,",XGA0501B,XGA0501B:1,,,,,0,0,0,0,0,1,1,0,1,499987258,1,0,0,2026-02-08T01:14:21.991Z
SKU-8162676252,Levi's Damen V-Neck Baby Tee Langarmshirt Slim Fit aus 100% Baumwolle,XGA0203C,XGA0203C:1,1,2026-01-30T19:56:33.922Z,stock_in,XGA0203C,0,0,0,0,0,1,1,0,1,504415712,1,0,0,2026-02-08T01:14:22.865Z
SKU-4252129103,Purehelp Premium Einweg Schuhüberzieher Blau 500 Stück – CPE Überschuhe für,XGA0102A,XGA0102A:7,7,2025-12-27T13:51:19.073Z,stock_in,XGA0102A,0,0,0,0,0,7,7,0,7,467533484,7,0,0,2026-02-08T01:14:23.725Z
SKU-0874304411,"Christian Ulbricht Wichtel Figur im Schaukelstuhl – Handgefertigt aus Holz,",,,,,,,0,0,13,0,13,0,0,0,0,464035688,0,0,0,2026-01-30T19:47:29.864Z
SKU-6986483321,"LEGO Creator 3-in-1 Mächtige Dinosaurier 31058 Bauset – T-Rex, Triceratops &",,,1,2026-01-13T13:18:49.182Z,stock_in,XGA0105A,1,0,0,0,0,0,0,0,0,489182830,0,0,0,2026-02-06T16:55:18.598Z
SKU-9272258811,LEGO DUPLO Badewannenspaß: Schwimmender Tierzug 10965 – Badespielzeug für,,,1,2026-01-01T17:09:40.411Z,stock_in,XGA0105A,1,0,1,0,1,0,0,0,0,476548144,0,0,0,2026-02-02T14:13:43.363Z
SKU-9904325113,LEGO City 60429 Bergung eines Asteroiden im Weltall – Weltraum-Spielzeug mit,,,1,2026-01-01T17:09:33.874Z,stock_in,XGA0105A,1,0,1,0,1,0,0,0,0,476548413,0,0,0,2026-01-30T20:02:58.848Z
SKU-3782469631,Spring Copenhagen Dekofigur Spirit Reh aus Eichenholz – Handgefertigte Skulptur,XGA0105A,XGA0105A:1,1,2026-01-01T17:26:24.247Z,stock_in,XGA0105A,0,0,0,0,0,1,1,0,1,476359386,1,0,0,2026-02-08T01:14:24.614Z
SKU-1466301102,Spring Copenhagen Dekofigur Spot 8cm Rehkitz Holz Braun – Exklusives Dänisches,,,1,2026-01-01T17:26:17.371Z,stock_in,XGA0105A,1,0,1,0,1,0,0,0,0,476359403,0,0,0,2026-01-30T20:03:04.143Z
SKU-6725568671,ACRE Carbon Ultralight Rollator Rot – Premium Leichtgewicht Gehhilfe faltbar,XGA0301A,XGA0301A:1,1,2026-01-21T19:07:30.047Z,stock_in,XGA0301A,0,0,0,0,0,1,1,0,1,492850956,1,0,0,2026-02-08T01:14:25.500Z
SKU-6033365611,VERO MODA VMDONNADINA Damen Minirock aus Faux Suede in Wildlederoptik,XGA0501D,XGA0501D:1,1,2026-01-09T16:07:04.101Z,stock_in,XGA0404B,0,0,0,0,0,1,1,0,1,489182852,1,0,0,2026-02-08T01:14:26.368Z
SKU-7334344420,"JACK & JONES Herren Sneaker Socken 10er Pack – Atmungsaktiver Baumwollmix,",XGA0501D,XGA0501D:1,1,2026-01-09T16:06:13.557Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,489688592,1,0,0,2026-02-08T01:14:27.227Z
SKU-1000000006,ONLY & SONS Herren Jeansjacke ONSCOIN Regular Fit Medium Blue Gr. L Denim Neu,XGA0405A,XGA0405A:1,1,2026-01-27T19:08:15.502Z,stock_in,XGA0405A,0,0,0,0,0,1,1,0,1,499987799,1,0,0,2026-02-08T01:14:28.114Z
SKU-8921872481,Liewood Pete Kindertrommel aus Buchenholz & MDF – Robustes Musikspielzeug für,XGA0105A,XGA0105A:1,1,2026-01-01T17:09:52.497Z,stock_in,XGA0105A,0,0,0,0,0,1,1,0,1,489182937,1,0,0,2026-02-08T01:14:29.180Z
SKU-5019696431,Selected Homme SLHJACKIE Herren Sweatjacke Regular Fit aus Bio-Baumwolle,XGA0405A,XGA0405A:1,1,2026-01-16T21:00:53.326Z,stock_in,XGA0405A,0,0,0,0,0,1,1,0,1,489182991,1,0,0,2026-02-08T01:14:30.953Z
SKU-4874908260,"Blend Herren Steppmantel Langmantel mit Kapuze – Warmer Winterparka in Schwarz,",XGA0405A,XGA0405A:1,1,2026-01-16T21:00:29.664Z,stock_in,XGA0405A,0,0,0,0,0,1,1,0,1,489183055,1,0,0,2026-02-08T01:14:31.824Z
SKU-3267245253,"BITZ Salatschüssel aus robustem Steinzeug, 30 cm Durchmesser, Schwarz/Grün",XGA0401C,XGA0401C:2,1,2026-01-20T18:12:39.368Z,stock_in,XGA0401C,0,0,0,0,0,2,2,0,2,491625271,2,0,0,2026-02-08T01:14:32.852Z
SKU-5329605855,Ernie Ball E-Gitarrensaiten Regular Slinky 3221 Saitenstärke 10-46 3er-Pack,,,,,,,1,0,1,0,1,0,0,0,0,467476972,0,0,0,2026-01-30T20:06:33.429Z
SKU-9688561402,OVENTROP Schrägsitzventil DN50 PN25 G2 Messing Y-Schmutzfänger – Effiziente,XGA0102D,XGA0102D:1,,,,,0,0,0,0,0,1,1,0,1,467476970,1,0,0,2026-02-08T01:14:33.718Z
SKU-8404970287,"Eurofirany Logan Verdunkelungsvorhang Grau 135x270 cm – Blickdicht, Thermo,",XGA0201C,XGA0201C:1,,,,,0,0,0,0,0,1,1,0,1,465275951,1,0,0,2026-02-08T01:14:34.578Z
SKU-1746174206,Polcar Außenspiegel Rechts elektrisch beheizt mit Blinker für Fiat Ducato,XGA0106D,XGA0106D:1,,,,,0,0,0,0,0,1,1,0,1,467476969,1,0,0,2026-02-08T01:14:35.455Z
SKU-5561398463,Alberomio Wickelauflage Schlafwolke Dreams 70x47 cm für Babybett 120x60 cm,XGA0502D,XGA0502D:1,1,2026-01-21T19:08:17.834Z,stock_in,XGA0502D,0,0,0,0,0,1,1,0,1,492851140,1,0,0,2026-02-08T01:14:36.345Z
SKU-3663111562,Texer.eu Textil Fußmatten Set für Mini R50 R53 (Bj. 2001-2006) – Passgenaue,,,1,2026-01-09T16:09:05.824Z,stock_in,XGA0202A,1,0,1,0,1,0,0,0,0,489183278,0,0,0,2026-01-30T19:48:29.807Z
SKU-5437386727,"JPN Radlagersatz 10L0503-JPN für KIA Sportage SL, Hyundai ix35 LM, Tucson JM –",XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467477119,1,0,0,2026-02-08T01:14:37.213Z
SKU-6816251293,KAMOKA Radlagersatz 5600063 für Vorderachse – Hyundai KIA Sportage ix35,XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467477094,1,0,0,2026-02-08T01:14:38.084Z
SKU-8684520981,"Home24 Beistelltisch MANCHESTER – Moderner Ablagetisch für Wohnzimmer,",,,1,2026-01-05T14:41:00.994Z,stock_in,XGA0106A,1,0,1,0,1,0,0,0,0,476359286,0,0,0,2026-01-30T20:06:39.569Z
SKU-9150914979,CanadianCat SATELLITE 2.0 Kratzbrett WHITE EDITION – Modernes Katzenkratzmöbel,XGA0106D,XGA0106D:1,1,2026-02-04T18:27:45.043Z,stock_in,XGA0106D,0,0,0,0,0,1,1,0,1,508516900,1,0,0,2026-02-08T01:14:38.949Z
SKU-6274769815,TNP Products RJ45 uPOE Splitter/Combiner Kit 2er-Set – 60W PoE Ethernet,XGA0105B,XGA0105B:1,1,2026-01-01T17:05:13.366Z,stock_in,XGA0105B,0,0,0,0,0,1,1,0,1,481212553,1,0,0,2026-02-08T01:14:39.810Z
SKU-2708761114,BITUXX Universal Federspanner Set 65-212mm für PKW SUV Transporter,,,,,,,1,0,1,0,1,0,0,0,0,467477308,0,0,0,2026-01-31T23:56:34.478Z
SKU-6860111834,"Qunsheng Premium Naturlatex Haushaltshandschuhe – Robust, Rutschfest &",,,1,2025-12-31T15:55:54.428Z,stock_in,XQGA0101A,1,0,0,0,0,0,0,0,0,499988387,0,0,0,2026-01-30T20:06:41.373Z
SKU-9014992269,"Anqiyou AQY-0117 Fahrrad Rücklicht LED USB Wiederaufladbar – Robust, Sicher &",XGA0105B,XGA0105B:1,1,2026-01-05T14:41:43.857Z,stock_in,XGA0105B,0,0,0,0,0,1,1,0,1,489026717,1,0,0,2026-02-08T01:14:40.693Z
SKU-7199945280,Sodafixx CO2 Zylinder 425g Universal für Wassersprudler | Lebensmittelechtes,XGA0201E,XGA0201E:18,18,2026-01-26T21:00:39.226Z,stock_in,XGA0201E,0,0,0,0,0,18,18,0,18,510885018,18,0,0,2026-02-09T13:47:01.168Z
SKU-4583716812,"Columbia Herren OMNI-WICK Performance T-Shirt – Schwarz, Größe M –",XGA0203C,XGA0203C:1,1,2026-01-30T19:56:51.278Z,stock_in,XGA0203C,0,0,0,0,0,1,1,0,1,504399664,1,0,0,2026-02-08T01:14:42.551Z
SKU-9041995991,"Nanyang NiuJin Premium Latex Haushaltshandschuhe XL Gelb – Robust, Rutschfest,",XGA0302C,XGA0302C:5,,,,,0,0,0,0,0,5,5,0,5,464302815,5,0,0,2026-02-08T01:14:43.426Z
SKU-6216530722,Intex Dura-Beam Plus Deluxe Pillow Rest Luftbett Queen 203x152x42cm mit,,,1,2026-01-01T16:58:17.756Z,stock_in,XGA0101A,1,0,1,0,1,0,0,0,0,476372121,0,0,0,2026-01-30T19:48:33.693Z
SKU-8049033555,UGREEN LP428 Magnetische KFZ Handyhalterung für Lüftungsgitter – Universal &,XGA0403A,XGA0403A:1,1,2026-01-13T13:16:51.917Z,stock_in,XGA0403A,0,0,0,0,0,1,1,0,1,489183312,1,0,0,2026-02-08T01:14:44.390Z
