SKU,DocId,Titel,Brand,Produktart,CurrentCategoryId,CurrentBreadcrumb,CurrentRoot,Suggested1Id,Suggested1Breadcrumb,Suggested1Hit,Suggested2Id,Suggested2Breadcrumb,Suggested2Hit,Suggested3Id,Suggested3Breadcrumb,Suggested3Hit,TargetCategoryBreadcrumb,TargetCategoryId,Notes
SKU-4777479586,8019606021557,GIVI Windschild Rauchgrau NEU D230S BMW F650 Motorrad Getönt 650F Fume,GIVI,Windschild,,Motorradteile>Verkleidungen & Rahmen>Windschutzscheiben,Motorradteile,35567,Auto & Motorrad: Teile > Motorrad- & Rollerteile & -zubehör > Verkleidungen & Rahmen > Windschilder,2,34998,Auto & Motorrad: Teile > Werkzeuge,1,181476,Auto & Motorrad: Fahrzeuge > Golfwagen,1,,,missing_or_broad
SKU-5932239224,9001778410887,WALSER Motorrad Abdeckplane 41088 185cm Grau NEU,WALSER,Motorrad Abdeckplane,,Motorradzubehör > Abdeckplanen,Motorradzubehör,261162,"Auto & Motorrad: Teile > Spezielle Fahrzeug-Teile > Wohnmobil- & Wohnwagenteile & Zubehör > Aufstelldächer, Markisen & Vorzelte > Abdeckplanen",2,34998,Auto & Motorrad: Teile > Werkzeuge,1,181476,Auto & Motorrad: Fahrzeuge > Golfwagen,1,,,missing_or_broad
SKU-2178359678,a11d13d2-573e-401e-bf44-f5eff249743f,Suhr Effektpedal Woodshed Comp 9V 6.35mm Klinke In/Out NEU,Suhr,Effektpedal,,Musikinstrumente > Gitarren & B,Musikinstrumente,162,"Computer, Tablets & Netzwerk > Sonstige",1,18793,"Computer, Tablets & Netzwerk > Software",1,50882,Sport > Tauchen > Tauchcomputer,1,,,missing_or_broad
SKU-0279594894,0814914026519,Patriot Solid State Drive P300P256GM28 256GB m.2 pcie NEU,Patriot,Solid State Drive,,PC Hardware > Solid State Drives,PC Hardware,175669,"Computer, Tablets & Netzwerk > Laufwerke & Speichermedien > Festplatten (HDD, SSD & NAS) > Solid State Drives (SSD)",3,115947,"Heimwerker > Heizen, Klima & Sanitär > Raum- & Heizkörperthermostate",1,33603,Auto & Motorrad: Teile > Autoteile & Zubehör > Motorkühlung > Thermostate & Gehäuse,1,,,missing_or_broad
SKU-8242720178,4001807906881,STRATIC Hartschalenkoffer Straw 65cm Unisex Gr. M Hartschale Rosa NEU,STRATIC,Hartschalenkoffer,,Reisegepäck > Koffer & Trolleys > Koffer,Reisegepäck,112661,Beauty & Gesundheit > Parfums > Unisex,1,260017,Kleidung & Accessoires > Kinder > Unisex für Kinder,1,178077,Sport > Radsport > Fahrradschuhe & Überschuhe > Unisex-Schuhe,1,,,missing_or_broad
SKU-0780623565,8c326f7a-d1df-447c-ab0c-c39d136ac565,TAN.TOMI Hartschalenkoffer BOD17R89GL Groß Unisex Gr. L ABS Dunkelgrau NEU,TAN.TOMI,Hartschalenkoffer,,Reisen > Reisegepäck > Koffer,Reisen,112661,Beauty & Gesundheit > Parfums > Unisex,1,260017,Kleidung & Accessoires > Kinder > Unisex für Kinder,1,77690,Haustierbedarf > Vögel > Käfige & Volieren > Großsittiche,1,,,missing_or_broad
SKU-1479525764,4067266427411,TT. BAGATT Leder Stiefeletten Damen EU 41 Cognac Echtleder NEU,TT. BAGATT,,,Schuhe > Damen > Stiefel & Stiefeletten,Schuhe,53557,Kleidung & Accessoires > Damen > Damenschuhe > Stiefel & Stiefeletten,2,260010,Kleidung & Accessoires > Damen,1,11848,Beauty & Gesundheit > Parfums > Damen,1,,,missing_or_broad
SKU-6986483321,5702015867535,LEGO Creator 31058 Unisex Kunststoff 1M Grün NEU,LEGO,,,Spielzeug > Baukästen & Konstruktionsspielzeug > LEGO > LEGO Creator,Spielzeug,112661,Beauty & Gesundheit > Parfums > Unisex,1,63496,Haustierbedarf > Reptilien > Bodengrund,1,46439,Haustierbedarf > Fische & Aquarien > Bodengrund,1,,,missing_or_broad
SKU-4832582390,4001690500234,BENT Markisen-Zubehör 50023 250cm Gewebe 250x10cm Dunkelblau NEU,BENT,,,Sport > Camping & Outdoor > Markisen & Vorzelte > Markisen-Zubehör,Sport,28813,Spielzeug > Playmobil > Abenteuer,1,28817,Spielzeug > Playmobil > Abenteuer > Space,1,52184,Spielzeug > Playmobil > Abenteuer > Magic,1,,,missing_or_broad
SKU-6221197450,d5ebb4cc-55b0-4b01-a52b-14af5f5e48dd,TRIGGER POINT SYSTEMS Fitnessbänder Set Textil Grau Schwarz Hellgrau,TRIGGER POINT SYSTEMS,Fitnessbänder Set,,Sport > Fitness & Jogging > Kleingeräte & Zubehör > Fitnessbänder,Sport,71237,Möbel & Wohnen > Kochen & Genießen > Küchentextilien,1,20657,Möbel & Wohnen > Kochen & Genießen > Küchentextilien > Schürzen,1,71239,Möbel & Wohnen > Kochen & Genießen > Küchentextilien > Sonstige,1,,,missing_or_broad
SKU-9445536447,e0a338cc-0fd6-4625-8c0c-054308424954,Adidas Trainingsjacke Gr. M Herren Polyester Schwarz NEU,Adidas,Trainingsjacke,,Sport > Sportbekleidung > Trainingsjacken,Sport,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-1377750386,4260755120385,Valuents Camping Teppich CampCarp-250-350 Outdoor Vorzeltteppich 250x350 cm NEU,Valuents,Campingteppich,,Sport & Freizeit > Camping & Outdoor > Zelte & Zubehör > Zeltteppiche,Sport & Freizeit,16034,Sport > Camping & Outdoor,2,75232,Sport > Camping & Outdoor > Werkzeuge,2,181378,Sport > Camping & Outdoor > Rucksäcke,2,,,missing_or_broad
SKU-2139913486,4013361212134,KHW Wintersport Lenkschlitten Snow Flyer Pink 99x52 cm max. 88kg,KHW,Lenkschlitten,,Sport & Freizeit > Wintersport > Schlitten,Sport & Freizeit,36260,Sport > Wintersport > Bekleidung > Ski- & Snowboardhelme,2,260707,"Sport > Wintersport > Skifahren, Snowboarden & Schneeschuhwandern > Skier",2,260710,"Sport > Wintersport > Skifahren, Snowboarden & Schneeschuhwandern > Zubehör",2,,,missing_or_broad
SKU-4995445480,c9fb6dc8-5db9-455d-a9b6-a8cadf694909,Adidas Trainingshose Gr. L Herren Polyester Dunkelblau NEU,Adidas,Trainingshose,,Sport & Freizeit > Sportbekleidung > Hosen,Sport & Freizeit,260012,Kleidung & Accessoires > Herren,1,10290,Uhren & Schmuck > Herrenschmuck,1,29585,Beauty & Gesundheit > Parfums > Herren,1,,,missing_or_broad
SKU-2433624992,4260716810041,LionSports Mobiles Sportnetz Profi 4m Freizeitspieler Familien Kunststoff,LionSports,Mobiles Sportnetz,,Sportartikel > Badminton > Netze,Sportartikel,176992,Beauty & Gesundheit > Familienplanung & Erotik,1,176993,Beauty & Gesundheit > Familienplanung & Erotik > Hilfsmittel,1,176995,Beauty & Gesundheit > Familienplanung & Erotik > Gleitmittel,1,,,missing_or_broad
SKU-4747629782,0840353901100,Fitbit Fitness-Tracker GA05184-EU gps Coral Champagne Gold NEU,Fitbit,Fitness-Tracker,,Sportelektronik > Fitness-Tracker,Sportelektronik,179798,Sport > Fitness & Jogging > Sportelektronik > Aktivitätstracker,2,15273,Sport > Fitness & Jogging,1,13362,Sport > Fitness & Jogging > Sonstige,1,,,missing_or_broad
SKU-0026867017,9598aed7-fe7a-426e-afcc-08ca0d925270,LESBJFDM Tattoo Armlehne Arm Bracket XL Auflage 67-105cm Schwarz Neu,LESBJFDM,Tattoo Armlehne,,Tattoo Zubehör > Armlehne,Tattoo Zubehör,79683,Garten & Terrasse > Möbel > Auflagen,1,184533,Garten & Terrasse > Möbel > Auflagenboxen,1,66674,Baby > Möbel > Wickeltische & Zubehör > Auflagen,1,,,missing_or_broad
SKU-7676899776,f42902e6-fbd5-40b3-ab2e-754199627da6,AUTO NEWLAND Wagenheber Q086B-5.5kg Stahl 290mm 5.5kg Rot NEU,AUTO NEWLAND,Wagenheber,,Werkzeug > Hebezeuge & Wagenheber,Werkzeug,180142,Auto & Motorrad: Teile > Erste Hilfe- & Notfallausrüstungen > Auto-Diebstahlsicherheit > Sonstige,2,184630,Auto & Motorrad: Teile > Erste Hilfe- & Notfallausrüstungen > Auto-Diebstahlsicherheit > Radkrallen,2,180141,Auto & Motorrad: Teile > Erste Hilfe- & Notfallausrüstungen > Auto-Diebstahlsicherheit,2,,,missing_or_broad
SKU-2454152281,5050192020075,H M HOME Wandspiegel 0975688 19mm 500mm Schwarz NEU,H&M HOME,Wandspiegel,,Wohnen & Einrichten > Spiegel,Wohnen & Einrichten,185044,Möbel & Wohnen > Beleuchtung > Smart Home-Beleuchtungen,1,185068,"TV, Video & Audio > Smart Speakers, Hubs & Zubehör > Smart-Home-Hubs",1,260302,"TV, Video & Audio > Smart Speakers, Hubs & Zubehör > Smart Home Hub-Teile",1,,,missing_or_broad
SKU-5120624450,7b442083-e5d5-43c0-92ef-76c6432fe919,ELUTO Autositzbezug Set 946921699 Vorne Hinten Schwarz Silber Weiß NEU,ELUTO,Autositzbezug Set,33694,Auto & Motorrad: Teile > Autoteile & Zubehör > Innenausstattung,Auto & Motorrad: Teile,36774,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Analogkopierer (Schwarz-Weiß),2,104431,Büro & Schreibwaren > Bürotechnik > Kopiergeräte > Digitalkopierer (Schwarz-Weiß),2,113913,Beauty & Gesundheit > Mund- & Zahnpflege > Zahnweiß,1,,,root_mismatch
SKU-9078406333,4040074137246,Meyle Filter-Satz 112 330 0003/S für AUDI SEAT SKODA VW,Meyle,Inspektionspaket,174087,Auto & Motorrad: Teile > Autoteile & Zubehör > Motoren & Motorenteile > Inspektionspakete & -kits,Auto & Motorrad: Teile,80390,Foto & Camcorder > Objektive & Filter > Vorsatzobjektive,2,163769,"TV, Video & Audio > Tragbare Geräte & Kopfhörer > Ersatzteile & Werkzeuge",2,71583,"TV, Video & Audio > DVD, Blu-ray & Heimkino > Beamer-Ersatzlampen & -teile",2,,,root_mismatch
SKU-9436640030,SKU-9436640030,Puma Golfschuh Fusion Crush Sport Herren Synthetik Textil Weiß Grau Rot NEU,Puma,Golfschuh,2994,Kleidung & Accessoires > Herren > Herren-Accessoires > Handschuhe & Fäustlinge,Kleidung & Accessoires,181136,Sport > Golf > Golfbekleidung > Herren-Golfbekleidung > Golfschuhe,3,40884,Sport > Fitness & Jogging > Bekleidung > Herren,2,181356,Sport > Camping & Outdoor > Bekleidung > Herren,2,,,root_mismatch
