category_id,breadcrumb,kaufland_category_id,match_method,match_key
6552857,Garten & Terrasse > Gartenbekleidung & Schutzausrüstung > Handschuhe & Knieschützer,,,
6552858,Garten & Terrasse > Gartenbekleidung & Schutzausrüstung > Kleidung,,,
6552859,"Garten & Terrasse > Gartenbekleidung & Schutzausrüstung > Kniebänke, Kniekissen & Sitzroller",,,
6552860,Garten & Terrasse > Gartenbekleidung & Schutzausrüstung > Schuhe & Stiefel,,,
6552861,Garten & Terrasse > Gartenbekleidung & Schutzausrüstung > Schutzausrüstung,,,
6552862,Garten & Terrasse > Gartenbekleidung & Schutzausrüstung > Sonstige,,,
6552863,Garten & Terrasse > Gartenbekleidung & Schutzausrüstung > Werkzeuggürtel & -aufbewahrung,,,
6551272,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore",,,
6552864,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Elektrozäune",,,
6552865,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Gabionen",27631,suffix_1,Gabionen
6552866,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Gartentore",27601,suffix_1,Gartentore
6552867,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Gartentorteile",,,
6552868,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Gartentorzubehör",,,
6552869,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Gartenzäune",69544,suffix_1,Gartenzäune
6552870,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Geländer & Handläufe",,,
6552871,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Gittermatten",,,
6552872,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Maschendraht",,,
6552873,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Pfahlrammen",,,
6552874,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Pfostenträger & Bodenhülsen",,,
6552875,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Sicht-, Wind- & Lärmschutzwände",,,
6552876,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Sonstige",,,
6552877,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Spaliere",,,
6552878,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Spalierteile",,,
6552879,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Zaunlatten",69211,suffix_1,Zaunlatten
6552880,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Zaunpfosten",,,
6552881,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Zaunverbinder & -befestigungen",,,
6552882,"Garten & Terrasse > Gartenzäune, Sichtschutzwände & Gartentore > Zaunzubehör",69559,suffix_1,Zaunzubehör
6551273,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör",,,
6552883,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Außen-Heizabdeckungen",,,
6552884,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Eis- & Kühlboxen",,,
6552885,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Feuerschalen",,,
6552886,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grill-Abdeckhauben",,,
6552887,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grill-Ersatzteile",64951,suffix_1,Grill-Ersatzteile
6552889,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grill-Werkzeuge",,,
6552890,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grillkamine",,,
6552891,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grills",,,
6552892,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Grillzubehör",,,
6552893,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Heizstrahler",45581,suffix_1,Heizstrahler
6552894,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Holz & Kohle",,,
6552895,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Picknickkörbe & Rucksäcke",,,
6552896,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Picknickzubehör",,,
6552897,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Servierwagen",26531,suffix_1,Servierwagen
6552898,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Sonstige",,,
6552899,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Sonstiges Zubehör",,,
6552902,"Garten & Terrasse > Grills, Heizstrahler & Picknickzubehör > Terrassenöfen",,,
6551274,Garten & Terrasse > Hand-Gartengeräte & Zubehör,,,
6552903,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Astscheren,26941,suffix_1,Astscheren
6552904,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Äxte & Beile,26951,suffix_1,Äxte & Beile
6552905,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Blumenkellen,,,
6552906,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Bonsai-Werkzeuge,,,
6552907,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Erdbohrer & Erdlochausheber,,,
6552908,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Gartenscheren,26961,suffix_1,Gartenscheren
6552909,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Geräteersatzteile,,,
6552910,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Gerätesets,,,
6552928,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Geräteständer & Werkzeugregale,,,
6552929,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Gerätezubehör,,,
6552930,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Grabegabeln & Forken,,,
6552931,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Gras- & Heckenscheren,,,
6552932,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Grubber & Hacken,,,
6552933,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Kantenstecher,,,
6552934,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Kreuz- & Spitzhacken,,,
6552935,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Obstpflücker,59161,suffix_1,Obstpflücker
6552936,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Rasenlüfter,,,
6552937,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Rasenwalzen,27021,suffix_1,Rasenwalzen
6552938,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Rechen & Fächerbesen,,,
6552939,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Sägen,31101,suffix_1,Sägen
6552940,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Sämaschinen & Streuwagen,,,
6552941,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Schubkarren,27211,suffix_1,Schubkarren
6552942,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Sensen & Sicheln,27231,suffix_1,Sensen & Sicheln
6552943,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Sonstige,,,
6552944,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Spaten & Schaufeln,,,
6552945,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Streusalz,27301,suffix_1,Streusalz
6552946,Garten & Terrasse > Hand-Gartengeräte & Zubehör > Unkrautstecher,27251,suffix_1,Unkrautstecher
6551275,Garten & Terrasse > Hydrokultur,,,
6552947,Garten & Terrasse > Hydrokultur > Blattschneider & Trimmer,,,
6552948,Garten & Terrasse > Hydrokultur > Bubble Ice Bags & Extraktionsbeutel,,,
6552949,"Garten & Terrasse > Hydrokultur > Grow-Zelte, Trockennetze & Regale",,,
6552950,Garten & Terrasse > Hydrokultur > Growboxen-Komplettsets,,,
6552951,"Garten & Terrasse > Hydrokultur > Hydroponische Systeme, Teile & Zubehör",,,
6559267,"Garten & Terrasse > Hydrokultur > Hydroponische Systeme, Teile & Zubehör > Hydroponische Systeme",,,
6559268,"Garten & Terrasse > Hydrokultur > Hydroponische Systeme, Teile & Zubehör > Töpfe & Anzuchtplatten",,,
6559269,"Garten & Terrasse > Hydrokultur > Hydroponische Systeme, Teile & Zubehör > Wasserbelüftungsausstattung",,,
6559270,"Garten & Terrasse > Hydrokultur > Hydroponische Systeme, Teile & Zubehör > Wasserpumpen",,,
6552952,Garten & Terrasse > Hydrokultur > Kultursubstrate,,,
6552953,"Garten & Terrasse > Hydrokultur > Nährstoffe, Dünger & pH-Kontrolle",,,
6552954,Garten & Terrasse > Hydrokultur > Sonstige,,,
6552955,"Garten & Terrasse > Hydrokultur > Ventilatoren, Filter & Klimaregelung",,,
6559271,"Garten & Terrasse > Hydrokultur > Ventilatoren, Filter & Klimaregelung > Aktivkohlefilter",,,
6559272,"Garten & Terrasse > Hydrokultur > Ventilatoren, Filter & Klimaregelung > Klimasteuerung & Luftreinigung",,,
6559273,"Garten & Terrasse > Hydrokultur > Ventilatoren, Filter & Klimaregelung > Lüftungsschläuche & Zubehör",,,
6559276,"Garten & Terrasse > Hydrokultur > Ventilatoren, Filter & Klimaregelung > Luftventilation & -extraktion",,,
6552956,Garten & Terrasse > Hydrokultur > Wachstumslichter & Zubehör,,,
6559277,Garten & Terrasse > Hydrokultur > Wachstumslichter & Zubehör > Beleuchtungssets,,,
6559278,Garten & Terrasse > Hydrokultur > Wachstumslichter & Zubehör > Vorschaltgeräte,,,
6559280,Garten & Terrasse > Hydrokultur > Wachstumslichter & Zubehör > Wachstumslampen & Leuchtmittel,,,
6559281,Garten & Terrasse > Hydrokultur > Wachstumslichter & Zubehör > Wachstumslicht-Zubehör,,,
6552957,Garten & Terrasse > Hydrokultur > Zimmergewächshäuser & Stecklingsvermehrer,,,
6551276,Garten & Terrasse > Kompostierung & Gartenabfälle,,,
6552958,Garten & Terrasse > Kompostierung & Gartenabfälle > Abfallverbrenner,,,
6552959,Garten & Terrasse > Kompostierung & Gartenabfälle > Gartenabfallbehälter,,,
6552960,Garten & Terrasse > Kompostierung & Gartenabfälle > Gartenabfallsäcke,63761,suffix_1,Gartenabfallsäcke
6552961,Garten & Terrasse > Kompostierung & Gartenabfälle > Kompostbehälter,,,
6552962,Garten & Terrasse > Kompostierung & Gartenabfälle > Kompostbelüftung,,,
6552963,Garten & Terrasse > Kompostierung & Gartenabfälle > Kompostbeschleuniger,,,
6552964,Garten & Terrasse > Kompostierung & Gartenabfälle > Sonstige,,,
6551277,Garten & Terrasse > Möbel,1961,suffix_1,Möbel
6552965,Garten & Terrasse > Möbel > Auflagen,,,
6552966,Garten & Terrasse > Möbel > Auflagenboxen,,,
6552967,Garten & Terrasse > Möbel > Bänke,,,
6552968,Garten & Terrasse > Möbel > Hängematten,25621,suffix_1,Hängematten
6552969,Garten & Terrasse > Möbel > Hollywoodschaukeln,25661,suffix_1,Hollywoodschaukeln
6552970,Garten & Terrasse > Möbel > Liegen,61251,suffix_1,Liegen
6552971,Garten & Terrasse > Möbel > Loungemöbel & Sitzgruppen,,,
6554305,Garten & Terrasse > Möbel > Möbelschutzhüllen,,,
6554309,Garten & Terrasse > Möbel > Sonstige,,,
6554310,Garten & Terrasse > Möbel > Strandkörbe,25681,suffix_1,Strandkörbe
6554311,Garten & Terrasse > Möbel > Stühle,,,
6554312,Garten & Terrasse > Möbel > Tische,,,
6551278,Garten & Terrasse > Motor-Gartengeräte & -zubehör,,,
6554314,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Erd- & Pfahlbohrer,,,
6554315,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Grasscheren,,,
6554316,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Hacken & Fräsen,,,
6554317,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Häcksler,27431,suffix_1,Häcksler
6554319,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Heckenscheren,26991,suffix_1,Heckenscheren
6554320,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Hochdruckreiniger,33961,suffix_1,Hochdruckreiniger
6554321,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Hochdruckreiniger-Ersatzteile,,,
6554322,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Hochdruckreiniger-Zubehör,66391,suffix_1,Hochdruckreiniger-Zubehör
6554323,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Holzspalter,33891,suffix_1,Holzspalter
6554324,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kehrmaschinen,33981,suffix_1,Kehrmaschinen
6554325,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kettensägen,43541,suffix_1,Kettensägen
6554326,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kettensägen-Ersatzteile,,,
6554327,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Kettensägen-Zubehör,,,
6554328,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Laubsauger & -bläser,,,
6554329,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Laubsauger- & -bläser-Ersatzteile,,,
6554331,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Laubsauger- & -bläser-Zubehör,,,
6554333,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Mehrzweckmotoren,,,
6554334,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Rasenkantenschneider,27011,suffix_1,Rasenkantenschneider
6554335,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Rasentrimmer,27501,suffix_1,Rasentrimmer
6554336,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Rasentrimmer-Ersatzteile,,,
6554337,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Rasentrimmer-Zubehör,,,
6554338,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Reinigungskonzentrate,,,
6554339,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Schneefräsen,68903,suffix_1,Schneefräsen
6554340,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Sonstige,,,
6554341,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Sonstige Ersatzteile,,,
6554342,Garten & Terrasse > Motor-Gartengeräte & -zubehör > Sonstiges Zubehör,,,
6551279,"Garten & Terrasse > Pflanzen, Sämereien & Zwiebeln",,,
6554344,"Garten & Terrasse > Pflanzen, Sämereien & Zwiebeln > Moos",,,
6554347,"Garten & Terrasse > Pflanzen, Sämereien & Zwiebeln > Pflanzen, Bäume & Sträucher",,,
6554348,"Garten & Terrasse > Pflanzen, Sämereien & Zwiebeln > Pilzzucht",,,
6554349,"Garten & Terrasse > Pflanzen, Sämereien & Zwiebeln > Rollrasen",,,
6554350,"Garten & Terrasse > Pflanzen, Sämereien & Zwiebeln > Sämereien & Zwiebeln",,,
6554351,"Garten & Terrasse > Pflanzen, Sämereien & Zwiebeln > Sonstige",,,
6554352,"Garten & Terrasse > Pflanzen, Sämereien & Zwiebeln > Sonstiges Zubehör",,,
6551280,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör",,,
6554354,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Anzuchtzubehör",,,
6554355,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Dünger",26621,suffix_1,Dünger
6554356,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Erde & Zusatzstoffe",,,
6554358,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Feuchtemessgeräte & pH-Meter",,,
6554359,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Frostschutz",,,
6554360,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Gartensprühgeräte",,,
6554361,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Haken & Halterungen",,,
6554362,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Körbe, Blumentöpfe, -kästen & Untersetzer",,,
6554363,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Mulch",,,
6554364,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Pflanzenbinder & -stützen",,,
6554367,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Pflanzenetiketten",,,
6554368,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Pflanzgefäß-Bewässerungshilfen",,,
6554369,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Pflanzgefäßeinlagen",,,
6554370,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Saat- & Anzuchttöpfe & -platten",,,
6554371,"Garten & Terrasse > Pflanzenpflege, Boden & Zubehör > Sonstige",,,
6551281,"Garten & Terrasse > Rasenmäher, Ersatzteile & Zubehör",,,
6554372,"Garten & Terrasse > Rasenmäher, Ersatzteile & Zubehör > Rasenmäher",43381,suffix_1,Rasenmäher
6554373,"Garten & Terrasse > Rasenmäher, Ersatzteile & Zubehör > Rasenmäher-Ersatzteile",,,
6554374,"Garten & Terrasse > Rasenmäher, Ersatzteile & Zubehör > Rasenmäher-Zubehör",60731,suffix_1,Rasenmäher-Zubehör
6554375,"Garten & Terrasse > Rasenmäher, Ersatzteile & Zubehör > Sonstige",,,
6551282,Garten & Terrasse > Sonstige,,,
6554376,Garten & Terrasse > Sonstige > Sonstige,,,
6551284,"Garten & Terrasse > Teiche, Bachläufe & Brunnen",,,
6554377,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Bachläufe & Wasserfälle",,,
6554379,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Eisfreihalter",,,
6554380,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Gartenteich-Komplettsysteme",,,
6554381,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Kescher & Siebe",,,
6554382,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Pumpen",,,
6554385,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Rasenmäher-Zubehör",60731,suffix_1,Rasenmäher-Zubehör
6554386,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Reiherschreck & Katzenschutz",,,
6554387,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Spring- & Zierbrunnen",,,
6554388,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teich- & Brunnenanschlüsse & Pumpenteile",,,
6554389,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teich-Dekoration",,,
6554390,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teichbecken & -folien",,,
6554391,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teichbeleuchtung",24831,suffix_1,Teichbeleuchtung
6554392,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teichbeleuchtungsersatzteile",,,
6554393,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teichbepflanzungszubehör",,,
6554394,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teichfilter & -skimmer",,,
6554395,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teichfiltermedien",,,
6554396,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teichfilterzubehör",,,
6554397,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teichsauger",,,
6554398,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Teichsauger-Ersatzteile",,,
6554399,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > UVC-Geräte",,,
6554400,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Wasserpflege & Algenmittel",,,
6554401,"Garten & Terrasse > Teiche, Bachläufe & Brunnen > Wassertest-Kits",,,
6551285,Garten & Terrasse > Unkraut- & Schädlingsschutz,,,
6554402,Garten & Terrasse > Unkraut- & Schädlingsschutz > Abwehr- & Abschreckungsmittel,,,
6554403,Garten & Terrasse > Unkraut- & Schädlingsschutz > Insektenschutz,27671,suffix_1,Insektenschutz
6559284,Garten & Terrasse > Unkraut- & Schädlingsschutz > Insektenschutz > Fliegenklatschen,62721,suffix_1,Fliegenklatschen
6559285,Garten & Terrasse > Unkraut- & Schädlingsschutz > Insektenschutz > Insektenköder & -fallen,,,
6559287,Garten & Terrasse > Unkraut- & Schädlingsschutz > Insektenschutz > Insektenlampen,4551,suffix_1,Insektenlampen
6559288,Garten & Terrasse > Unkraut- & Schädlingsschutz > Insektenschutz > Insektenspray,,,
6559289,Garten & Terrasse > Unkraut- & Schädlingsschutz > Insektenschutz > Insektizid,,,
6559291,Garten & Terrasse > Unkraut- & Schädlingsschutz > Insektenschutz > Nebelgeräte & Nebelpräparate,,,
6554404,Garten & Terrasse > Unkraut- & Schädlingsschutz > Netze & Laubschutz,,,
6554405,Garten & Terrasse > Unkraut- & Schädlingsschutz > Rodentizide & Nagerköder,,,
6554406,Garten & Terrasse > Unkraut- & Schädlingsschutz > Sonstige,,,
6554407,Garten & Terrasse > Unkraut- & Schädlingsschutz > Tier- & Nagerfallen,,,
6554408,Garten & Terrasse > Unkraut- & Schädlingsschutz > Ultraschall-Schädlingsschutz,,,
6554409,Garten & Terrasse > Unkraut- & Schädlingsschutz > Unkrautbekämpfung,,,
6559293,Garten & Terrasse > Unkraut- & Schädlingsschutz > Unkrautbekämpfung > Herbizid & Fungizid,,,
6559294,Garten & Terrasse > Unkraut- & Schädlingsschutz > Unkrautbekämpfung > Unkrautvernichter,,,
6559295,Garten & Terrasse > Unkraut- & Schädlingsschutz > Unkrautbekämpfung > Unkrautvlies,69445,suffix_1,Unkrautvlies
6554410,Garten & Terrasse > Unkraut- & Schädlingsschutz > Wassertest-Kits,,,
6551286,Garten & Terrasse > Vogel- & Wildtierzubehör,,,
6554411,Garten & Terrasse > Vogel- & Wildtierzubehör > Bienen- & Insektenhotels,,,
6554413,Garten & Terrasse > Vogel- & Wildtierzubehör > Fledermaus- & Schmetterlingshäuser,,,
6554415,Garten & Terrasse > Vogel- & Wildtierzubehör > Igelhäuser,,,
6554416,Garten & Terrasse > Vogel- & Wildtierzubehör > Sonstige,,,
6554417,Garten & Terrasse > Vogel- & Wildtierzubehör > Vogelfuttersäulen & -häuschen,,,
6554418,Garten & Terrasse > Vogel- & Wildtierzubehör > Vogelhäuser,25501,suffix_1,Vogelhäuser
6554419,Garten & Terrasse > Vogel- & Wildtierzubehör > Vogeltränken,25511,suffix_1,Vogeltränken
6551069,Handys & Kommunikation,,,
6551288,Handys & Kommunikation > Festnetztelefone & Zubehör,,,
6554420,Handys & Kommunikation > Festnetztelefone & Zubehör > Akkus,38881,suffix_1,Akkus
6554421,Handys & Kommunikation > Festnetztelefone & Zubehör > Anrufbeantworter,,,
6554422,Handys & Kommunikation > Festnetztelefone & Zubehör > Caller ID-Geräte,,,
6554423,Handys & Kommunikation > Festnetztelefone & Zubehör > Festnetz-Komponenten & -Teile,,,
6554424,"Handys & Kommunikation > Festnetztelefone & Zubehör > Leitungen, Kabel & Adapter",,,
6554425,Handys & Kommunikation > Festnetztelefone & Zubehör > NTBAs,,,
6554426,Handys & Kommunikation > Festnetztelefone & Zubehör > Pager,,,
6554427,Handys & Kommunikation > Festnetztelefone & Zubehör > Schnurgebundene Telefone,,,
6554428,Handys & Kommunikation > Festnetztelefone & Zubehör > Schnurlose Telefone,,,
6554429,Handys & Kommunikation > Festnetztelefone & Zubehör > Sonstige,,,
6554432,Handys & Kommunikation > Festnetztelefone & Zubehör > Stecker & Steckdosen,,,
6554434,Handys & Kommunikation > Festnetztelefone & Zubehör > Telefon-Headsets,,,
6551289,Handys & Kommunikation > Funktechnik,,,
6554436,Handys & Kommunikation > Funktechnik > Amateurfunk,,,
6559296,Handys & Kommunikation > Funktechnik > Amateurfunk > Amateurfunk-Empfänger,,,
6559297,Handys & Kommunikation > Funktechnik > Amateurfunk > Amateurfunk-Sendeempfänger,,,
6559298,Handys & Kommunikation > Funktechnik > Amateurfunk > Amateurfunk-Sender,,,
6559299,Handys & Kommunikation > Funktechnik > Amateurfunk > Amateurfunk-Verstärker,,,
6559300,Handys & Kommunikation > Funktechnik > Amateurfunk > Sonstige,,,
6554437,Handys & Kommunikation > Funktechnik > Antennen,,,
6559301,Handys & Kommunikation > Funktechnik > Antennen > Amateurfunkantennen,,,
6559304,Handys & Kommunikation > Funktechnik > Antennen > Betriebs- & PMR-Funkantennen,,,
6559305,Handys & Kommunikation > Funktechnik > Antennen > CB-Funkantennen,,,
6559307,Handys & Kommunikation > Funktechnik > Antennen > See- & Flugfunkantennen,,,
6559308,Handys & Kommunikation > Funktechnik > Antennen > Sonstige,,,
6554438,Handys & Kommunikation > Funktechnik > Betriebsfunkgeräte,,,
6554439,Handys & Kommunikation > Funktechnik > BOS-Funkmeldeempfänger,,,
6554440,Handys & Kommunikation > Funktechnik > CB-Funkgeräte,,,
6554441,Handys & Kommunikation > Funktechnik > Funkscanner,,,
6554442,Handys & Kommunikation > Funktechnik > Kurzwellenfunkgeräte,,,
6554443,Handys & Kommunikation > Funktechnik > See- & Flugfunkgeräte,,,
6554444,Handys & Kommunikation > Funktechnik > SIM-Karten-Zubehör,,,
6554445,Handys & Kommunikation > Funktechnik > Sonstige,,,
6554446,Handys & Kommunikation > Funktechnik > Teile & Zubehör,,,
6559310,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Akkus & Ladegeräte,,,
6559311,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Anleitungen & Zeitschriften,,,
6559312,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Antennentuner,,,
6559313,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Baluns & Drosseln,,,
6559314,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Filter,,,
6559317,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Funk- & Scannerquarze,,,
6559318,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Halterungen,,,
6559319,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Koaxialkabel & -stecker,,,
6559320,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Kopf- & Ohrhörer,,,
6559321,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Lautsprecher,,,
6559322,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Messgeräte,,,
6559323,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Mikrofone,62481,suffix_1,Mikrofone
6559324,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Morsetasten,,,
6559325,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Netzteile,39811,suffix_1,Netzteile
6559326,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Oszillatoren,,,
6559327,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Röhren,,,
6559330,Handys & Kommunikation > Funktechnik > Teile & Zubehör > Sonstige,,,
6554447,Handys & Kommunikation > Funktechnik > Walkie-Talkies & PMR-Funkgeräte,,,
6551290,Handys & Kommunikation > Handy-Attrappen,,,
6554448,Handys & Kommunikation > Handy-Attrappen > Telefon-Headsets,,,
6551291,Handys & Kommunikation > Handy-Komponenten & -Teile,,,
6554449,Handys & Kommunikation > Handy-Komponenten & -Teile > Sonstige,,,
6551292,Handys & Kommunikation > Handy-Zubehör,,,
6554450,Handys & Kommunikation > Handy-Zubehör > Akkus,38881,suffix_1,Akkus
6554451,Handys & Kommunikation > Handy-Zubehör > Armbänder,46031,suffix_1,Armbänder
6554452,Handys & Kommunikation > Handy-Zubehör > Displayschutzfolien,,,
6554453,Handys & Kommunikation > Handy-Zubehör > Eingabestifte,53241,suffix_1,Eingabestifte
6554454,Handys & Kommunikation > Handy-Zubehör > Gebrauchsanleitungen,,,
6554455,Handys & Kommunikation > Handy-Zubehör > Halterungen,,,
6554456,Handys & Kommunikation > Handy-Zubehör > Handyschmuck,,,
6554457,Handys & Kommunikation > Handy-Zubehör > Headsets,35611,suffix_1,Headsets
6554458,Handys & Kommunikation > Handy-Zubehör > Kabel & Adapter,,,
