sku,docId,lastSource,status,before_len,after_len,before_issues,after_issues,before,after,reason
SKU-6586579725,SKU-6586579725,job-improve,update,72,65,priority_a_missing_in_title|priority_a_not_in_first_60,,CENTA-STAR Royal Branice Bettdecke Ganzjährig Atmungsaktiv 135x200cm Neu,CENTA-STAR Bettdecke 2450 200cm Erwachsene Gr. 135x200cm Weiß NEU,
SKU-6673544963,SKU-6673544963,bulk-table,update,80,55,order_producttype_after_model,,Puma Court Classico Damen Sneaker für Komfort - Weiß / Navy Leder NEU OVP Gr. 38,PUMA Sneaker Court Classico Damen Gr. 38 Leder Weiß NEU,
SKU-6830410442,SKU-6830410442,category-review-csv,update,76,47,model_or_mpn_missing,model_or_mpn_missing,"FIREFIX Ofenrohr DN 180, 1000mm, Senotherm Schwarz für sichere Abführung NEU",FIREFIX Ofenrohr 180mm Stahl 1000mm Schwarz NEU,
SKU-7049665224,SKU-7049665224,unknown,update,71,52,order_producttype_after_model,,H&M Damen Strickjacke: Eleganter Zopfmuster Cardigan für Stil & Komfort,H&M Strickjacke Damen Gr.xL Materialmix Hellblau NEU,
SKU-7209250640,SKU-7209250640,job-improve,update,73,62,priority_a_missing_in_title|priority_a_not_in_first_60,,Tatonka Kettle Outdoor Kochtopf 4.0L Edelstahl mit Deckel Klappgriffe NEU,Tatonka Campingtopf Kettle 4.0 Liter Edelstahl 4.0L Silber NEU,
SKU-7237772440,SKU-7237772440,unknown,update,77,34,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,Topeak Standpumpe JoeBlow Urban EX für Urban & E-Bikes – Präziser Reifendruck,Topeak Fahrradzubehör TJB-UET1 NEU,
SKU-7245071607,SKU-7245071607,job-improve,update,78,50,priority_a_missing_in_title|priority_a_not_in_first_60,,DIGITAL REVOLUTION Tintenpatrone LC422 Gelb kompatibel für Brother MFC-Drucker,DIGITAL REVOLUTION Tintenpatrone DZ108154 Gelb NEU,
SKU-7350795017,SKU-7350795017,job-improve,update,79,46,priority_a_missing_in_title|priority_a_not_in_first_60,,Primewire Koaxial Antennenkabel 15m gewinkelt für TV Receiver Radio Schwarz Neu,Primewire Antennenkabel 302867 15m Schwarz NEU,
SKU-7499091535,SKU-7499091535,unknown,update,70,69,priority_a_missing_in_title|priority_a_not_in_first_60,,Ninja Plancha-Grillplatte XL: Schonendes Garen für perfekte Ergebnisse,Ninja Plancha-Grillplatte XL XSKOGXLFPLTEU nicht angegeben Metall NEU,
SKU-7543211550,SKU-7543211550,unknown,update,75,68,priority_a_missing_in_title|priority_a_not_in_first_60,,"CMP Kinder Schneestiefel Rae WP – Warm, trocken und sicher durch den Winter","CMP Stiefel 39Q4964 Kinder Textil, Leder, Synthetik Schwarz/Blau NEU",
SKU-7627745924,SKU-7627745924,title-normalize,update,77,44,model_or_mpn_missing,model_or_mpn_missing,"NEOLYMP Yogamatten Lime (Neongrün) Biologisch abbaubar, PVC-, Latex-, Gummi-,",NEOLYMP Yogamatten 183cm Lime (Neongrün) NEU,
SKU-7721659409,SKU-7721659409,unknown,update,72,65,priority_a_missing_in_title|priority_a_not_in_first_60,,db-tronic Raspberry Pi 5 Starter-Set 8GB RAM für anspruchsvolle Projekte,db-tronic Einplatinen-Computer Starter-Set SKU-7721659409 8GB NEU,
SKU-7800997883,SKU-7800997883,title-normalize,update,75,44,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,model_or_mpn_missing,Tamaris Slingpumps Damen – Zeitloser Komfort für jeden Anlass Damen Sneaker,Tamaris Damenschuhe Damen Gr. 41 Schwarz NEU,
SKU-7892887285,SKU-7892887285,job-improve,update,79,55,priority_a_missing_in_title|priority_a_not_in_first_60,,Canon 057H Tonerkartusche für i-SENSYS LBP220 MF440 Serie Schwarz High Capacity,Canon Tonerkartusche 3010C004 High Capacity Schwarz NEU,
SKU-7926913408,SKU-7926913408,job-improve,update,77,74,priority_a_missing_in_title|priority_a_not_in_first_60,,TOPTREK Fahrradabdeckung wasserdicht 210D Oxford für Fahrrad 200x110x70cm NEU,TOPTREK Fahrradabdeckung 846236311 200x110x70cm 210D Oxford-Gewebe Schwarz,
SKU-7948301538,SKU-7948301538,title-normalize,update,79,45,brand_missing|priority_a_missing_in_title|priority_a_not_in_first_60,brand_missing,"Laser-Tonerkartusche Magenta Ersatz für Brother TN-423M Kompatibel mit DCP, HL,",Unbekannt Tonerpatrone B423M 423M Schwarz NEU,
SKU-7998641824,SKU-7998641824,barcode-rollback,update,71,26,model_or_mpn_missing,model_or_mpn_missing,Rohema Drumsticks Premium Holz NEU Präzision Langlebigkeit Antiquitäten,Rohema Drumsticks Holz NEU,
SKU-8064565799,SKU-8064565799,title-normalize,update,71,44,order_producttype_after_model,,UGG Tazz Damen Sneaker Sand NEU Hausschuhe Wildleder Luxuriöser Komfort,UGG Hausschuhe Tazz Damen Wildleder Sand NEU,
SKU-8112287411,SKU-8112287411,job-improve,update,74,70,priority_a_missing_in_title|priority_a_not_in_first_60,,Desigual Damen Sweatshirt Mojito Power Flamingo Rosa Gr. XXL Baumwolle Neu,Desigual Sweatshirt 23WMSK05/3022 Damen Gr.xxL 100% Baumwolle Rosa NEU,
SKU-8151275535,SKU-8151275535,unknown,update,72,59,priority_a_missing_in_title|priority_a_not_in_first_60,,FUVSHU UV-Matratzenstaubsauger BT-Y02 für Tiefenreinigung & Milbenschutz,FUVSHU UV-Matratzenstaubsauger Milbensauger BT-Y02 350W NEU,
SKU-8197874459,SKU-8197874459,title-normalize,update,75,75,priority_a_missing_in_title|priority_a_not_in_first_60,,New Balance 515 Herren Sneaker Schwarz NEU Handschuhe & Fäustlinge ML515AGR,"New Balance Handschuhe Fäustlinge ML515AGR Herren Textil, Wildleder Schwarz",
SKU-8236064906,SKU-8236064906,unknown,update,77,55,priority_a_missing_in_title|priority_a_not_in_first_60,,KNIPEX Zangenschlüssel 200mm – Präzises Greifen & Schrauben ohne Beschädigung,KNIPEX Zangenschlüssel 82 01 200 SB 200mm Rot; Grau NEU,
SKU-8249181407,SKU-8249181407,title-normalize,update,72,39,duplicate_word,,Sony DJ-Kopfhörer WH-CH720N WH-CH720N Schwarz NEU Over-Ear Aktiver Video,Sony DJ-Kopfhörer WH-CH720N Schwarz NEU,
SKU-8310896573,SKU-8310896573,category-review-csv,update,71,54,priority_a_missing_in_title|priority_a_not_in_first_60,,"IKEA RANARP Pendelleuchte: Zeitloses Design für warmes, gezieltes Licht",IKEA Pendelleuchte SKU-8310896573 38cm Metall Weiß NEU,
SKU-8317603092,SKU-8317603092,unknown,update,70,69,priority_a_missing_in_title|priority_a_not_in_first_60,,SETEX Matratzenschoner Noppen 140x200cm – Optimaler Schutz & Belüftung,Setex Matratzenschoner mit Noppenstruktur Noppen 140x200cm Erwachsene,
SKU-8367978772,SKU-8367978772,category-review-csv,update,75,43,priority_a_missing_in_title|priority_a_not_in_first_60,,Pelikan Büro & Schreibwaren 519637 NEU Farbband Gr. 156 Correctable präzise,Pelikan Schreibmaschinen-Zubehör 519637 NEU,
SKU-8462375603,SKU-8462375603,bulk-table,update,73,56,priority_a_missing_in_title|priority_a_not_in_first_60,,Puma Smash V2 L Damen Sneaker für Komfort - Schwarz / Weiß NEU OVP Gr. 40,PUMA Sportschuh 365208 02 Damen Gr. 40 Gummi Schwarz NEU,
SKU-8640590578,SKU-8640590578,title-normalize,update,72,69,duplicate_word,,Villa Grinario Spannbettlaken SKU-8640590578 Grün Gr. 100 x 200 cm 100 %,Villa Grinario Spannbettlaken SKU-8640590578 Gr. 100x200cm 200cm Grün,
SKU-8689351772,SKU-8689351772,unknown,update,75,50,priority_a_missing_in_title|priority_a_not_in_first_60,,Garmin HRM-Dual Herzfrequenzmesser mit Dual-Konnektivität für präzise Daten,Garmin Herzfrequenzmesser 010-12883-00 Schwarz NEU,
SKU-8742112863,SKU-8742112863,title-normalize,update,78,61,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,model_or_mpn_missing,New Balance New Balance Kinder Sneaker Silber Gr. 26 NEU Kinderschuhe & -boots,New Balance Kinderschuhe -boots Kinder Gr. 26 Mesh Silber NEU,
SKU-8747609895,SKU-8747609895,unknown,update,72,25,model_or_mpn_missing,model_or_mpn_missing,QKIDS Tretroller Kinder Faltbar & Höhenverstellbar für sicheren Fahrspaß,QKIDS Tretroller Pink NEU,
SKU-8779940575,SKU-8779940575,category-review-csv,update,72,55,priority_a_missing_in_title|priority_a_not_in_first_60,,"TATONKA Campingbecher Handle Mug 600 - Robust, platzsparend & vielseitig",TATONKA Campingbecher 4073.000 600 Edelstahl Silber NEU,
SKU-8835594725,SKU-8835594725,unknown,update,78,51,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,DESKTRONIC Kabelmanagement Set für aufgeräumten Schreibtisch & mehr Sicherheit,DESKTRONIC Kabelgebundene Router Metall Schwarz NEU,
SKU-8843412443,SKU-8843412443,category-review-csv,update,71,41,model_or_mpn_missing,model_or_mpn_missing,ONVAYA Verkehrsspiegel Schwarz Kunststoff NEU Gr. 31.2 cm 70 Weitwinkel,ONVAYA Verkehrsspiegel 31.2cm Schwarz NEU,
SKU-8919591829,SKU-8919591829,category-review-csv,update,71,67,priority_a_missing_in_title|priority_a_not_in_first_60,,"PLANAM Kinder Outdoorhose NORIT – Robust, bequem & sicher für Abenteuer",PLANAM Hose NORIT Kids Trousers Jungen Gr. 170/176 oliv/schwarz NEU,
SKU-9142845763,SKU-9142845763,category-review-csv,update,79,54,priority_a_missing_in_title|priority_a_not_in_first_60,,WALSER Hagelschutzplane Perma Protect M – Premium Schutz vor Hagel & Wetter NEU,"WALSER Hagelschutzplane 30974 Grau, Silber, Orange NEU",
SKU-9146759920,SKU-9146759920,bulk-table,update,71,69,order_producttype_after_model,priority_a_missing_in_title|priority_a_not_in_first_60,adidas Samba LT W Damen Sneaker Schwarz Weiß Leder Retro NEU OVP Gr. 44,adidas Sneaker Samba UnisexErwachsene Gr. 44 Leder Wildleder Weiß NEU,
SKU-9289261489,SKU-9289261489,category-review-csv,update,77,54,product_type_missing|model_or_mpn_missing,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,Isabel Abedi – Lola Löwenherz Kinderbuch Abenteuer 2007 Gebundene Ausgabe Neu,Isabel Abedi Lola Löwenherz 2007 Gebundene Ausgabe NEU,
SKU-9428729031,SKU-9428729031,title-normalize,update,76,68,model_or_mpn_missing,model_or_mpn_missing,Derby Rasierklingen Double Edge Silber Schwedischer Stahl NEU Premium sanfte,Derby Rasierklingen Double Edge Herren Schwedischer Stahl Silber NEU,
SKU-9431798499,SKU-9431798499,unknown,update,71,59,priority_a_missing_in_title|priority_a_not_in_first_60,,HP 305 Original Tintenpatronen Doppelpack für brillante Druckergebnisse,"HP Tintenpatrone 6ZD17AE Kunststoff Schwarz, Dreifarbig NEU",
SKU-9603350817,SKU-9603350817,barcode-rollback,update,80,48,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,Universal Tablet-Bodenständer mit Schwenkarm & Höhenverstellung für alle Tablets,"Füllfederhalter Universal Metall, Kunststoff NEU",
SKU-9627368343,SKU-9627368343,job-improve,update,72,68,priority_a_missing_in_title|priority_a_not_in_first_60,,d-c-fix Energiesparfolie für Fenster 90x200cm UV-Schutz Wärmedämmung NEU,d-c-fix Energiesparfolie 333-0000 90x200cm Erwachsene Kunststoff NEU,
SKU-9671499764,SKU-9671499764,job-improve,update,72,57,order_producttype_after_model,order_producttype_after_model,"House Nordic Servierwagen Noel, Schwarz, Metall, 68x79cm, 2 Ablagen, Neu",House Nordic Servierwagen 68cm Metall 68x79cm Schwarz NEU,
SKU-9787450821,SKU-9787450821,category-review-csv,update,77,47,duplicate_word,,"bremermann Manuelle Nudelmaschine 57003 57003 Rot Edelstahlwalzen, lackiertes",bremermann Manuelle Nudelmaschine 57003 Rot NEU,
SKU-9804667250,SKU-9804667250,bulk-table,update,77,64,priority_a_missing_in_title|priority_a_not_in_first_60,,adidas Samba OG J Damen Sneaker Cloud White / Collegiate Green NEU OVP Gr. 38,adidas Sportschuh SKU-9804667250 Damen Gr. 38 2/3 Leder Grün NEU,
SKU-9834509499,SKU-9834509499,title-normalize,update,77,42,model_or_mpn_missing,model_or_mpn_missing,MSV Handtuchhalter Schwarz Metall NEU Gr. 42 cm Ohne Bohren 3-stufig bohrfrei,MSV Handtuchhalter 42cm Metall Schwarz NEU,
SKU-9876441475,SKU-9876441475,category-review-csv,update,70,57,product_type_missing|model_or_mpn_missing,product_type_missing|model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,Disney – Es war einmal ein Schneemann Bilderbuch Gebundene Ausgabe Neu,Disney Es war einmal ein Schneemann Gebundene Ausgabe NEU,
SKU-9912977908,SKU-9912977908,category-review-csv,update,73,49,duplicate_word,,"Dexcom Blutzuckermessgerät G7 STK-GT-013 Schwarz NEU Dexcom, Inc. Präzise",Dexcom Blutzuckermessgerät STK-GT-013 Schwarz NEU,
SKU-9933881904,SKU-9933881904,title-normalize,update,80,52,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,model_or_mpn_missing,SCENEX Damen Tanzschuhe – Elegant & Stabil für Tango & Salsa Sneaker Schwarz NEU,SCENEX Handschuhe Fäustlinge Damen Satin Schwarz NEU,
SKU-9968230318,SKU-9968230318,barcode-rollback,update,79,52,priority_a_missing_in_title|priority_a_not_in_first_60,,HOLA KIT Reifenreparaturset für schnelle & sichere Pannenbehebung unterwegs NEU,"HOLA KIT Reifenreparaturset HKDB02 Schwarz, Grün NEU",
SKU-9979752242,SKU-9979752242,job-improve,update,76,53,priority_a_missing_in_title|priority_a_not_in_first_60,,CCLIFE Lambdasonden Steckschlüssel Satz 3-tlg. 22mm 3/8 1/2 Zoll Antrieb NEU,CCLIFE Lambdasonden-Steckschlüssel-Satz 1735 22mm NEU,
SKU-9988960743,SKU-9988960743,bulk-table,update,75,68,priority_a_missing_in_title|priority_a_not_in_first_60,,Pepe Jeans London W Albal Damen Sneaker Elegant Gold / Beige NEU OVP Gr. 40,Pepe Jeans Sneaker low PLS31463 099 Damen Gr. 40 Synthetik Beige NEU,
SKU-8463577445,ab8921aa-074a-4d89-beb7-b4236133851e,job-improve,update,76,62,priority_a_missing_in_title|priority_a_not_in_first_60,,KSIBNW RGB LED Neon Streifen D347 für Innen Außen 20m IP65 Bluetooth App Neu,KSIBNW LED Streifen D347 20m Milchweißes PVC bluetooth RGB NEU,
SKU-8203474346,b9682eb9-a9aa-415e-898f-7b9bf915e42f,script-condition-normalize,update,72,61,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,model_or_mpn_missing,Sabeatex Kopfkissen & Körperkissen Weiß Gr. 70 x 35 x 13 cm NEU Optimale,Sabeatex Kopfkissen Körperkissen 13cm Gr. 70x35x13cm Weiß NEU,
SKU-0716100821,c02f6527-8651-429c-8022-31eb90f6aaaa,job-improve,update,80,72,priority_a_missing_in_title|priority_a_not_in_first_60,,SOMAN Integralhelm Pink Schwarz Lila Gr. S Motorradhelm ECE DOT zertifiziert NEU,"SOMAN Integralhelm A154956/202401/03705 Unisex Gr. S Pink, Schwarz, Lila",
SKU-3442148631,d2649d99-ae7a-4b45-bca9-e6c452843d93,barcode-rollback,update,75,45,priority_a_missing_in_title|priority_a_not_in_first_60,,"ToMax Tintenpatrone TM-LC-223Y Gelb für brillante, langlebige Ausdrucke NEU",ToMax Kompatible Tintenpatrone 72239 Gelb NEU,
SKU-3178068699,d26c1381-e411-4bd2-a9fd-fdd8e408a28a,job-improve,update,78,55,priority_a_missing_in_title|priority_a_not_in_first_60,,Vex Hoover Original Zulaufschlauch für Waschmaschine & Geschirrspüler Grau Neu,"Vex Zulaufschlauch 92250869 Kunststoff, Metall Grau NEU",
SKU-1536365981,ea75ec18-8ebd-4623-8b72-bdc796af7bfb,job-improve,update,77,56,brand_missing|priority_a_not_in_first_60|order_brand_after_producttype|order_producttype_after_model,brand_missing,Universal Silikon Backform Einsatz 2er Set Antihaft Schwarz für Unbekannt NEU,Unbekannt Backform Einsatz Universal Silikon Schwarz NEU,
SKU-0107097519,f7a5bb4a-9e13-4a67-8065-996f9a809f26,unknown,update,71,61,priority_a_not_in_first_60,,Sontheimer Nockenschalter S06H 32A 690V 9kW | Herstellernummer 10008352,"Sontheimer Nockenschalter 10008352 690V 9kW Grau, Schwarz NEU",
SKU-7447779999,f8fc404d-90b9-408f-a0a5-53038fdbd793,script-condition-normalize,update,77,67,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,ONLINE Calli.Brush Lettering & Aquareell Set 'Das Leben ist Schön' DIN A5 NEU,ONLINE Kalligrafie-Set Anfänger und Fortgeschrittene Mehrfarbig NEU,
